"","Basin","Year","Transect","Interval","Lat_M","Lon_M","NperHa"
"1787","CB",2013,57225,147,42.3805,-81.6669,1981
"1788","CB",2013,57225,148,42.3847,-81.669,5443
"1789","CB",2013,57225,149,42.3889,-81.6711,6649
"1790","CB",2013,57225,150,42.3931,-81.6733,1159
"1791","CB",2013,57225,151,42.3973,-81.6755,1345
"1792","CB",2013,57225,152,42.4015,-81.6776,2076
"1793","CB",2013,57225,153,42.4058,-81.6796,3285
"1794","CB",2013,57225,154,42.41,-81.6817,15188
"1795","CB",2013,57225,155,42.4142,-81.6838,9536
"1796","CB",2013,57225,156,42.4184,-81.6859,6351
"1797","CB",2013,57225,157,42.4223,-81.6879,580
"1798","CB",2013,57350,1,41.7562,-82.0914,2454
"1799","CB",2013,57350,2,41.7605,-82.0932,2540
"1800","CB",2013,57350,3,41.7647,-82.0955,2193
"1801","CB",2013,57350,4,41.769,-82.0974,7152
"1802","CB",2013,57350,5,41.7731,-82.0997,1833
"1803","CB",2013,57350,6,41.7773,-82.102,4018
"1804","CB",2013,57350,7,41.7815,-82.1041,1902
"1805","CB",2013,57350,8,41.7857,-82.106,902
"1806","CB",2013,57350,9,41.79,-82.1081,3103
"1807","CB",2013,57350,10,41.7942,-82.1102,766
"1808","CB",2013,57350,11,41.7984,-82.1124,1356
"1809","CB",2013,57350,12,41.8026,-82.1145,1932
"1810","CB",2013,57350,13,41.8068,-82.1167,1348
"1811","CB",2013,57350,14,41.811,-82.1187,1006
"1812","CB",2013,57350,15,41.8152,-82.1209,2408
"1813","CB",2013,57350,16,41.8194,-82.1231,2712
"1814","CB",2013,57350,17,41.8236,-82.1253,1818
"1815","CB",2013,57350,18,41.8278,-82.1273,1506
"1816","CB",2013,57350,19,41.8322,-82.1291,3601
"1817","CB",2013,57350,20,41.8364,-82.1313,3366
"1818","CB",2013,57350,21,41.8404,-82.1335,1983
"1819","CB",2013,57350,22,41.8447,-82.1356,941
"1820","CB",2013,57350,23,41.8489,-82.1376,1162
"1821","CB",2013,57350,24,41.8531,-82.1397,1643
"1822","CB",2013,57350,25,41.8574,-82.1417,2611
"1823","CB",2013,57350,26,41.8616,-82.1439,1572
"1824","CB",2013,57350,27,41.8657,-82.146,2979
"1825","CB",2013,57350,28,41.87,-82.1482,1473
"1826","CB",2013,57350,29,41.8742,-82.1504,3429
"1827","CB",2013,57350,30,41.8784,-82.1524,2903
"1828","CB",2013,57350,31,41.8826,-82.1545,3237
"1829","CB",2013,57350,32,41.8869,-82.1566,1700
"1830","CB",2013,57350,33,41.891,-82.1587,3405
"1831","CB",2013,57350,34,41.8952,-82.1608,3047
"1832","CB",2013,57350,35,41.8994,-82.1629,1883
"1833","CB",2013,57350,36,41.9037,-82.165,1565
"1834","CB",2013,57350,37,41.9079,-82.1671,1685
"1835","CB",2013,57350,38,41.9121,-82.1692,5295
"1836","CB",2013,57350,39,41.9164,-82.1713,1546
"1837","CB",2013,57350,40,41.9206,-82.1733,1675
"1838","CB",2013,57350,41,41.9248,-82.1755,3433
"1839","CB",2013,57350,42,41.929,-82.1776,2949
"1840","CB",2013,57350,43,41.9332,-82.1798,1671
"1841","CB",2013,57350,44,41.9374,-82.1819,5503
"1842","CB",2013,57350,45,41.9416,-82.184,2111
"1843","CB",2013,57350,46,41.9458,-82.1861,2913
"1844","CB",2013,57350,47,41.9501,-82.1883,1542
"1845","CB",2013,57350,48,41.9542,-82.1903,1910
"1846","CB",2013,57350,49,41.9585,-82.1924,2336
"1847","CB",2013,57350,50,41.9627,-82.1945,4969
"1848","CB",2013,57350,51,41.9669,-82.1967,1425
"1849","CB",2013,57350,52,41.9711,-82.1987,2044
"1850","CB",2013,57350,53,41.9754,-82.2007,1594
"1851","CB",2013,57350,54,41.9796,-82.2029,1898
"1852","CB",2013,57350,55,41.9838,-82.205,2031
"1853","CB",2013,57350,56,41.9879,-82.2072,1523
"1854","CB",2013,57350,57,41.9922,-82.2094,2146
"1855","CB",2013,57350,58,41.9964,-82.2115,2033
"1856","CB",2013,57350,59,42.0006,-82.2136,1393
"1857","CB",2013,57350,60,42.0047,-82.2158,2161
"1858","CB",2013,57350,61,42.009,-82.2178,1928
"1859","CB",2013,57350,62,42.0132,-82.2198,2222
"1860","CB",2013,57350,63,42.0175,-82.2219,3229
"1861","CB",2013,57350,64,42.0217,-82.224,3127
"1862","CB",2013,57350,65,42.0259,-82.2261,2974
"1863","CB",2013,57350,66,42.0301,-82.2283,5240
"1864","CB",2013,57350,67,42.0343,-82.2305,3317
"1865","CB",2013,57350,68,42.0385,-82.2326,2284
"1866","CB",2013,57350,69,42.0428,-82.2347,1790
"1867","CB",2013,57350,70,42.0469,-82.2368,3629
"1868","CB",2013,57350,71,42.0511,-82.2389,1468
"1869","CB",2013,57350,72,42.0553,-82.241,10374
"1870","CB",2013,57350,73,42.0596,-82.243,1393
"1871","CB",2013,57350,74,42.0638,-82.2451,3729
"1872","CB",2013,57350,75,42.068,-82.2473,1914
"1873","CB",2013,57350,76,42.0722,-82.2495,2681
"1874","CB",2013,57350,77,42.0764,-82.2516,963
"1875","CB",2013,57350,78,42.0806,-82.2537,2097
"1876","CB",2013,57350,79,42.0848,-82.2558,1542
"1877","CB",2013,57350,80,42.089,-82.2579,3146
"1878","CB",2013,57350,81,42.0933,-82.26,2164
"1879","CB",2013,57350,82,42.0974,-82.2622,3352
"1880","CB",2013,57350,83,42.1017,-82.2642,3717
"1881","CB",2013,57350,84,42.1059,-82.2663,8354
"1882","CB",2013,57350,85,42.1101,-82.2684,9829
"1883","CB",2013,57350,86,42.1144,-82.2706,8061
"1884","CB",2013,57350,87,42.1185,-82.2727,9394
"1885","CB",2013,57350,88,42.1228,-82.2749,7811
"1886","CB",2013,57350,89,42.1269,-82.2771,9547
"1887","CB",2013,57350,90,42.1312,-82.279,8599
"1888","CB",2013,57350,91,42.1354,-82.2812,3126
"1889","CB",2013,57350,92,42.1396,-82.2831,4662
"1890","CB",2013,57475,1,41.5319,-81.7433,966
"1891","CB",2013,57475,2,41.536,-81.7456,1540
"1892","CB",2013,57475,3,41.5402,-81.7479,3020
"1893","CB",2013,57475,4,41.5442,-81.7504,14739
"1894","CB",2013,57475,5,41.5484,-81.7527,13349
"1895","CB",2013,57475,6,41.5526,-81.7549,23882
"1896","CB",2013,57475,7,41.5568,-81.7568,5957
"1897","CB",2013,57475,8,41.561,-81.7589,1122
"1898","CB",2013,57475,9,41.5652,-81.7609,19457
"1899","CB",2013,57475,10,41.5695,-81.7629,13932
"1900","CB",2013,57475,11,41.5737,-81.7651,50705
"1901","CB",2013,57475,12,41.5778,-81.7673,3269
"1902","CB",2013,57475,13,41.5822,-81.7696,39776
"1903","CB",2013,57475,14,41.5862,-81.7716,31956
"1904","CB",2013,57475,15,41.5904,-81.7737,14826
"1905","CB",2013,57475,16,41.5946,-81.7758,10357
"1906","CB",2013,57475,17,41.5988,-81.7779,2000
"1907","CB",2013,57475,18,41.603,-81.78,7375
"1908","CB",2013,57475,19,41.6073,-81.7822,8253
"1909","CB",2013,57475,20,41.6114,-81.7843,9302
"1910","CB",2013,57475,21,41.6156,-81.7865,6907
"1911","CB",2013,57475,22,41.6198,-81.7886,9373
"1912","CB",2013,57475,23,41.624,-81.7907,4748
"1913","CB",2013,57475,24,41.6282,-81.7929,4884
"1914","CB",2013,57475,25,41.6323,-81.7952,6909
"1915","CB",2013,57475,26,41.6365,-81.7972,15134
"1916","CB",2013,57475,27,41.6407,-81.7994,4308
"1917","CB",2013,57475,28,41.6449,-81.8015,8577
"1918","CB",2013,57475,29,41.6491,-81.8036,2052
"1919","CB",2013,57475,30,41.6532,-81.8058,5237
"1920","CB",2013,57475,31,41.6573,-81.8081,6514
"1921","CB",2013,57475,32,41.6614,-81.8104,4076
"1922","CB",2013,57475,33,41.6656,-81.8122,3208
"1923","CB",2013,57475,34,41.6698,-81.8143,3616
"1924","CB",2013,57475,35,41.6741,-81.8162,1738
"1925","CB",2013,57475,36,41.6781,-81.8184,3403
"1926","CB",2013,57475,37,41.6827,-81.8206,3609
"1927","CB",2013,57475,38,41.6863,-81.8225,4746
"1928","CB",2013,57475,39,41.6907,-81.8248,2930
"1929","CB",2013,57475,40,41.6949,-81.827,2027
"1930","CB",2013,57475,41,41.6991,-81.8289,2896
"1931","CB",2013,57475,42,41.7025,-81.8306,2622
"1932","CB",2013,57475,43,41.7076,-81.833,3643
"1933","CB",2013,57475,44,41.7118,-81.8349,4541
"1934","CB",2013,57475,45,41.716,-81.837,5556
"1935","CB",2013,57475,46,41.7203,-81.8391,2982
"1936","CB",2013,57475,47,41.7245,-81.8412,2660
"1937","CB",2013,57475,48,41.7287,-81.8433,3114
"1938","CB",2013,57475,49,41.7329,-81.8454,7090
"1939","CB",2013,57475,50,41.7371,-81.8475,18901
"1940","CB",2013,57475,51,41.7413,-81.8496,9478
"1941","CB",2013,57475,52,41.7456,-81.8515,12378
"1942","CB",2013,57475,53,41.7498,-81.8534,6349
"1943","CB",2013,57475,54,41.754,-81.8555,12027
"1944","CB",2013,57475,55,41.7577,-81.8572,4401
"1945","CB",2013,57475,56,41.7625,-81.8597,9090
"1946","CB",2013,57475,57,41.7666,-81.8619,6755
"1947","CB",2013,57475,58,41.7708,-81.8641,11508
"1948","CB",2013,57475,59,41.775,-81.8663,6891
"1949","CB",2013,57475,60,41.7792,-81.8685,5467
"1950","CB",2013,57475,61,41.7834,-81.8706,3550
"1951","CB",2013,57475,62,41.7876,-81.8728,1980
"1952","CB",2013,57475,63,41.7918,-81.8749,2345
"1953","CB",2013,57475,64,41.796,-81.8771,5224
"1954","CB",2013,57475,65,41.8002,-81.8792,6361
"1955","CB",2013,57475,66,41.8044,-81.8813,5890
"1956","CB",2013,57475,67,41.8086,-81.8835,3413
"1957","CB",2013,57475,68,41.8128,-81.8856,2995
"1958","CB",2013,57475,69,41.817,-81.8878,2952
"1959","CB",2013,57475,70,41.8212,-81.8899,2231
"1960","CB",2013,57475,71,41.8255,-81.8916,1405
"1961","CB",2013,57475,72,41.8298,-81.8935,1919
"1962","CB",2013,57475,73,41.8341,-81.8953,2269
"1963","CB",2013,57475,74,41.8383,-81.8974,2084
"1964","CB",2013,57475,75,41.8425,-81.8996,3062
"1965","CB",2013,57475,76,41.8467,-81.9019,1470
"1966","CB",2013,57475,77,41.8509,-81.904,2924
"1967","CB",2013,57475,78,41.8551,-81.9061,1688
"1968","CB",2013,57475,79,41.8593,-81.9082,1537
"1969","CB",2013,57475,80,41.8635,-81.9102,3029
"1970","CB",2013,57475,81,41.8677,-81.9123,2515
"1971","CB",2013,57475,82,41.872,-81.9143,3065
"1972","CB",2013,57475,83,41.8762,-81.9163,2140
"1973","CB",2013,57475,84,41.8804,-81.9184,2855
"1974","CB",2013,57475,85,41.8846,-81.9206,2600
"1975","CB",2013,57475,86,41.8888,-81.9227,2269
"1976","CB",2013,57475,87,41.8928,-81.9247,5256
"1977","CB",2013,57850,1,42.5603,-81.4685,556
"1978","CB",2013,57850,2,42.5559,-81.4674,1331
"1979","CB",2013,57850,3,42.5516,-81.4661,4106
"1980","CB",2013,57850,4,42.5473,-81.4642,2186
"1981","CB",2013,57850,5,42.5431,-81.4621,1285
"1982","CB",2013,57850,6,42.5389,-81.4599,5470
"1983","CB",2013,57850,7,42.5345,-81.4581,5893
"1984","CB",2013,57850,8,42.5302,-81.4565,1621
"1985","CB",2013,57850,9,42.5259,-81.4547,903
"1986","CB",2013,57850,10,42.5216,-81.453,1226
"1987","CB",2013,57850,11,42.5173,-81.4512,3452
"1988","CB",2013,57850,12,42.5131,-81.4492,3019
"1989","CB",2013,57850,13,42.5088,-81.4474,4566
"1990","CB",2013,57850,14,42.5046,-81.4455,15018
"1991","CB",2013,57850,15,42.5003,-81.4436,3955
"1992","CB",2013,57850,16,42.4959,-81.4419,4115
"1993","CB",2013,57850,17,42.4917,-81.4401,591
"1994","CB",2013,57850,18,42.4874,-81.4383,3122
"1995","CB",2013,57850,19,42.4831,-81.4365,4964
"1996","CB",2013,57850,20,42.4788,-81.4347,2074
"1997","CB",2013,57850,21,42.4745,-81.433,2142
"1998","CB",2013,57850,22,42.4702,-81.4311,1245
"1999","CB",2013,57850,23,42.4659,-81.4293,2897
"2000","CB",2013,57850,24,42.4616,-81.4274,4446
"2001","CB",2013,57850,25,42.4574,-81.4256,8038
"2002","CB",2013,57850,26,42.4531,-81.4238,3006
"2003","CB",2013,57850,27,42.4488,-81.422,4364
"2004","CB",2013,57850,28,42.4444,-81.4201,6614
"2005","CB",2013,57850,29,42.4402,-81.4183,13589
"2006","CB",2013,57850,30,42.4359,-81.4165,18124
"2007","CB",2013,57850,31,42.4316,-81.4146,19928
"2008","CB",2013,57850,32,42.4273,-81.4128,15148
"2009","CB",2013,57850,33,42.423,-81.4109,20576
"2010","CB",2013,57850,34,42.4188,-81.4091,27969
"2011","CB",2013,57850,35,42.4144,-81.4073,26915
"2012","CB",2013,57850,36,42.4102,-81.4055,19067
"2013","CB",2013,57850,37,42.4059,-81.4037,21053
"2014","CB",2013,57850,38,42.4016,-81.4018,18296
"2015","CB",2013,57850,39,42.3973,-81.4,18311
"2016","CB",2013,57850,40,42.393,-81.3981,22431
"2017","CB",2013,57850,41,42.3887,-81.3963,28151
"2018","CB",2013,57850,42,42.3845,-81.3945,20817
"2019","CB",2013,57850,43,42.3801,-81.3927,8170
"2020","CB",2013,57850,44,42.3759,-81.3908,35119
"2021","CB",2013,57850,45,42.3716,-81.3889,50231
"2022","CB",2013,57850,46,42.3673,-81.3872,39226
"2023","CB",2013,57850,47,42.363,-81.3854,41414
"2024","CB",2013,57850,48,42.3587,-81.3835,42423
"2025","CB",2013,57850,49,42.3544,-81.3817,43010
"2026","CB",2013,57850,50,42.3501,-81.3798,45186
"2027","CB",2013,57850,51,42.3458,-81.3781,46962
"2028","CB",2013,57850,52,42.3416,-81.3762,44885
"2029","CB",2013,57850,53,42.3386,-81.375,28100
"2030","CB",2013,57995,2,42.558,-81.2833,777
"2031","CB",2013,57995,3,42.5537,-81.2813,1567
"2032","CB",2013,57995,4,42.5494,-81.2795,1795
"2033","CB",2013,57995,5,42.5452,-81.2777,1287
"2034","CB",2013,57995,6,42.5409,-81.2758,880
"2035","CB",2013,57995,7,42.5367,-81.2736,2743
"2036","CB",2013,57995,8,42.5325,-81.2713,458
"2037","CB",2013,57995,9,42.5283,-81.269,1030
"2038","CB",2013,57995,10,42.5241,-81.2668,3080
"2039","CB",2013,57995,11,42.5199,-81.2648,1252
"2040","CB",2013,57995,12,42.5157,-81.2627,7918
"2041","CB",2013,57995,13,42.5114,-81.2607,9700
"2042","CB",2013,57995,14,42.5072,-81.2586,14048
"2043","CB",2013,57995,15,42.503,-81.2565,11302
"2044","CB",2013,57995,16,42.4988,-81.2544,4207
"2045","CB",2013,57995,17,42.4946,-81.2522,14218
"2046","CB",2013,57995,18,42.4904,-81.25,11441
"2047","CB",2013,57995,19,42.4862,-81.2478,12810
"2048","CB",2013,57995,20,42.482,-81.2458,9925
"2049","CB",2013,57995,21,42.4777,-81.2437,10196
"2050","CB",2013,57995,22,42.4735,-81.2416,5623
"2051","CB",2013,57995,23,42.4693,-81.2396,7830
"2052","CB",2013,57995,24,42.4651,-81.2375,6559
"2053","CB",2013,57995,25,42.4608,-81.2354,6014
"2054","CB",2013,57995,26,42.4566,-81.2333,2376
"2055","CB",2013,57995,27,42.4524,-81.2312,3329
"2056","CB",2013,57995,28,42.4482,-81.229,4965
"2057","CB",2013,57995,29,42.444,-81.2268,5676
"2058","CB",2013,57995,30,42.4398,-81.2247,4901
"2059","CB",2013,57995,31,42.4356,-81.2226,6404
"2060","CB",2013,57995,32,42.4313,-81.2205,4645
"2061","CB",2013,57995,33,42.4271,-81.2184,2746
"2062","CB",2013,57995,34,42.4229,-81.2164,3253
"2063","CB",2013,57995,35,42.4187,-81.2143,5238
"2064","CB",2013,57995,36,42.4144,-81.2122,8267
"2065","CB",2013,57995,37,42.4102,-81.2101,7020
"2066","CB",2013,57995,38,42.406,-81.2079,9455
"2067","CB",2013,57995,39,42.4018,-81.2058,3121
"2068","CB",2013,57995,40,42.3976,-81.2036,3033
"2069","CB",2013,57995,41,42.3934,-81.2015,3847
"2070","CB",2013,57995,42,42.3891,-81.1995,6324
"2071","CB",2013,57995,43,42.3849,-81.1974,2019
"2072","CB",2013,57995,44,42.3807,-81.1954,3331
"2073","CB",2013,57995,45,42.3765,-81.1933,3787
"2074","CB",2013,57995,46,42.3723,-81.191,2996
"2075","CB",2013,57995,47,42.3681,-81.1889,4261
"2076","CB",2013,57995,48,42.3638,-81.1868,2961
"2077","CB",2013,57995,49,42.3596,-81.1847,2623
"2078","CB",2013,57995,50,42.3554,-81.1826,2595
"2079","CB",2013,57995,51,42.3512,-81.1806,1930
"2080","CB",2013,57995,52,42.3469,-81.1786,4447
"2081","CB",2013,57995,53,42.3427,-81.1765,5464
"2082","CB",2013,57995,54,42.3385,-81.1743,3962
"2083","CB",2013,57995,55,42.3343,-81.172,2455
"2084","CB",2013,57995,56,42.3301,-81.17,4442
"2085","CB",2013,57995,57,42.3259,-81.168,7460
"2086","CB",2013,57995,58,42.3216,-81.1659,7070
"2087","CB",2013,57995,59,42.3174,-81.1639,7302
"2088","CB",2013,57995,60,42.3132,-81.1618,9598
"2089","CB",2013,57995,61,42.309,-81.1597,7933
"2090","CB",2013,57995,62,42.3047,-81.1576,4222
"2091","CB",2013,57995,63,42.3005,-81.1554,3948
"2092","CB",2013,57995,64,42.2963,-81.1533,10579
"2093","CB",2013,57995,65,42.2921,-81.1511,4371
"2094","CB",2013,57995,66,42.2879,-81.149,6100
"2095","CB",2013,57995,67,42.2837,-81.1469,7609
"2096","CB",2013,57995,68,42.2795,-81.1448,9593
"2097","CB",2013,57995,69,42.2752,-81.1428,9567
"2098","CB",2013,57995,70,42.271,-81.1407,12453
"2099","CB",2013,57995,71,42.2668,-81.1387,10194
"2100","CB",2013,57995,72,42.2626,-81.1366,2681
"2101","CB",2013,57995,73,42.2583,-81.1345,12008
"2102","CB",2013,57995,74,42.2541,-81.1323,12658
"2103","CB",2013,57995,75,42.2499,-81.1302,10815
"2104","CB",2013,57995,76,42.2457,-81.1282,17705
"2105","CB",2013,57995,77,42.2415,-81.1261,15379
"2106","CB",2013,57995,78,42.2372,-81.124,1621
"2107","CB",2013,57995,79,42.233,-81.1219,11399
"2108","CB",2013,57995,80,42.2288,-81.1198,11452
"2109","CB",2013,57995,81,42.2246,-81.1177,11156
"2110","CB",2013,57995,82,42.2204,-81.1156,7126
"2111","CB",2013,57995,83,42.2155,-81.1132,10457
"2112","CB",2013,57995,84,42.2115,-81.1114,7723
"2113","CB",2013,57995,85,42.2076,-81.1096,4906
"2114","CB",2013,57995,86,42.2034,-81.1075,14695
"2115","CB",2013,57995,87,42.1992,-81.1054,1040
"2116","CB",2013,57995,88,42.1957,-81.1038,7156
"2117","CB",2013,57995,89,42.1899,-81.1023,3799
"2118","CB",2013,57995,90,42.1865,-81.1001,10102
"2119","CB",2013,57995,91,42.1824,-81.0978,7392
"2120","CB",2013,57995,92,42.1783,-81.0953,8106
"2121","CB",2013,57995,93,42.1743,-81.0926,6308
"2122","CB",2013,57995,94,42.1702,-81.0901,9731
"2123","CB",2013,57995,95,42.166,-81.088,7325
"2124","CB",2013,57995,96,42.1616,-81.0862,470
"2125","CB",2013,57995,97,42.1573,-81.0845,10519
"2126","CB",2013,57995,98,42.1531,-81.0825,17048
"2127","CB",2013,57995,99,42.1489,-81.0805,12643
"2128","CB",2013,57995,100,42.1447,-81.0782,18397
"2129","CB",2013,57995,101,42.1405,-81.0759,14261
"2130","CB",2013,57995,102,42.1363,-81.0738,17600
"2131","CB",2013,57995,103,42.1321,-81.0717,18777
"2132","CB",2013,57995,104,42.1278,-81.0697,11496
"2133","CB",2013,57995,105,42.1233,-81.0676,25941
"2134","CB",2013,57995,106,42.1193,-81.0658,17249
"2135","CB",2013,57995,107,42.1151,-81.0636,17658
"2136","CB",2013,57995,108,42.1109,-81.0616,25204
"2137","CB",2013,57995,109,42.1067,-81.0597,8480
"2138","CB",2013,57995,110,42.1025,-81.0579,12066
"2139","CB",2013,57995,111,42.0983,-81.0556,12216
"2140","CB",2013,57995,112,42.0942,-81.0532,14004
"2141","CB",2013,57995,113,42.09,-81.0509,21518
"2142","CB",2013,57995,114,42.0858,-81.0486,10341
"2143","CB",2013,57995,115,42.0816,-81.0467,8594
"2144","CB",2013,57995,116,42.0773,-81.0448,26655
"2145","CB",2013,57995,117,42.0731,-81.0428,30144
"2146","CB",2013,57995,118,42.0688,-81.0408,30016
"2147","CB",2013,57995,119,42.0646,-81.0386,35019
"2148","CB",2013,57995,120,42.0604,-81.0364,32887
"2149","CB",2013,57995,121,42.0563,-81.0342,34159
"2150","CB",2013,57995,122,42.052,-81.0322,23645
"2151","CB",2013,57995,123,42.0478,-81.0302,23861
"2152","CB",2013,57995,124,42.0431,-81.0279,38603
"2153","CB",2013,57995,125,42.0393,-81.0263,23444
"2154","CB",2013,57995,126,42.035,-81.0243,27116
"2155","CB",2013,57995,127,42.0308,-81.0223,35643
"2156","CB",2013,57995,128,42.0261,-81.0202,18326
"2157","CB",2013,57995,129,42.0224,-81.0182,30023
"2158","CB",2013,57995,130,42.0183,-81.0159,26458
"2159","CB",2013,57995,131,42.0141,-81.0135,17231
"2160","CB",2013,57995,132,42.01,-81.0113,16844
"2161","CB",2013,57995,133,42.0057,-81.0092,14316
"2162","CB",2013,57995,134,42.0015,-81.0073,19220
"2163","CB",2013,57995,135,41.9972,-81.0053,4903
"2164","CB",2013,57995,136,41.993,-81.0033,16662
"2165","CB",2013,57995,137,41.9887,-81.0013,18160
"2166","CB",2013,57995,138,41.9845,-80.9991,18454
"2167","CB",2013,57995,139,41.9803,-80.997,14327
"2168","CB",2013,57995,140,41.9761,-80.995,3034
"2169","CB",2013,57995,141,41.9718,-80.9932,16515
"2170","CB",2013,57995,142,41.9676,-80.991,9440
"2171","CB",2013,57995,143,41.9635,-80.9887,1648
"2172","CB",2013,57995,144,41.9593,-80.9864,922
"2173","CB",2013,57995,145,41.9551,-80.9843,1106
"2174","CB",2013,57995,146,41.9509,-80.9822,1295
"2175","CB",2013,57995,147,41.9466,-80.9803,1897
"2176","CB",2013,57995,148,41.9423,-80.9783,4204
"2177","CB",2013,57995,149,41.9381,-80.9764,1913
"2178","CB",2013,57995,150,41.9339,-80.9742,1106
"2179","CB",2013,57995,151,41.9301,-80.9723,848
"2180","CB",2013,58100,1,41.9644,-80.7465,11151
"2181","CB",2013,58100,2,41.9688,-80.7477,14699
"2182","CB",2013,58100,3,41.9732,-80.749,10757
"2183","CB",2013,58100,4,41.9774,-80.7508,4396
"2184","CB",2013,58100,5,41.9816,-80.7531,6801
"2185","CB",2013,58100,6,41.9856,-80.7557,7090
"2186","CB",2013,58100,7,41.9898,-80.758,7060
"2187","CB",2013,58100,8,41.994,-80.7602,6108
"2188","CB",2013,58100,9,41.9982,-80.7624,3529
"2189","CB",2013,58100,10,42.0025,-80.7643,7894
"2190","CB",2013,58100,11,42.0067,-80.7664,4387
"2191","CB",2013,58100,12,42.011,-80.7682,8056
"2192","CB",2013,58100,13,42.0153,-80.7699,34918
"2193","CB",2013,58100,14,42.0196,-80.7716,6197
"2194","CB",2013,58100,15,42.0238,-80.7736,14779
"2195","CB",2013,58100,16,42.028,-80.7757,7563
"2196","CB",2013,58100,17,42.0323,-80.7779,5231
"2197","CB",2013,58100,18,42.0365,-80.7801,4444
"2198","CB",2013,58100,19,42.0407,-80.782,31870
"2199","CB",2013,58100,20,42.0449,-80.7839,15235
"2200","CB",2013,58100,21,42.0492,-80.7859,18541
"2201","CB",2013,58100,22,42.0534,-80.788,4141
"2202","CB",2013,58100,23,42.0577,-80.7899,31920
"2203","CB",2013,58100,24,42.0619,-80.7919,29633
"2204","CB",2013,58100,25,42.0662,-80.794,21399
"2205","CB",2013,58100,26,42.0704,-80.7961,37546
"2206","CB",2013,58100,27,42.0746,-80.798,45401
"2207","CB",2013,58100,28,42.0789,-80.8001,65847
"2208","CB",2013,58100,29,42.0831,-80.802,42627
"2209","CB",2013,58100,30,42.0874,-80.8041,48438
"2210","CB",2013,58100,31,42.0916,-80.8062,39869
"2211","CB",2013,58100,32,42.0958,-80.8081,26550
"2212","CB",2013,58100,33,42.1001,-80.8102,38174
"2213","CB",2013,58100,34,42.1043,-80.8123,15609
"2214","CB",2013,58100,35,42.1085,-80.8143,15661
"2215","CB",2013,58100,36,42.1128,-80.8163,18425
"2216","CB",2013,58100,37,42.117,-80.8183,18779
"2217","CB",2013,58100,38,42.1213,-80.8203,20204
"2218","CB",2013,58100,39,42.1255,-80.8224,23387
"2219","CB",2013,58100,40,42.1297,-80.8244,18425
"2220","CB",2013,58100,41,42.134,-80.8263,24118
"2221","CB",2013,58100,42,42.1382,-80.8285,21969
"2222","CB",2013,58100,43,42.1424,-80.8304,32119
"2223","CB",2013,58100,44,42.1467,-80.8324,19065
"2224","CB",2013,58100,45,42.151,-80.8344,18508
"2225","CB",2013,58100,46,42.1552,-80.8364,15196
"2226","CB",2013,58100,47,42.1594,-80.8385,14966
"2227","CB",2013,58100,48,42.1637,-80.8406,13474
"2228","CB",2013,58100,49,42.1679,-80.8426,21186
"2229","CB",2013,58100,50,42.1721,-80.8447,21067
"2230","CB",2013,58100,51,42.1763,-80.8467,28841
"2231","CB",2013,58100,52,42.1806,-80.8487,28370
"2232","CB",2013,58100,53,42.1848,-80.8506,26888
"2233","CB",2013,58100,54,42.189,-80.8527,22853
"2234","CB",2013,58100,55,42.1933,-80.8547,21719
"2235","CB",2013,58100,56,42.1975,-80.8568,18253
"2236","CB",2013,58100,57,42.2018,-80.8589,18539
"2237","CB",2013,58100,58,42.206,-80.8607,21197
"2238","CB",2013,58100,59,42.2102,-80.8628,25989
"2239","CB",2013,58100,60,42.2145,-80.8648,25388
"2240","CB",2013,58100,61,42.2187,-80.8669,19552
"2241","CB",2013,58100,62,42.223,-80.8689,21280
"2242","CB",2013,58100,63,42.2272,-80.8709,22944
"2243","CB",2013,58100,64,42.2315,-80.873,26163
"2244","CB",2013,58100,65,42.2356,-80.8751,29332
"2245","CB",2013,58100,66,42.2399,-80.877,26365
"2246","CB",2013,58100,67,42.2442,-80.879,29468
"2247","CB",2013,58100,68,42.2484,-80.881,21804
"2248","CB",2013,58100,69,42.2527,-80.883,33640
"2249","CB",2013,58100,70,42.2569,-80.8849,48186
"2250","CB",2013,58100,71,42.2611,-80.887,32305
"2251","CB",2013,58100,72,42.2654,-80.8891,17395
"2252","CB",2013,58100,73,42.2696,-80.8911,12083
"2253","CB",2013,58100,74,42.2738,-80.8933,15632
"2254","CB",2013,58100,75,42.278,-80.8953,7804
"2255","CB",2013,58100,76,42.2823,-80.8972,18046
"2256","CB",2013,58100,77,42.2866,-80.8992,21386
"2257","CB",2013,58100,78,42.2908,-80.9013,28940
"2258","CB",2013,58100,79,42.2951,-80.9032,28184
"2259","CB",2013,58100,80,42.2992,-80.9054,35135
"2260","CB",2013,58100,81,42.3035,-80.9074,31871
"2261","CB",2013,58100,82,42.3077,-80.9095,48218
"2262","CB",2013,58100,83,42.312,-80.9115,25136
"2263","CB",2013,58100,84,42.3162,-80.9135,59368
"2264","CB",2013,58100,85,42.3205,-80.9154,51078
"2265","CB",2013,58100,86,42.3248,-80.9174,50517
"2266","CB",2013,58100,87,42.3291,-80.9186,34811
"2267","CB",2013,58100,88,42.3336,-80.9197,16015
"2268","CB",2013,58100,89,42.3379,-80.9212,16948
"2269","CB",2013,58100,90,42.3423,-80.9227,27201
"2270","CB",2013,58100,91,42.3466,-80.9243,24410
"2271","CB",2013,58100,92,42.3509,-80.9261,28505
