"","Basin","Year","Transect","Interval","Lat_M","Lon_M","NperHa"
"3150","CB",2016,57350,103,41.7129,-82.0592,1317
"3151","CB",2016,57350,104,41.7087,-82.0572,1520
"3152","CB",2016,57350,105,41.7044,-82.0552,1427
"3153","CB",2016,57350,106,41.7002,-82.0532,1529
"3154","CB",2016,57350,107,41.696,-82.0512,1356
"3155","CB",2016,57350,108,41.6917,-82.0492,2252
"3156","CB",2016,57350,109,41.6874,-82.0472,1516
"3157","CB",2016,57350,110,41.6832,-82.0452,1271
"3158","CB",2016,57350,111,41.679,-82.0432,1732
"3159","CB",2016,57350,112,41.6747,-82.0413,2917
"3160","CB",2016,57350,113,41.6704,-82.0394,2200
"3161","CB",2016,57350,114,41.6662,-82.0374,3113
"3162","CB",2016,57350,115,41.662,-82.0353,1547
"3163","CB",2016,57350,116,41.6578,-82.0332,1491
"3164","CB",2016,57350,117,41.6535,-82.0311,1220
"3165","CB",2016,57350,118,41.6493,-82.0292,2428
"3166","CB",2016,57350,119,41.645,-82.0273,1497
"3167","CB",2016,57350,120,41.6408,-82.0254,3020
"3168","CB",2016,57350,121,41.6365,-82.0234,2502
"3169","CB",2016,57350,122,41.6323,-82.0213,4066
"3170","CB",2016,57350,123,41.6281,-82.0193,1987
"3171","CB",2016,57350,124,41.6238,-82.0173,3117
"3172","CB",2016,57350,125,41.6196,-82.0153,3695
"3173","CB",2016,57350,126,41.6153,-82.0134,1604
"3174","CB",2016,57350,127,41.6111,-82.0115,1439
"3175","CB",2016,57350,128,41.6068,-82.0095,2258
"3176","CB",2016,57350,129,41.6025,-82.0076,3253
"3177","CB",2016,57350,130,41.5983,-82.0056,1624
"3178","CB",2016,57350,131,41.594,-82.0036,4836
"3179","CB",2016,57350,132,41.5899,-82.0016,3887
"3180","CB",2016,57350,133,41.5856,-81.9995,10633
"3181","CB",2016,57350,134,41.5814,-81.9975,8335
"3182","CB",2016,57350,135,41.5771,-81.9956,6781
"3183","CB",2016,57350,136,41.5729,-81.9936,6069
"3184","CB",2016,57350,137,41.5686,-81.9915,3208
"3185","CB",2016,57350,138,41.5644,-81.9896,4439
"3186","CB",2016,57350,139,41.5601,-81.9876,3530
"3187","CB",2016,57350,140,41.5559,-81.9858,2137
"3188","CB",2016,57350,141,41.5517,-81.9835,3823
"3189","CB",2016,57350,142,41.5474,-81.9816,134
"3190","CB",2016,57350,143,41.5432,-81.9796,11
"3191","CB",2016,57350,144,41.539,-81.9777,290
"3192","CB",2016,57350,145,41.5347,-81.9757,50
"3193","CB",2016,57350,146,41.5305,-81.9737,130
"3194","CB",2016,57350,147,41.527,-81.9722,354
"3195","CB",2016,57475,1,41.6321,-81.8052,26425
"3196","CB",2016,57475,2,41.6406,-81.8092,21667
"3197","CB",2016,57475,3,41.649,-81.8132,29266
"3198","CB",2016,57475,4,41.6574,-81.8175,19822
"3199","CB",2016,57475,5,41.6658,-81.8217,24636
"3200","CB",2016,57475,6,41.6743,-81.8258,18877
"3201","CB",2016,57475,7,41.6827,-81.83,6961
"3202","CB",2016,57475,8,41.6881,-81.8328,2629
"3203","CB",2016,57475,9,41.7015,-81.8393,8311
"3204","CB",2016,57475,10,41.7086,-81.8427,5884
"3205","CB",2016,57475,11,41.7158,-81.8467,5859
"3206","CB",2016,57475,12,41.7249,-81.8506,10454
"3207","CB",2016,57475,13,41.7334,-81.8544,4855
"3208","CB",2016,57475,14,41.7419,-81.8582,1652
"3209","CB",2016,57475,15,41.7505,-81.8619,2316
"3210","CB",2016,57475,16,41.7596,-81.866,8867
"3211","CB",2016,57475,17,41.7676,-81.8688,5977
"3212","CB",2016,57475,18,41.775,-81.8721,1854
"3213","CB",2016,57475,19,41.7847,-81.8763,13133
"3214","CB",2016,57475,20,41.7931,-81.8807,10898
"3215","CB",2016,57475,21,41.8015,-81.8849,15933
"3216","CB",2016,57475,22,41.81,-81.889,11475
"3217","CB",2016,57475,23,41.8189,-81.893,13174
"3218","CB",2016,57475,24,41.8273,-81.8955,7927
"3219","CB",2016,57475,25,41.8349,-81.8993,23080
"3220","CB",2016,57475,26,41.8445,-81.9013,6189
"3221","CB",2016,57475,27,41.8528,-81.9053,22621
"3222","CB",2016,57475,28,41.8611,-81.9099,10447
"3223","CB",2016,57475,29,41.8695,-81.9141,17914
"3224","CB",2016,57475,30,41.878,-81.9182,21792
"3225","CB",2016,57475,31,41.8864,-81.9224,26596
"3226","CB",2016,57475,32,41.8948,-81.9268,15514
"3227","CB",2016,57475,33,41.9032,-81.9312,32902
"3228","CB",2016,57475,34,41.9116,-81.9353,27412
"3229","CB",2016,57475,35,41.9201,-81.9395,18277
"3230","CB",2016,57475,36,41.9285,-81.9437,31114
"3231","CB",2016,57475,37,41.9369,-81.948,35371
"3232","CB",2016,57475,38,41.9453,-81.9523,21333
"3233","CB",2016,57475,39,41.9537,-81.9566,11203
"3234","CB",2016,57475,40,41.9621,-81.9608,40513
"3235","CB",2016,57475,41,41.9705,-81.9651,45509
"3236","CB",2016,57475,42,41.979,-81.9693,48186
"3237","CB",2016,57475,43,41.9873,-81.9737,38647
"3238","CB",2016,57475,44,41.9957,-81.9781,44545
"3239","CB",2016,57475,45,42.0042,-81.9823,57290
"3240","CB",2016,57475,46,42.0126,-81.9865,48505
"3241","CB",2016,57475,47,42.0205,-81.9905,45277
"3242","CB",2016,57600,1,41.6404,-81.5474,2911
"3243","CB",2016,57600,2,41.6448,-81.549,10066
"3244","CB",2016,57600,3,41.649,-81.5511,23752
"3245","CB",2016,57600,4,41.6531,-81.5534,30517
"3246","CB",2016,57600,5,41.6573,-81.5557,24722
"3247","CB",2016,57600,6,41.6615,-81.5578,25655
"3248","CB",2016,57600,7,41.6657,-81.5598,17034
"3249","CB",2016,57600,8,41.67,-81.5616,39440
"3250","CB",2016,57600,9,41.6743,-81.5635,48826
"3251","CB",2016,57600,10,41.6786,-81.5653,44520
"3252","CB",2016,57600,11,41.6828,-81.5672,33127
"3253","CB",2016,57600,12,41.6871,-81.5691,36229
"3254","CB",2016,57600,13,41.6914,-81.5711,24659
"3255","CB",2016,57600,14,41.6956,-81.5731,37049
"3256","CB",2016,57600,15,41.6998,-81.5751,53032
"3257","CB",2016,57600,16,41.704,-81.5771,28154
"3258","CB",2016,57600,17,41.7083,-81.5791,30922
"3259","CB",2016,57600,18,41.7126,-81.581,32884
"3260","CB",2016,57600,19,41.7168,-81.583,59089
"3261","CB",2016,57600,20,41.7211,-81.585,45335
"3262","CB",2016,57600,21,41.7253,-81.5868,54420
"3263","CB",2016,57600,22,41.7296,-81.5887,53947
"3264","CB",2016,57600,23,41.7339,-81.5907,55260
"3265","CB",2016,57600,24,41.7381,-81.5926,50746
"3266","CB",2016,57600,25,41.7423,-81.5945,52466
"3267","CB",2016,57600,26,41.7466,-81.5965,45204
"3268","CB",2016,57600,27,41.7508,-81.5984,21581
"3269","CB",2016,57600,28,41.7551,-81.6004,38004
"3270","CB",2016,57600,29,41.7593,-81.6024,35066
"3271","CB",2016,57600,30,41.7636,-81.6044,50443
"3272","CB",2016,57600,31,41.7678,-81.6063,35569
"3273","CB",2016,57600,32,41.7721,-81.6082,35220
"3274","CB",2016,57600,33,41.7764,-81.6102,27017
"3275","CB",2016,57600,34,41.7806,-81.6121,43688
"3276","CB",2016,57600,35,41.7849,-81.614,53144
"3277","CB",2016,57600,36,41.7891,-81.6159,42518
"3278","CB",2016,57600,37,41.7933,-81.618,38731
"3279","CB",2016,57600,38,41.7976,-81.62,47005
"3280","CB",2016,57600,39,41.8016,-81.6224,49445
"3281","CB",2016,57600,40,41.8058,-81.6249,51328
"3282","CB",2016,57600,41,41.8098,-81.6271,43258
"3283","CB",2016,57600,42,41.814,-81.6291,49238
"3284","CB",2016,57600,43,41.8184,-81.6306,18047
"3285","CB",2016,57600,44,41.8229,-81.632,46706
"3286","CB",2016,57600,45,41.8272,-81.6336,44708
"3287","CB",2016,57600,46,41.8315,-81.6353,51000
"3288","CB",2016,57600,47,41.8358,-81.6372,53256
"3289","CB",2016,57600,48,41.8399,-81.6393,61227
"3290","CB",2016,57600,49,41.8442,-81.6415,48851
"3291","CB",2016,57600,50,41.8483,-81.6436,33838
"3292","CB",2016,57600,51,41.8526,-81.6455,45088
"3293","CB",2016,57600,52,41.857,-81.6473,41913
"3294","CB",2016,57600,53,41.8612,-81.6492,40849
"3295","CB",2016,57600,54,41.8654,-81.6512,44656
"3296","CB",2016,57600,55,41.8697,-81.6531,44206
"3297","CB",2016,57600,56,41.8739,-81.6552,21423
"3298","CB",2016,57600,57,41.8782,-81.6571,43602
"3299","CB",2016,57600,58,41.8825,-81.659,11494
"3300","CB",2016,57600,59,41.8867,-81.6609,43927
"3301","CB",2016,57600,60,41.8909,-81.6629,45402
"3302","CB",2016,57600,61,41.8952,-81.6649,45783
"3303","CB",2016,57600,62,41.8994,-81.6669,43991
"3304","CB",2016,57600,63,41.9037,-81.6688,44484
"3305","CB",2016,57600,64,41.908,-81.6709,37688
"3306","CB",2016,57600,65,41.9122,-81.6728,40827
"3307","CB",2016,57600,66,41.9165,-81.6748,39739
"3308","CB",2016,57600,67,41.9207,-81.6768,38306
"3309","CB",2016,57600,68,41.925,-81.6787,35075
"3310","CB",2016,57600,69,41.9294,-81.68,34624
"3311","CB",2016,57600,70,41.9337,-81.6814,38727
"3312","CB",2016,57600,71,41.938,-81.6832,24125
"3313","CB",2016,57600,72,41.9423,-81.6851,44295
"3314","CB",2016,57600,73,41.9463,-81.6877,43901
"3315","CB",2016,57600,74,41.9504,-81.6904,45755
"3316","CB",2016,57600,75,41.9546,-81.6926,48592
"3317","CB",2016,57600,76,41.9588,-81.6948,45840
"3318","CB",2016,57600,77,41.9631,-81.6965,55251
"3319","CB",2016,57600,78,41.9674,-81.6982,50230
"3320","CB",2016,57600,79,41.9717,-81.6999,63959
"3321","CB",2016,57600,80,41.9759,-81.7019,48238
"3322","CB",2016,57600,81,41.9802,-81.7039,36419
"3323","CB",2016,57600,82,41.9844,-81.706,61988
"3324","CB",2016,57600,83,41.9887,-81.708,60579
"3325","CB",2016,57600,84,41.9929,-81.71,23090
"3326","CB",2016,57600,85,41.9971,-81.7121,63239
"3327","CB",2016,57600,86,42.0013,-81.714,57471
"3328","CB",2016,57600,87,42.0056,-81.7159,28805
"3329","CB",2016,57600,88,42.0099,-81.718,54897
"3330","CB",2016,57600,89,42.0141,-81.7198,35282
"3331","CB",2016,57600,90,42.0184,-81.7217,48438
"3332","CB",2016,57600,91,42.0227,-81.7236,49651
"3333","CB",2016,57600,92,42.0269,-81.7256,48177
"3334","CB",2016,57600,93,42.0312,-81.7274,41162
"3335","CB",2016,57600,94,42.0355,-81.7294,30441
"3336","CB",2016,57600,95,42.0396,-81.7315,64996
"3337","CB",2016,57600,96,42.0439,-81.7335,46875
"3338","CB",2016,57600,97,42.0482,-81.7355,49170
"3339","CB",2016,57600,98,42.0524,-81.7375,54891
"3340","CB",2016,57600,99,42.0567,-81.7395,66626
"3341","CB",2016,57600,100,42.0609,-81.7415,60739
"3342","CB",2016,57600,101,42.0651,-81.7435,61567
"3343","CB",2016,57600,102,42.0694,-81.7455,59075
"3344","CB",2016,57600,103,42.0737,-81.7473,22281
"3345","CB",2016,57600,104,42.078,-81.7492,47330
"3346","CB",2016,57600,105,42.0822,-81.7512,49034
"3347","CB",2016,57600,106,42.0865,-81.7531,51232
"3348","CB",2016,57600,107,42.0908,-81.7551,47090
"3349","CB",2016,57600,108,42.0949,-81.757,31798
"3350","CB",2016,57600,109,42.0993,-81.7591,52705
"3351","CB",2016,57600,110,42.1035,-81.761,49247
"3352","CB",2016,57600,111,42.1077,-81.7631,40287
"3353","CB",2016,57600,112,42.1119,-81.7651,43171
"3354","CB",2016,57600,113,42.1162,-81.767,45352
"3355","CB",2016,57600,114,42.1205,-81.769,39879
"3356","CB",2016,57600,115,42.1247,-81.7709,59814
"3357","CB",2016,57600,116,42.129,-81.7729,51508
"3358","CB",2016,57600,117,42.1332,-81.775,49242
"3359","CB",2016,57600,118,42.1376,-81.7766,54531
"3360","CB",2016,57600,119,42.1418,-81.7783,50605
"3361","CB",2016,57600,120,42.1462,-81.7801,51661
"3362","CB",2016,57600,121,42.1503,-81.7823,57703
"3363","CB",2016,57600,122,42.1545,-81.7846,34752
"3364","CB",2016,57600,123,42.1587,-81.7868,50569
"3365","CB",2016,57600,124,42.1629,-81.7889,67260
"3366","CB",2016,57600,125,42.1671,-81.7909,78262
"3367","CB",2016,57600,126,42.1714,-81.7927,74481
"3368","CB",2016,57600,127,42.1757,-81.7947,90278
"3369","CB",2016,57600,128,42.18,-81.7966,52028
"3370","CB",2016,57600,129,42.1842,-81.7984,27611
"3371","CB",2016,57600,130,42.1885,-81.8004,54510
"3372","CB",2016,57600,131,42.1928,-81.8024,33786
"3373","CB",2016,57600,132,42.197,-81.8043,21220
"3374","CB",2016,57600,133,42.2013,-81.8062,18248
"3375","CB",2016,57600,134,42.2056,-81.8082,15061
"3376","CB",2016,57600,135,42.2098,-81.8102,12675
"3377","CB",2016,57600,136,42.214,-81.8122,17252
"3378","CB",2016,57600,137,42.2183,-81.8141,22729
"3379","CB",2016,57600,138,42.2226,-81.8161,37001
"3380","CB",2016,57600,139,42.2268,-81.818,41060
"3381","CB",2016,57600,140,42.2311,-81.82,35814
"3382","CB",2016,57600,141,42.2354,-81.8216,21698
"3383","CB",2016,57600,142,42.2396,-81.8237,27292
"3384","CB",2016,57600,143,42.2421,-81.825,29514
"3385","CB",2016,57725,1,41.7622,-81.3577,3399
"3386","CB",2016,57725,2,41.7707,-81.362,3933
"3387","CB",2016,57725,3,41.779,-81.3663,17929
"3388","CB",2016,57725,4,41.7874,-81.3706,16883
"3389","CB",2016,57725,5,41.7958,-81.3749,24148
"3390","CB",2016,57725,6,41.8042,-81.3792,26011
"3391","CB",2016,57725,7,41.8126,-81.3835,25563
"3392","CB",2016,57725,8,41.8211,-81.3878,44835
"3393","CB",2016,57725,9,41.8294,-81.3921,45593
"3394","CB",2016,57725,10,41.8379,-81.3963,17126
"3395","CB",2016,57725,11,41.8463,-81.4005,56838
"3396","CB",2016,57725,12,41.8546,-81.4049,36707
"3397","CB",2016,57725,13,41.8631,-81.4093,43013
"3398","CB",2016,57725,14,41.8711,-81.4135,42640
"3399","CB",2016,57725,15,41.8827,-81.4196,27398
"3400","CB",2016,57725,16,41.8883,-81.4219,32305
"3401","CB",2016,57725,17,41.8965,-81.4256,30563
"3402","CB",2016,57725,18,41.9043,-81.4315,25231
"3403","CB",2016,57725,19,41.9127,-81.4358,35183
"3404","CB",2016,57725,20,41.9211,-81.4401,39780
"3405","CB",2016,57725,21,41.9299,-81.4445,43949
"3406","CB",2016,57725,22,41.9381,-81.4488,52051
"3407","CB",2016,57725,23,41.9464,-81.4527,44967
"3408","CB",2016,57725,24,41.953,-81.4556,42560
"3409","CB",2016,57725,25,41.9633,-81.4601,60416
"3410","CB",2016,57725,26,41.9717,-81.4646,65484
"3411","CB",2016,57725,27,41.9801,-81.469,60399
"3412","CB",2016,57725,28,41.9885,-81.4731,43945
"3413","CB",2016,57725,29,41.9978,-81.4779,63856
"3414","CB",2016,57725,30,42.0055,-81.481,64012
"3415","CB",2016,57725,31,42.0124,-81.4845,52106
"3416","CB",2016,57725,32,42.0233,-81.4873,49836
"3417","CB",2016,57725,33,42.0312,-81.491,59286
"3418","CB",2016,57725,34,42.0395,-81.4954,37828
"3419","CB",2016,57725,35,42.048,-81.4996,55111
"3420","CB",2016,57725,36,42.0564,-81.5037,53577
"3421","CB",2016,57725,37,42.0649,-81.5079,58661
"3422","CB",2016,57725,38,42.0733,-81.512,59717
"3423","CB",2016,57725,39,42.0818,-81.516,54700
"3424","CB",2016,57725,40,42.0902,-81.5202,45654
"3425","CB",2016,57725,41,42.0987,-81.5244,64961
"3426","CB",2016,57725,42,42.1071,-81.5286,76543
"3427","CB",2016,57725,43,42.1155,-81.5328,99505
"3428","CB",2016,57725,44,42.124,-81.5369,102289
"3429","CB",2016,57725,45,42.1325,-81.541,83960
"3430","CB",2016,57725,46,42.1409,-81.5452,132028
"3431","CB",2016,57725,47,42.1493,-81.5494,135202
"3432","CB",2016,57725,48,42.1578,-81.5537,111607
"3433","CB",2016,57725,49,42.1626,-81.556,132724
"3434","CB",2016,57850,1,42.5604,-81.4706,19093
"3435","CB",2016,57850,2,42.5565,-81.468,38179
"3436","CB",2016,57850,3,42.5523,-81.4657,27258
"3437","CB",2016,57850,4,42.5479,-81.4644,34962
"3438","CB",2016,57850,5,42.5445,-81.461,51811
"3439","CB",2016,57850,6,42.5408,-81.4583,59542
"3440","CB",2016,57850,7,42.5364,-81.4569,50568
"3441","CB",2016,57850,8,42.532,-81.456,47144
"3442","CB",2016,57850,9,42.5276,-81.4548,47523
"3443","CB",2016,57850,10,42.5232,-81.4534,55462
"3444","CB",2016,57850,11,42.5188,-81.4518,31311
"3445","CB",2016,57850,12,42.5146,-81.45,23017
"3446","CB",2016,57850,13,42.5103,-81.4482,30439
"3447","CB",2016,57850,14,42.506,-81.4463,30157
"3448","CB",2016,57850,15,42.5017,-81.4444,33329
"3449","CB",2016,57850,16,42.4974,-81.4425,23385
"3450","CB",2016,57850,17,42.4931,-81.4408,36561
"3451","CB",2016,57850,18,42.4888,-81.439,34080
"3452","CB",2016,57850,19,42.4845,-81.4373,35902
"3453","CB",2016,57850,20,42.4802,-81.4354,34383
"3454","CB",2016,57850,21,42.476,-81.4335,32830
"3455","CB",2016,57850,22,42.4717,-81.4317,25936
"3456","CB",2016,57850,23,42.4674,-81.4299,39269
"3457","CB",2016,57850,24,42.4631,-81.4281,38923
"3458","CB",2016,57850,25,42.4588,-81.4263,38479
"3459","CB",2016,57850,26,42.4545,-81.4244,39925
"3460","CB",2016,57850,27,42.4502,-81.4226,41560
"3461","CB",2016,57850,28,42.4459,-81.4207,58574
"3462","CB",2016,57850,29,42.4416,-81.4191,40570
"3463","CB",2016,57850,30,42.4372,-81.4181,76795
"3464","CB",2016,57850,31,42.4328,-81.4166,88071
"3465","CB",2016,57850,32,42.4286,-81.4146,91929
"3466","CB",2016,57850,33,42.4245,-81.4121,69895
"3467","CB",2016,57850,34,42.4203,-81.4099,53247
"3468","CB",2016,57850,35,42.4161,-81.4079,59980
"3469","CB",2016,57850,36,42.4118,-81.4059,45170
"3470","CB",2016,57850,37,42.4075,-81.4042,56683
"3471","CB",2016,57850,38,42.4033,-81.4023,68726
"3472","CB",2016,57850,39,42.3989,-81.4006,32416
"3473","CB",2016,57850,40,42.3946,-81.3988,35838
"3474","CB",2016,57850,41,42.3904,-81.397,37608
"3475","CB",2016,57850,42,42.3861,-81.3951,42815
"3476","CB",2016,57850,43,42.3818,-81.3934,34811
"3477","CB",2016,57850,44,42.3775,-81.3916,70081
"3478","CB",2016,57850,45,42.3732,-81.3898,32492
"3479","CB",2016,57850,46,42.3689,-81.388,36818
"3480","CB",2016,57850,47,42.3645,-81.3862,43213
"3481","CB",2016,57850,48,42.3603,-81.3844,21228
"3482","CB",2016,57850,49,42.356,-81.3825,44515
"3483","CB",2016,57850,50,42.3518,-81.3805,48161
"3484","CB",2016,57850,51,42.3475,-81.3786,55759
"3485","CB",2016,57850,52,42.3432,-81.3768,57225
"3486","CB",2016,57850,53,42.3389,-81.3751,56596
"3487","CB",2016,57850,54,42.3346,-81.3733,64139
"3488","CB",2016,57850,55,42.3303,-81.3715,57410
"3489","CB",2016,57850,56,42.326,-81.3698,49965
"3490","CB",2016,57850,57,42.3219,-81.3672,47641
"3491","CB",2016,57850,58,42.3178,-81.3649,53826
"3492","CB",2016,57850,59,42.3135,-81.3628,60419
"3493","CB",2016,57850,60,42.3091,-81.3615,61437
"3494","CB",2016,57850,61,42.3048,-81.3603,58100
"3495","CB",2016,57850,62,42.3004,-81.3588,61874
"3496","CB",2016,57850,63,42.296,-81.3573,69498
"3497","CB",2016,57850,64,42.2917,-81.3554,72581
"3498","CB",2016,57850,65,42.2876,-81.3533,73405
"3499","CB",2016,57850,66,42.2833,-81.3514,98125
"3500","CB",2016,57850,67,42.2791,-81.3494,66463
"3501","CB",2016,57850,68,42.2748,-81.3478,54996
"3502","CB",2016,57850,69,42.2704,-81.3459,51128
"3503","CB",2016,57850,70,42.2661,-81.3441,68136
"3504","CB",2016,57850,71,42.2618,-81.3424,87834
"3505","CB",2016,57850,72,42.2575,-81.3406,80845
"3506","CB",2016,57850,73,42.2532,-81.3388,94734
"3507","CB",2016,57850,74,42.249,-81.337,76530
"3508","CB",2016,57850,75,42.2447,-81.3351,64403
"3509","CB",2016,57850,76,42.2404,-81.3333,68729
"3510","CB",2016,57850,77,42.2362,-81.3314,59924
"3511","CB",2016,57850,78,42.2318,-81.3297,35394
"3512","CB",2016,57850,79,42.2276,-81.3278,30463
"3513","CB",2016,57850,80,42.2233,-81.3259,68743
"3514","CB",2016,57850,81,42.219,-81.3242,38797
"3515","CB",2016,57850,82,42.2147,-81.3223,29350
"3516","CB",2016,57850,83,42.2104,-81.3205,30699
"3517","CB",2016,57850,84,42.2061,-81.3187,35302
"3518","CB",2016,57850,85,42.2018,-81.3169,35776
"3519","CB",2016,57850,86,42.1975,-81.3152,72083
"3520","CB",2016,57850,87,42.1932,-81.3134,68824
"3521","CB",2016,57850,88,42.1889,-81.3116,68212
"3522","CB",2016,57850,89,42.1847,-81.3097,65825
"3523","CB",2016,57850,90,42.1804,-81.3079,61339
"3524","CB",2016,57850,91,42.1761,-81.3061,62418
"3525","CB",2016,57850,92,42.1718,-81.3042,60537
"3526","CB",2016,57850,93,42.1675,-81.3024,57887
"3527","CB",2016,57850,94,42.1632,-81.3006,50779
"3528","CB",2016,57850,95,42.1589,-81.2987,66048
"3529","CB",2016,57850,96,42.1546,-81.2968,58702
"3530","CB",2016,57850,97,42.1504,-81.295,63647
"3531","CB",2016,57850,98,42.1461,-81.2932,69185
"3532","CB",2016,57850,99,42.1418,-81.2913,66626
"3533","CB",2016,57850,100,42.1375,-81.2894,35510
"3534","CB",2016,57850,101,42.1332,-81.2877,38688
"3535","CB",2016,57850,102,42.1289,-81.286,64703
"3536","CB",2016,57850,103,42.1245,-81.2844,72782
"3537","CB",2016,57850,104,42.1203,-81.2826,65793
"3538","CB",2016,57850,105,42.116,-81.2807,65410
"3539","CB",2016,57850,106,42.1117,-81.2788,36110
"3540","CB",2016,57850,107,42.1074,-81.277,33325
"3541","CB",2016,57850,108,42.1031,-81.2752,35861
"3542","CB",2016,57850,109,42.0988,-81.2734,39685
"3543","CB",2016,57850,110,42.0945,-81.2716,43307
"3544","CB",2016,57850,111,42.0902,-81.2698,35892
"3545","CB",2016,57850,112,42.0858,-81.2688,59571
"3546","CB",2016,57850,113,42.0814,-81.2672,35000
"3547","CB",2016,57850,114,42.0771,-81.2656,70642
"3548","CB",2016,57850,115,42.0728,-81.2639,71203
"3549","CB",2016,57850,116,42.0686,-81.2616,38451
"3550","CB",2016,57850,117,42.0645,-81.2595,67708
"3551","CB",2016,57850,118,42.0603,-81.2572,65140
"3552","CB",2016,57850,119,42.0561,-81.255,63698
"3553","CB",2016,57850,120,42.0518,-81.253,57673
"3554","CB",2016,57850,121,42.0476,-81.2511,48855
"3555","CB",2016,57850,122,42.0433,-81.2493,49865
"3556","CB",2016,57850,123,42.0389,-81.2478,49251
"3557","CB",2016,57850,124,42.0346,-81.2461,50665
"3558","CB",2016,57850,125,42.0303,-81.2444,57610
"3559","CB",2016,57850,126,42.026,-81.2426,67012
"3560","CB",2016,57850,127,42.0217,-81.2408,37312
"3561","CB",2016,57850,128,42.0174,-81.2389,66264
"3562","CB",2016,57850,129,42.0131,-81.237,73559
"3563","CB",2016,57850,130,42.0089,-81.2351,24652
"3564","CB",2016,57850,131,42.0046,-81.2333,44287
"3565","CB",2016,57850,132,42.0003,-81.2315,42319
"3566","CB",2016,57850,133,41.996,-81.2297,44903
"3567","CB",2016,57850,134,41.9917,-81.2279,42072
"3568","CB",2016,57850,135,41.9874,-81.2261,76432
"3569","CB",2016,57850,136,41.9831,-81.2244,69692
"3570","CB",2016,57850,137,41.9788,-81.2227,59901
"3571","CB",2016,57850,138,41.9745,-81.2209,58283
"3572","CB",2016,57850,139,41.9702,-81.2189,47937
"3573","CB",2016,57850,140,41.9662,-81.2163,46460
"3574","CB",2016,57850,141,41.962,-81.214,42504
"3575","CB",2016,57850,142,41.9578,-81.2119,44837
"3576","CB",2016,57850,143,41.9533,-81.2109,43102
"3577","CB",2016,57850,144,41.9489,-81.2098,32225
"3578","CB",2016,57850,145,41.9446,-81.2083,39566
"3579","CB",2016,57850,146,41.9402,-81.2067,35374
"3580","CB",2016,57850,147,41.936,-81.2048,45772
"3581","CB",2016,57850,148,41.9317,-81.2028,45541
"3582","CB",2016,57850,149,41.9275,-81.2009,53077
"3583","CB",2016,57850,150,41.9232,-81.1989,49116
"3584","CB",2016,57850,151,41.9189,-81.1971,53155
"3585","CB",2016,57850,152,41.9146,-81.1953,55704
"3586","CB",2016,57850,153,41.9103,-81.1936,41884
"3587","CB",2016,57850,154,41.906,-81.1919,43386
"3588","CB",2016,57850,155,41.9017,-81.1901,34881
"3589","CB",2016,57850,156,41.8974,-81.1883,26090
"3590","CB",2016,57850,157,41.8931,-81.1865,35188
"3591","CB",2016,57850,158,41.8888,-81.1846,42370
"3592","CB",2016,57850,159,41.8846,-81.1827,46570
"3593","CB",2016,57850,160,41.8803,-81.181,61792
"3594","CB",2016,57850,161,41.876,-81.1792,65231
"3595","CB",2016,57850,162,41.8717,-81.1773,50989
"3596","CB",2016,57850,163,41.8674,-81.1757,57224
"3597","CB",2016,57850,164,41.8631,-81.174,57108
"3598","CB",2016,57850,165,41.8588,-81.1721,60279
"3599","CB",2016,57850,166,41.8545,-81.1702,63184
"3600","CB",2016,57850,167,41.8502,-81.1684,53850
"3601","CB",2016,57850,168,41.846,-81.1664,50255
"3602","CB",2016,57850,169,41.8417,-81.1644,62230
"3603","CB",2016,57850,170,41.8374,-81.1625,38440
"3604","CB",2016,57850,171,41.8331,-81.161,47400
"3605","CB",2016,57850,172,41.8288,-81.1593,23946
"3606","CB",2016,57850,173,41.8245,-81.1575,24720
"3607","CB",2016,57850,174,41.8211,-81.1561,17531
"3608","CB",2016,57975,1,41.8797,-80.9477,2495
"3609","CB",2016,57975,2,41.8881,-80.9517,23702
"3610","CB",2016,57975,3,41.8966,-80.9559,30827
"3611","CB",2016,57975,4,41.905,-80.9601,31498
"3612","CB",2016,57975,5,41.9135,-80.964,69139
"3613","CB",2016,57975,6,41.922,-80.9681,99258
"3614","CB",2016,57975,7,41.9304,-80.9723,41493
"3615","CB",2016,57975,8,41.9388,-80.9765,26771
"3616","CB",2016,57975,9,41.9473,-80.9807,28456
"3617","CB",2016,57975,10,41.9551,-80.9845,37854
"3618","CB",2016,57975,12,41.9723,-80.9943,25730
"3619","CB",2016,57975,13,41.9781,-80.9971,45112
"3620","CB",2016,57975,14,41.9893,-81.0017,26166
"3621","CB",2016,57975,15,41.9977,-81.0061,23689
"3622","CB",2016,57975,16,42.0062,-81.0099,26323
"3623","CB",2016,57975,17,42.0147,-81.0137,24453
"3624","CB",2016,57975,18,42.0232,-81.0179,39874
"3625","CB",2016,57975,19,42.0316,-81.022,22590
"3626","CB",2016,57975,20,42.0401,-81.0259,50912
"3627","CB",2016,57975,21,42.0486,-81.0299,41744
"3628","CB",2016,57975,22,42.0571,-81.0338,64007
"3629","CB",2016,57975,23,42.0656,-81.0377,60656
"3630","CB",2016,57975,24,42.0703,-81.0399,45261
"3631","CB",2016,57975,25,42.083,-81.0461,56770
"3632","CB",2016,57975,26,42.0908,-81.0499,21437
"3633","CB",2016,57975,27,42.0995,-81.0538,63464
"3634","CB",2016,57975,28,42.108,-81.0579,69435
