"","Basin","Year","Transect","Interval","NperHa","STRATUM","name","area_km2","geometry"
"307","WB",2009,3,11,2766.498074,"5","Central Basin",969,c(-82.57868383, 41.51621167)
"308","WB",2009,3,12,2286.629707,"5","Central Basin",969,c(-82.5776, 41.52512062)
"309","WB",2009,3,13,1919.245259,"5","Central Basin",969,c(-82.57660906, 41.53405502)
"310","WB",2009,3,14,2448.407973,"5","Central Basin",969,c(-82.57553942, 41.54299727)
"311","WB",2009,3,15,3241.076059,"5","Central Basin",969,c(-82.57460383, 41.55197519)
"312","WB",2009,3,16,4113.906622,"5","Central Basin",969,c(-82.57343117, 41.56080933)
"313","WB",2009,3,17,4097.100642,"5","Central Basin",969,c(-82.57252, 41.56963167)
"314","WB",2009,3,18,4380.673559,"5","Central Basin",969,c(-82.57153199, 41.57852248)
"315","WB",2009,3,19,6057.268401,"5","Central Basin",969,c(-82.57053167, 41.58749459)
"316","WB",2009,3,20,5707.317635,"5","Central Basin",969,c(-82.56951363, 41.59644873)
"317","WB",2009,3,21,4267.435113,"5","Central Basin",969,c(-82.56845433, 41.60539617)
"318","WB",2009,3,22,3648.096126,"5","Central Basin",969,c(-82.56734658, 41.61433333)
"319","WB",2009,3,23,3617.583176,"5","Central Basin",969,c(-82.56644359, 41.62328333)
"320","WB",2009,3,24,4165.239538,"5","Central Basin",969,c(-82.56550967, 41.63219393)
"321","WB",2009,3,25,4274.79464,"5","Central Basin",969,c(-82.56409417, 41.64115281)
"322","WB",2009,3,26,4421.648784,"5","Central Basin",969,c(-82.56321883, 41.65008183)
"323","WB",2009,3,27,3159.903255,"5","Central Basin",969,c(-82.562342, 41.6590736)
"324","WB",2009,3,28,3634.720732,"5","Central Basin",969,c(-82.56128767, 41.66807622)
"325","WB",2009,3,29,5100.154561,"5","Central Basin",969,c(-82.560965, 41.6730159)
"413","WB",2011,3,4,185.349577,"5","Central Basin",969,c(-82.58912627, 41.45622549)
"414","WB",2011,3,5,108.194163,"5","Central Basin",969,c(-82.589914, 41.46523765)
"415","WB",2011,3,6,115.0027573,"5","Central Basin",969,c(-82.58959367, 41.47414619)
"416","WB",2011,3,7,77.17681947,"5","Central Basin",969,c(-82.58600667, 41.48243667)
"417","WB",2011,3,8,59.93459125,"5","Central Basin",969,c(-82.584163, 41.49139)
"418","WB",2011,3,9,36.12230849,"5","Central Basin",969,c(-82.58116542, 41.49992375)
"419","WB",2011,3,10,86.09940981,"5","Central Basin",969,c(-82.57930075, 41.50872533)
"420","WB",2011,3,11,88.7059797,"5","Central Basin",969,c(-82.57795867, 41.51762088)
"421","WB",2011,3,12,37.62762199,"5","Central Basin",969,c(-82.57637933, 41.52642319)
"422","WB",2011,3,13,134.9289888,"5","Central Basin",969,c(-82.57563742, 41.53543867)
"423","WB",2011,3,14,84.92292381,"5","Central Basin",969,c(-82.574513, 41.54431118)
"424","WB",2011,3,15,40.7296269,"5","Central Basin",969,c(-82.57400025, 41.55332783)
"425","WB",2011,3,16,49.96467433,"5","Central Basin",969,c(-82.57301812, 41.56225948)
"426","WB",2011,3,17,85.4705215,"5","Central Basin",969,c(-82.57242833, 41.57121333)
"427","WB",2011,3,18,54.25742353,"5","Central Basin",969,c(-82.571192, 41.5801865)
"428","WB",2011,3,19,86.27578175,"5","Central Basin",969,c(-82.57076567, 41.58917973)
"429","WB",2011,3,20,123.8380155,"5","Central Basin",969,c(-82.57041365, 41.59738385)
"430","WB",2011,3,21,80.19729041,"5","Central Basin",969,c(-82.56668533, 41.60585567)
"431","WB",2011,3,22,79.23348436,"5","Central Basin",969,c(-82.56630633, 41.61496267)
"432","WB",2011,3,23,61.73891735,"5","Central Basin",969,c(-82.56515208, 41.62387292)
"433","WB",2011,3,24,87.32744272,"5","Central Basin",969,c(-82.56425083, 41.63258746)
"434","WB",2011,3,25,121.0436619,"5","Central Basin",969,c(-82.56583778, 41.64140185)
"435","WB",2011,3,26,161.6847369,"5","Central Basin",969,c(-82.56517032, 41.65029143)
"486","WB",2013,3,4,120358.2612,"5","Central Basin",969,c(-82.58727324, 41.44936671)
"487","WB",2013,3,5,130666.7851,"5","Central Basin",969,c(-82.585119, 41.45861567)
"488","WB",2013,3,6,149907.6335,"5","Central Basin",969,c(-82.58419137, 41.46749755)
"489","WB",2013,3,7,87061.55525,"5","Central Basin",969,c(-82.58305267, 41.47649267)
"490","WB",2013,3,8,34817.89851,"5","Central Basin",969,c(-82.5819965, 41.48540383)
"491","WB",2013,3,9,17953.16634,"5","Central Basin",969,c(-82.58114667, 41.49440333)
"492","WB",2013,3,10,17085.08702,"5","Central Basin",969,c(-82.58005167, 41.50331367)
"493","WB",2013,3,11,12882.26264,"5","Central Basin",969,c(-82.57912667, 41.51227833)
"494","WB",2013,3,12,11401.61919,"5","Central Basin",969,c(-82.578023, 41.52126067)
"495","WB",2013,3,13,9970.275632,"5","Central Basin",969,c(-82.57726117, 41.53024933)
"496","WB",2013,3,14,12850.3034,"5","Central Basin",969,c(-82.57606733, 41.53919667)
"497","WB",2013,3,15,22443.05351,"5","Central Basin",969,c(-82.57521675, 41.54811875)
"498","WB",2013,3,16,20671.08308,"5","Central Basin",969,c(-82.57419067, 41.55704917)
"499","WB",2013,3,17,21200.94041,"5","Central Basin",969,c(-82.57357233, 41.56603317)
"500","WB",2013,3,18,16793.95658,"5","Central Basin",969,c(-82.57249176, 41.57491539)
"501","WB",2013,3,19,20027.13469,"5","Central Basin",969,c(-82.57178899, 41.58388069)
"502","WB",2013,3,20,17641.79319,"5","Central Basin",969,c(-82.57050317, 41.5927325)
"503","WB",2013,3,21,18411.61995,"5","Central Basin",969,c(-82.56963967, 41.60165334)
"504","WB",2013,3,22,16404.08409,"5","Central Basin",969,c(-82.56870033, 41.61058167)
"505","WB",2013,3,23,15892.18981,"5","Central Basin",969,c(-82.56773833, 41.61957833)
"506","WB",2013,3,24,13761.77534,"5","Central Basin",969,c(-82.5669175, 41.6285275)
"507","WB",2013,3,25,12183.29643,"5","Central Basin",969,c(-82.56541853, 41.6373749)
"508","WB",2013,3,26,17563.99285,"5","Central Basin",969,c(-82.56433133, 41.646304)
"509","WB",2013,3,27,17123.49349,"5","Central Basin",969,c(-82.56319167, 41.65513565)
"510","WB",2013,3,28,16453.93828,"5","Central Basin",969,c(-82.56246998, 41.66413192)
"511","WB",2013,3,29,18778.21181,"5","Central Basin",969,c(-82.56153654, 41.67306654)
"512","WB",2013,3,30,26008.59341,"5","Central Basin",969,c(-82.56049083, 41.68205958)
"513","WB",2013,3,31,30209.82499,"5","Central Basin",969,c(-82.55954, 41.69095833)
"514","WB",2013,3,32,20686.56722,"5","Central Basin",969,c(-82.55840167, 41.69992333)
"515","WB",2013,3,33,24623.34721,"5","Central Basin",969,c(-82.55754592, 41.70885817)
"516","WB",2013,3,34,35721.7817,"5","Central Basin",969,c(-82.556632, 41.71784967)
"517","WB",2013,3,35,22780.61527,"5","Central Basin",969,c(-82.55562008, 41.7268065)
"518","WB",2013,3,36,32413.34656,"5","Central Basin",969,c(-82.55474625, 41.73556333)
"519","WB",2013,3,37,31609.07086,"5","Central Basin",969,c(-82.55371694, 41.74430944)
"520","WB",2013,3,38,26153.67409,"5","Central Basin",969,c(-82.55271358, 41.75317683)
"521","WB",2013,3,39,25124.39683,"5","Central Basin",969,c(-82.551933, 41.76093167)
"522","WB",2013,3,40,52548.10551,"5","Central Basin",969,c(-82.55099308, 41.76880542)
"523","WB",2013,3,41,54455.11078,"5","Central Basin",969,c(-82.54997219, 41.77772395)
"524","WB",2013,3,42,27688.14963,"5","Central Basin",969,c(-82.54901951, 41.78670184)
"525","WB",2013,3,43,25311.15829,"5","Central Basin",969,c(-82.548139, 41.79568133)
"526","WB",2013,3,44,44053.45113,"5","Central Basin",969,c(-82.54727719, 41.80464184)
"527","WB",2013,3,45,27799.35284,"5","Central Basin",969,c(-82.54668142, 41.8136255)
"528","WB",2013,3,46,44155.58981,"5","Central Basin",969,c(-82.54566367, 41.82260958)
"529","WB",2013,3,47,39510.14609,"5","Central Basin",969,c(-82.54447033, 41.83155133)
"530","WB",2013,3,48,29242.42932,"5","Central Basin",969,c(-82.54327583, 41.84046139)
"531","WB",2013,3,49,22023.43509,"5","Central Basin",969,c(-82.54212804, 41.84937735)
"532","WB",2013,3,50,14209.05616,"5","Central Basin",969,c(-82.54147, 41.85844167)
"533","WB",2013,3,51,19486.12585,"5","Central Basin",969,c(-82.54081, 41.86737833)
"534","WB",2013,3,52,7950.792087,"5","Central Basin",969,c(-82.53936555, 41.87628394)
"535","WB",2013,3,53,10407.18065,"5","Central Basin",969,c(-82.538097, 41.88515732)
"536","WB",2013,3,54,10783.60641,"5","Central Basin",969,c(-82.53732792, 41.89422217)
"537","WB",2013,3,55,17228.16272,"5","Central Basin",969,c(-82.53584, 41.9031725)
"538","WB",2013,3,56,7859.352534,"5","Central Basin",969,c(-82.53491427, 41.91194156)
"625","WB",2014,3,4,8467.209692,"5","Central Basin",969,c(-82.58543667, 41.448035)
"626","WB",2014,3,5,10569.5718,"5","Central Basin",969,c(-82.584264, 41.456988)
"627","WB",2014,3,6,6668.262131,"5","Central Basin",969,c(-82.58338267, 41.46594367)
"628","WB",2014,3,7,5350.17819,"5","Central Basin",969,c(-82.5827474, 41.47492938)
"629","WB",2014,3,8,6425.776635,"5","Central Basin",969,c(-82.5819615, 41.48390717)
"630","WB",2014,3,9,6139.732292,"5","Central Basin",969,c(-82.58048373, 41.49280598)
"631","WB",2014,3,10,5557.624383,"5","Central Basin",969,c(-82.57898233, 41.50173017)
"632","WB",2014,3,11,6071.413324,"5","Central Basin",969,c(-82.57839542, 41.51068308)
"633","WB",2014,3,12,8258.587131,"5","Central Basin",969,c(-82.57663208, 41.5195575)
"634","WB",2014,3,13,10047.17861,"5","Central Basin",969,c(-82.5757625, 41.528555)
"635","WB",2014,3,14,10370.60657,"5","Central Basin",969,c(-82.57516716, 41.53749186)
"636","WB",2014,3,15,10425.71712,"5","Central Basin",969,c(-82.57417683, 41.54638733)
"637","WB",2014,3,16,12169.73639,"5","Central Basin",969,c(-82.57396183, 41.55537483)
"638","WB",2014,3,17,14366.3831,"5","Central Basin",969,c(-82.57309433, 41.564325)
"639","WB",2014,3,18,10789.25298,"5","Central Basin",969,c(-82.57186333, 41.57323833)
"640","WB",2014,3,19,11984.1429,"5","Central Basin",969,c(-82.57097315, 41.58213185)
"641","WB",2014,3,20,8953.623968,"5","Central Basin",969,c(-82.570089, 41.59107533)
"642","WB",2014,3,21,8586.870067,"5","Central Basin",969,c(-82.56896617, 41.60001633)
"643","WB",2014,3,22,4308.593606,"5","Central Basin",969,c(-82.56814333, 41.60901167)
"644","WB",2014,3,23,4924.89071,"5","Central Basin",969,c(-82.56705833, 41.61794)
"645","WB",2014,3,24,7636.913257,"5","Central Basin",969,c(-82.56624039, 41.62692314)
"646","WB",2014,3,25,13023.91971,"5","Central Basin",969,c(-82.56502092, 41.63586042)
"647","WB",2014,3,26,10961.62214,"5","Central Basin",969,c(-82.56403147, 41.6447202)
"648","WB",2014,3,27,11323.93622,"5","Central Basin",969,c(-82.56337595, 41.65355095)
"649","WB",2014,3,28,10769.65831,"5","Central Basin",969,c(-82.56218583, 41.66248583)
"650","WB",2014,3,29,6653.575322,"5","Central Basin",969,c(-82.5613125, 41.67140125)
"651","WB",2014,3,30,8119.407386,"5","Central Basin",969,c(-82.56025967, 41.680334)
"652","WB",2014,3,31,9445.182265,"5","Central Basin",969,c(-82.55933405, 41.6893331)
"653","WB",2014,3,32,7509.553619,"5","Central Basin",969,c(-82.55831883, 41.69825367)
"654","WB",2014,3,33,4661.85941,"5","Central Basin",969,c(-82.55748133, 41.70720222)
"655","WB",2014,3,34,11022.85516,"5","Central Basin",969,c(-82.555454, 41.71597833)
"656","WB",2014,3,35,17054.72664,"5","Central Basin",969,c(-82.55436733, 41.724919)
"657","WB",2014,3,36,38136.20436,"5","Central Basin",969,c(-82.55351941, 41.73389196)
"658","WB",2014,3,37,30383.91106,"5","Central Basin",969,c(-82.5528935, 41.74285125)
"659","WB",2014,3,38,16189.18249,"5","Central Basin",969,c(-82.55197606, 41.75177335)
"660","WB",2014,3,39,11451.68412,"5","Central Basin",969,c(-82.55088417, 41.76063833)
"661","WB",2014,3,40,11888.69268,"5","Central Basin",969,c(-82.55012867, 41.76886365)
"662","WB",2014,3,41,15373.42098,"5","Central Basin",969,c(-82.54907444, 41.77516278)
"663","WB",2014,3,42,8560.33929,"5","Central Basin",969,c(-82.54879411, 41.78309159)
"664","WB",2014,3,43,6871.11067,"5","Central Basin",969,c(-82.54809794, 41.79158801)
"665","WB",2014,3,44,3716.680603,"5","Central Basin",969,c(-82.54717333, 41.80054667)
"666","WB",2014,3,45,22028.45472,"5","Central Basin",969,c(-82.54606542, 41.80946625)
"667","WB",2014,3,46,19617.43335,"5","Central Basin",969,c(-82.54491242, 41.81841184)
"668","WB",2014,3,47,19417.72307,"5","Central Basin",969,c(-82.54401167, 41.82740436)
"669","WB",2014,3,48,47138.47718,"5","Central Basin",969,c(-82.54313967, 41.83634375)
"670","WB",2014,3,49,41606.24677,"5","Central Basin",969,c(-82.54217092, 41.8446915)
"671","WB",2014,3,50,26847.13106,"5","Central Basin",969,c(-82.54140417, 41.85304875)
"672","WB",2014,3,51,23774.14741,"5","Central Basin",969,c(-82.54047933, 41.86199117)
"673","WB",2014,3,52,48629.55995,"5","Central Basin",969,c(-82.53928452, 41.87095619)
"674","WB",2014,3,53,36899.49941,"5","Central Basin",969,c(-82.53849, 41.879825)
"675","WB",2014,3,54,15179.6509,"5","Central Basin",969,c(-82.53736333, 41.88880481)
"676","WB",2014,3,55,36892.45232,"5","Central Basin",969,c(-82.53624833, 41.89776833)
"677","WB",2014,3,56,38042.40548,"5","Central Basin",969,c(-82.53526667, 41.90666)
"747","WB",2015,3,4,147921.0829,"5","Central Basin",969,c(-82.58574519, 41.45018954)
"748","WB",2015,3,5,74601.24877,"5","Central Basin",969,c(-82.58474688, 41.45920031)
"749","WB",2015,3,6,101622.7094,"5","Central Basin",969,c(-82.58381222, 41.46811537)
"750","WB",2015,3,7,122144.6818,"5","Central Basin",969,c(-82.58282567, 41.47707533)
"751","WB",2015,3,8,129652.8147,"5","Central Basin",969,c(-82.58174375, 41.48604375)
"752","WB",2015,3,9,145649.6898,"5","Central Basin",969,c(-82.58095833, 41.495046)
"753","WB",2015,3,10,180129.4532,"5","Central Basin",969,c(-82.58009758, 41.50396098)
"754","WB",2015,3,11,146903.7197,"5","Central Basin",969,c(-82.57909814, 41.51294706)
"755","WB",2015,3,12,130038.6085,"5","Central Basin",969,c(-82.57797618, 41.52189088)
"756","WB",2015,3,13,141489.9446,"5","Central Basin",969,c(-82.57702183, 41.53085616)
"757","WB",2015,3,14,71798.88818,"5","Central Basin",969,c(-82.57602383, 41.5398055)
"758","WB",2015,3,15,45807.46952,"5","Central Basin",969,c(-82.57501383, 41.54876117)
"759","WB",2015,3,16,51143.00529,"5","Central Basin",969,c(-82.573965, 41.55769333)
"760","WB",2015,3,17,52559.05384,"5","Central Basin",969,c(-82.57302688, 41.56666811)
"761","WB",2015,3,18,44816.67577,"5","Central Basin",969,c(-82.57191733, 41.57561833)
"762","WB",2015,3,19,28917.12986,"5","Central Basin",969,c(-82.57102435, 41.58460278)
"763","WB",2015,3,20,31130.19871,"5","Central Basin",969,c(-82.57011867, 41.59341433)
"764","WB",2015,3,21,37014.56017,"5","Central Basin",969,c(-82.569233, 41.60251667)
"765","WB",2015,3,22,53230.37535,"5","Central Basin",969,c(-82.56834422, 41.61151833)
"766","WB",2015,3,23,57049.74874,"5","Central Basin",969,c(-82.56730025, 41.6204525)
"767","WB",2015,3,24,65222.26994,"5","Central Basin",969,c(-82.56624, 41.62940833)
"768","WB",2015,3,25,49734.48263,"5","Central Basin",969,c(-82.56523944, 41.63838722)
"769","WB",2015,3,26,41900.16818,"5","Central Basin",969,c(-82.56413333, 41.64734583)
"770","WB",2015,3,27,37983.86185,"5","Central Basin",969,c(-82.56328542, 41.65632354)
"771","WB",2015,3,28,42415.93501,"5","Central Basin",969,c(-82.562307, 41.66527233)
"772","WB",2015,3,29,43039.64748,"5","Central Basin",969,c(-82.56130517, 41.674245)
"773","WB",2015,3,30,47323.56986,"5","Central Basin",969,c(-82.56026167, 41.68323833)
"774","WB",2015,3,31,45360.83672,"5","Central Basin",969,c(-82.559259, 41.69216892)
"775","WB",2015,3,32,74196.72003,"5","Central Basin",969,c(-82.55836607, 41.70115131)
"776","WB",2015,3,33,74901.64092,"5","Central Basin",969,c(-82.55734179, 41.7101194)
"777","WB",2015,3,34,100478.4414,"5","Central Basin",969,c(-82.55635333, 41.71909)
"778","WB",2015,3,35,139686.3149,"5","Central Basin",969,c(-82.555173, 41.72802408)
"779","WB",2015,3,36,79489.71989,"5","Central Basin",969,c(-82.55436183, 41.73699258)
"780","WB",2015,3,37,53816.53978,"5","Central Basin",969,c(-82.55331775, 41.74596767)
"781","WB",2015,3,38,34651.82157,"5","Central Basin",969,c(-82.55235167, 41.75493167)
"782","WB",2015,3,39,23986.17207,"5","Central Basin",969,c(-82.55131667, 41.7638725)
"783","WB",2015,3,40,44267.75275,"5","Central Basin",969,c(-82.55042033, 41.772856)
"784","WB",2015,3,41,88397.5098,"5","Central Basin",969,c(-82.54923833, 41.78183167)
"785","WB",2015,3,42,72667.57891,"5","Central Basin",969,c(-82.54831944, 41.79076722)
"786","WB",2015,3,43,106742.6174,"5","Central Basin",969,c(-82.54740867, 41.799736)
"787","WB",2015,3,44,108021.1208,"5","Central Basin",969,c(-82.546435, 41.80865667)
"788","WB",2015,3,45,50438.62936,"5","Central Basin",969,c(-82.545438, 41.81765733)
"789","WB",2015,3,46,94882.19697,"5","Central Basin",969,c(-82.54444333, 41.82665833)
"790","WB",2015,3,47,54974.13174,"5","Central Basin",969,c(-82.54344139, 41.83553537)
"791","WB",2015,3,48,24139.15622,"5","Central Basin",969,c(-82.54248, 41.84456667)
"792","WB",2015,3,49,12891.27922,"5","Central Basin",969,c(-82.5415313, 41.85344741)
"793","WB",2015,3,50,20955.21762,"5","Central Basin",969,c(-82.54058125, 41.86238583)
"794","WB",2015,3,51,11183.37885,"5","Central Basin",969,c(-82.53962241, 41.87135991)
"795","WB",2015,3,52,13717.9388,"5","Central Basin",969,c(-82.53862317, 41.880281)
"796","WB",2015,3,53,24331.1881,"5","Central Basin",969,c(-82.53762682, 41.88924972)
"797","WB",2015,3,54,49916.0221,"5","Central Basin",969,c(-82.5365935, 41.89820983)
"798","WB",2015,3,55,54404.93008,"5","Central Basin",969,c(-82.53563108, 41.90719647)
"975","WB",2017,3,4,3724.356196,"5","Central Basin",969,c(-82.58760966, 41.45436318)
"976","WB",2017,3,5,3539.466065,"5","Central Basin",969,c(-82.58659882, 41.46310154)
"977","WB",2017,3,6,3214.440779,"5","Central Basin",969,c(-82.58558798, 41.4718399)
"978","WB",2017,3,7,3972.904058,"5","Central Basin",969,c(-82.58457714, 41.48057826)
"979","WB",2017,3,8,3477.806362,"5","Central Basin",969,c(-82.5835663, 41.48931662)
"980","WB",2017,3,9,2517.740947,"5","Central Basin",969,c(-82.58255546, 41.49805497)
"981","WB",2017,3,10,1541.581653,"5","Central Basin",969,c(-82.58154462, 41.50679333)
"982","WB",2017,3,11,1540.241968,"5","Central Basin",969,c(-82.58053378, 41.51553169)
"983","WB",2017,3,12,841.0707957,"5","Central Basin",969,c(-82.57952294, 41.52427005)
"984","WB",2017,3,13,679.1830388,"5","Central Basin",969,c(-82.57851211, 41.5330084)
"985","WB",2017,3,14,763.6671454,"5","Central Basin",969,c(-82.57750127, 41.54174676)
"986","WB",2017,3,15,873.0267817,"5","Central Basin",969,c(-82.57649043, 41.55048512)
"987","WB",2017,3,16,907.4838808,"5","Central Basin",969,c(-82.57547959, 41.55922348)
"988","WB",2017,3,17,1636.729851,"5","Central Basin",969,c(-82.57446875, 41.56796184)
"989","WB",2017,3,18,2616.400249,"5","Central Basin",969,c(-82.57345791, 41.57670019)
"990","WB",2017,3,19,1649.400506,"5","Central Basin",969,c(-82.57244707, 41.58543855)
"991","WB",2017,3,20,1241.837351,"5","Central Basin",969,c(-82.57143623, 41.59417691)
"992","WB",2017,3,21,1460.482078,"5","Central Basin",969,c(-82.5704254, 41.60291527)
"993","WB",2017,3,22,1503.763035,"5","Central Basin",969,c(-82.56941456, 41.61165363)
"994","WB",2017,3,23,1564.830615,"5","Central Basin",969,c(-82.56840372, 41.62039198)
"995","WB",2017,3,24,1137.078889,"5","Central Basin",969,c(-82.56739288, 41.62913034)
"996","WB",2017,3,25,791.4753447,"5","Central Basin",969,c(-82.56638204, 41.6378687)
"997","WB",2017,3,26,1635.170861,"5","Central Basin",969,c(-82.56551741, 41.64657074)
"998","WB",2017,3,27,942.0354326,"5","Central Basin",969,c(-82.5648265, 41.65524083)
"999","WB",2017,3,28,1142.591639,"5","Central Basin",969,c(-82.563805, 41.66387)
"1000","WB",2017,3,29,1415.509242,"5","Central Basin",969,c(-82.56287722, 41.67248806)
"1001","WB",2017,3,30,700.1056293,"5","Central Basin",969,c(-82.56258417, 41.68107458)
"1002","WB",2017,3,31,565.9962229,"5","Central Basin",969,c(-82.56196567, 41.68969633)
"1003","WB",2017,3,32,852.3860531,"5","Central Basin",969,c(-82.56135, 41.69836833)
"1004","WB",2017,3,33,694.5853596,"5","Central Basin",969,c(-82.560245, 41.70702833)
"1005","WB",2017,3,34,467.7975895,"5","Central Basin",969,c(-82.55949908, 41.71570208)
"1006","WB",2017,3,35,677.0727656,"5","Central Basin",969,c(-82.55870396, 41.7244229)
"1007","WB",2017,3,36,1046.599423,"5","Central Basin",969,c(-82.55771905, 41.7330155)
"1008","WB",2017,3,37,1580.554023,"5","Central Basin",969,c(-82.55645, 41.74152667)
"1009","WB",2017,3,38,1413.874676,"5","Central Basin",969,c(-82.55531167, 41.75022)
"1010","WB",2017,3,39,1469.056279,"5","Central Basin",969,c(-82.55435882, 41.75855935)
"1011","WB",2017,3,40,744.0552268,"5","Central Basin",969,c(-82.553475, 41.76685)
"1012","WB",2017,3,41,1294.732315,"5","Central Basin",969,c(-82.55277167, 41.775185)
"1013","WB",2017,3,42,1715.162843,"5","Central Basin",969,c(-82.55178667, 41.78356667)
"1014","WB",2017,3,43,1424.345307,"5","Central Basin",969,c(-82.55028, 41.79196333)
"1015","WB",2017,3,44,1462.210683,"5","Central Basin",969,c(-82.54865238, 41.80036571)
"1016","WB",2017,3,45,3391.831897,"5","Central Basin",969,c(-82.54739333, 41.80881667)
"1017","WB",2017,3,46,1567.816755,"5","Central Basin",969,c(-82.54625967, 41.81728883)
"1018","WB",2017,3,47,2696.36947,"5","Central Basin",969,c(-82.54496179, 41.82581058)
"1019","WB",2017,3,48,3357.280569,"5","Central Basin",969,c(-82.54386467, 41.83445383)
"1020","WB",2017,3,49,2152.186029,"5","Central Basin",969,c(-82.5425735, 41.84319267)
"1021","WB",2017,3,50,886.8637242,"5","Central Basin",969,c(-82.54150822, 41.85205744)
"1022","WB",2017,3,51,950.100933,"5","Central Basin",969,c(-82.54007729, 41.86102063)
"1023","WB",2017,3,52,634.6944695,"5","Central Basin",969,c(-82.53917575, 41.87010175)
"1024","WB",2017,3,53,1086.776959,"5","Central Basin",969,c(-82.53860208, 41.87931008)
"1025","WB",2017,3,54,1705.223437,"5","Central Basin",969,c(-82.53778975, 41.88854342)
"1026","WB",2017,3,55,1438.109281,"5","Central Basin",969,c(-82.53646431, 41.89776225)
"1027","WB",2017,3,56,1335.903854,"5","Central Basin",969,c(-82.53503333, 41.90688066)
"1081","WB",2018,3,5,5465.846705,"5","Central Basin",969,c(-82.58796671, 41.45547439)
"1082","WB",2018,3,6,8071.052389,"5","Central Basin",969,c(-82.58719438, 41.46446779)
"1083","WB",2018,3,7,22268.79286,"5","Central Basin",969,c(-82.58692167, 41.47342163)
"1084","WB",2018,3,8,10839.20074,"5","Central Basin",969,c(-82.5857655, 41.48235663)
"1085","WB",2018,3,9,8361.959947,"5","Central Basin",969,c(-82.58501167, 41.49133667)
"1086","WB",2018,3,10,6859.83397,"5","Central Basin",969,c(-82.58512116, 41.50028829)
"1087","WB",2018,3,11,6831.689715,"5","Central Basin",969,c(-82.58394878, 41.50925667)
"1088","WB",2018,3,12,5970.833388,"5","Central Basin",969,c(-82.58336199, 41.51823888)
"1089","WB",2018,3,13,4180.867639,"5","Central Basin",969,c(-82.58203228, 41.52717194)
"1090","WB",2018,3,14,3842.680369,"5","Central Basin",969,c(-82.58219503, 41.53607183)
"1091","WB",2018,3,15,4131.544789,"5","Central Basin",969,c(-82.5846791, 41.54481238)
"1092","WB",2018,3,16,5638.673731,"5","Central Basin",969,c(-82.58413195, 41.55378701)
"1093","WB",2018,3,17,7644.327639,"5","Central Basin",969,c(-82.58285434, 41.56271387)
"1094","WB",2018,3,18,6851.095821,"5","Central Basin",969,c(-82.58040768, 41.57145005)
"1095","WB",2018,3,19,8684.401346,"5","Central Basin",969,c(-82.57916664, 41.5802149)
"1096","WB",2018,3,20,6770.525071,"5","Central Basin",969,c(-82.57787683, 41.58912871)
"1097","WB",2018,3,21,4506.138585,"5","Central Basin",969,c(-82.57640227, 41.59801454)
"1098","WB",2018,3,22,3666.382077,"5","Central Basin",969,c(-82.57642882, 41.60693159)
"1099","WB",2018,3,23,4162.157406,"5","Central Basin",969,c(-82.57633324, 41.61592799)
"1100","WB",2018,3,24,3805.054266,"5","Central Basin",969,c(-82.57521798, 41.62487843)
"1101","WB",2018,3,25,4863.332727,"5","Central Basin",969,c(-82.57431568, 41.63376297)
"1102","WB",2018,3,26,5378.004818,"5","Central Basin",969,c(-82.57360746, 41.64268129)
"1103","WB",2018,3,27,4901.560581,"5","Central Basin",969,c(-82.57256246, 41.65162818)
"1104","WB",2018,3,28,4959.959042,"5","Central Basin",969,c(-82.57184412, 41.66055487)
"1105","WB",2018,3,29,3891.454748,"5","Central Basin",969,c(-82.57028601, 41.66946738)
"1106","WB",2018,3,30,4941.04361,"5","Central Basin",969,c(-82.56896834, 41.67837106)
"1107","WB",2018,3,31,6301.823529,"5","Central Basin",969,c(-82.56677, 41.68723167)
"1108","WB",2018,3,32,6336.922552,"5","Central Basin",969,c(-82.56549058, 41.69611204)
"1109","WB",2018,3,33,5911.036244,"5","Central Basin",969,c(-82.56416139, 41.70503283)
"1110","WB",2018,3,34,3830.516478,"5","Central Basin",969,c(-82.56434497, 41.71397653)
"1111","WB",2018,3,35,3604.533191,"5","Central Basin",969,c(-82.5631611, 41.72294051)
"1112","WB",2018,3,36,3152.179141,"5","Central Basin",969,c(-82.56279093, 41.73189171)
"1113","WB",2018,3,37,1855.33814,"5","Central Basin",969,c(-82.56345884, 41.7408655)
"1114","WB",2018,3,38,1593.867546,"5","Central Basin",969,c(-82.56414, 41.749825)
"1115","WB",2018,3,39,1601.73834,"5","Central Basin",969,c(-82.56336121, 41.75872255)
"1116","WB",2018,3,40,2767.572486,"5","Central Basin",969,c(-82.56223167, 41.76772667)
"1117","WB",2018,3,41,3456.896999,"5","Central Basin",969,c(-82.56179333, 41.77668333)
"1118","WB",2018,3,42,2965.542318,"5","Central Basin",969,c(-82.56098002, 41.78557775)
"1119","WB",2018,3,43,3387.51816,"5","Central Basin",969,c(-82.56038678, 41.79450342)
"1120","WB",2018,3,44,3002.264061,"5","Central Basin",969,c(-82.55861353, 41.80337058)
"1121","WB",2018,3,45,1128.258838,"5","Central Basin",969,c(-82.5568614, 41.81219738)
"1122","WB",2018,3,46,2309.940369,"5","Central Basin",969,c(-82.55429833, 41.82097333)
"1123","WB",2018,3,47,2328.270019,"5","Central Basin",969,c(-82.55195924, 41.82975727)
