Basin,Year,type,TRANSECT,LAYER,Interval,Lat_M,Lon_M,NperHa
CB,2020,grid,57600,1,7,41.93636712,-81.61706366,5291
CB,2020,grid,57850,1,2,42.08667043,-81.07944416,4668
CB,2020,grid,57600,1,8,41.93907484,-81.62190402,4470
CB,2020,grid,58100,1,9,42.25372347,-80.88224689,4102
CB,2020,grid,58100,1,10,42.25647515,-80.87966768,4049
CB,2020,grid,57600,1,3,41.92496802,-81.59849735,3928
CB,2020,grid,57600,1,5,41.93083128,-81.60763489,3398
CB,2020,grid,58100,1,8,42.25004488,-80.88573197,3108
CB,2020,grid,58100,1,7,42.24639095,-80.88924116,2115
CB,2020,grid,58100,1,5,42.23881257,-80.89578111,2102
CB,2020,grid,58100,1,4,42.23501564,-80.89904068,1747
CB,2020,grid,58100,1,4,41.94395623,-80.8981323,1257
CB,2020,grid,58100,1,3,42.23132948,-80.90253552,1122
CB,2020,grid,58100,1,1,42.2244279,-80.91026653,1092
CB,2020,grid,57850,1,9,42.10662355,-81.37678811,1036
CB,2020,grid,58100,1,5,41.94301336,-80.89224908,1000
CB,2020,grid,58100,1,8,42.10839594,-80.7880538,975
CB,2020,grid,58100,1,7,42.10490704,-80.78427154,904
CB,2020,grid,58100,1,2,41.94572441,-80.9099803,864
CB,2020,grid,58100,1,1,41.94681528,-80.9158514,823
CB,2020,grid,57600,1,1,41.91941266,-81.58904595,797
CB,2020,grid,58100,1,10,42.11530259,-80.79583828,769
CB,2020,grid,58100,1,9,42.11185854,-80.79199121,753
CB,2020,grid,58100,1,7,41.94070183,-80.88065079,623
CB,2020,grid,58100,1,2,42.22781989,-80.90631439,621
CB,2020,grid,58100,1,3,41.94480844,-80.90405716,460
CB,2020,grid,58100,1,4,42.09449043,-80.77273365,434
CB,2020,grid,58100,1,9,41.93832006,-80.8690019,403
CB,2020,grid,58100,1,1,42.08408285,-80.76132811,391
CB,2020,grid,58100,1,3,42.09102929,-80.76894096,364
CB,2020,grid,58100,1,6,41.94195721,-80.88642553,361
CB,2020,grid,58100,1,8,41.93950273,-80.87480787,350
CB,2020,grid,58100,1,10,41.93708232,-80.86319844,262
CB,2020,grid,58100,1,11,41.93592938,-80.85736967,250
CB,2020,grid,58100,1,5,42.09797906,-80.77659395,247
CB,2020,grid,58100,1,6,42.10146716,-80.78041954,192
CB,2020,grid,58100,1,12,41.93511495,-80.8529549,176
CB,2020,grid,58100,1,11,42.11848557,-80.79931714,121
CB,2020,grid,58100,1,2,42.0875309,-80.76511823,88
CB,2020,grid,57600,1,11,41.94600615,-81.63412437,54
CB,2020,transect,57600,2,78,41.64233916,-81.54902676,0
CB,2020,transect,57600,2,79,41.63810812,-81.54693548,0
CB,2020,transect,57600,2,80,41.63385038,-81.54506269,0
CB,2020,transect,57600,2,81,41.62962404,-81.54307424,0
CB,2020,transect,57600,2,82,41.62542789,-81.54093491,0
CB,2020,transect,57600,2,83,41.62314673,-81.54000801,0
CB,2020,transect,57850,2,78,41.828995,-81.15931028,0
CB,2020,transect,57850,2,79,41.82464587,-81.15765627,0
CB,2020,transect,57850,2,80,41.82116284,-81.1559813,0
CB,2020,transect,58100,2,64,41.98930851,-80.75572405,10432
CB,2020,transect,57850,2,29,42.03890565,-81.24839707,7994
CB,2020,transect,57850,2,25,42.05602701,-81.25550152,7434
CB,2020,transect,57850,2,53,41.93615455,-81.20434515,7394
CB,2020,transect,57850,2,27,42.0474659,-81.251919,7213
CB,2020,transect,57850,2,28,42.04312621,-81.25016646,7191
CB,2020,transect,57600,2,47,41.77396339,-81.60983694,7181
CB,2020,transect,57850,2,30,42.03457421,-81.24655973,7119
CB,2020,transect,57850,2,54,41.93187769,-81.20253601,7017
CB,2020,transect,57850,2,37,42.00470618,-81.23331984,6822
CB,2020,transect,57850,2,24,42.06034381,-81.25724251,6811
CB,2020,transect,57850,2,34,42.01756319,-81.23882056,6668
CB,2020,transect,57850,2,23,42.06461398,-81.25905605,6514
CB,2020,transect,57850,2,26,42.05173145,-81.25369659,6377
CB,2020,transect,57850,2,38,42.00043619,-81.23148478,6363
CB,2020,transect,57850,2,22,42.06890528,-81.26085878,6151
CB,2020,transect,58100,2,66,41.98069799,-80.75229477,5936
CB,2020,transect,57850,2,55,41.92757395,-81.20069164,5865
CB,2020,transect,57850,2,51,41.94474551,-81.20794315,5846
CB,2020,transect,57850,2,35,42.01332648,-81.23678909,5824
CB,2020,transect,57850,2,36,42.00903619,-81.23496641,5806
CB,2020,transect,57850,2,31,42.03033441,-81.24472249,5794
CB,2020,transect,57850,2,21,42.07319391,-81.26259641,5567
CB,2020,transect,58100,2,65,41.98502838,-80.75400308,5567
CB,2020,transect,57850,2,57,41.91900973,-81.19703037,5520
CB,2020,transect,57850,2,56,41.92328212,-81.19894719,5422
CB,2020,transect,57850,2,52,41.94042246,-81.20623518,5331
CB,2020,transect,57850,2,32,42.02594581,-81.24311138,5060
CB,2020,transect,57850,2,33,42.02177482,-81.24098189,4898
CB,2020,transect,57850,2,43,41.97901317,-81.22254674,4861
CB,2020,transect,57850,2,20,42.07748735,-81.26437422,4752
CB,2020,transect,58100,2,62,41.99797445,-80.75908354,4737
CB,2020,transect,58100,2,3,42.25235271,-80.86052859,4630
CB,2020,transect,57850,2,39,41.99614328,-81.22974816,4532
CB,2020,transect,58100,2,61,42.00229302,-80.7607736,4489
CB,2020,transect,57850,2,50,41.94900435,-81.20985885,4383
CB,2020,transect,57850,2,40,41.99182854,-81.22795375,4284
CB,2020,transect,58100,2,63,41.99363651,-80.75736208,4261
CB,2020,transect,58100,2,2,42.25671995,-80.86196785,4192
CB,2020,transect,57850,2,44,41.97473969,-81.22073808,4158
CB,2020,transect,57850,2,13,42.10753566,-81.27697338,4148
CB,2020,transect,57850,2,58,41.91467712,-81.1953917,4147
CB,2020,transect,58100,2,55,42.02818135,-80.77098844,4097
CB,2020,transect,57850,2,15,42.09894906,-81.27334728,3981
CB,2020,transect,57850,2,14,42.10321823,-81.27526309,3910
CB,2020,transect,57850,2,61,41.90179285,-81.19004726,3892
CB,2020,transect,57850,2,59,41.91039351,-81.19365562,3860
CB,2020,transect,57850,2,16,42.09463381,-81.27164104,3715
CB,2020,transect,58100,2,1,42.26112851,-80.86315794,3713
CB,2020,transect,58100,2,4,42.2481296,-80.85842142,3682
CB,2020,transect,57850,2,48,41.95761604,-81.21330928,3668
CB,2020,transect,57850,2,62,41.89752518,-81.18823652,3648
CB,2020,transect,58100,2,59,42.01090774,-80.76418387,3454
CB,2020,transect,57850,2,42,41.98325367,-81.22437113,3432
CB,2020,transect,57850,2,41,41.98755432,-81.22616791,3392
CB,2020,transect,57850,2,12,42.11182742,-81.27871322,3376
CB,2020,transect,57850,2,49,41.95332081,-81.21162277,3271
CB,2020,transect,57850,2,19,42.08175202,-81.26623686,3253
CB,2020,transect,57850,2,60,41.90607655,-81.19193083,3230
CB,2020,transect,57850,2,46,41.96616611,-81.21702449,3204
CB,2020,transect,57850,2,5,42.14185721,-81.29139323,3177
CB,2020,transect,57850,2,47,41.96189577,-81.21508031,3142
CB,2020,transect,57850,2,3,42.150616,-81.29428744,3083
CB,2020,transect,57850,2,63,41.89322497,-81.18634113,3063
CB,2020,transect,58100,2,60,42.00658873,-80.7624777,3057
CB,2020,transect,57850,2,18,42.08609757,-81.26797357,2906
CB,2020,transect,58100,2,70,41.96464463,-80.74604201,2904
CB,2020,transect,57850,2,64,41.88899268,-81.18446882,2898
CB,2020,transect,58100,2,50,42.04973852,-80.77965007,2816
CB,2020,transect,57600,2,19,41.89281227,-81.66504781,2782
CB,2020,transect,58100,2,53,42.03679303,-80.77448498,2782
CB,2020,transect,57850,2,8,42.12899912,-81.28587889,2707
CB,2020,transect,58100,2,6,42.23966914,-80.85434784,2689
CB,2020,transect,57850,2,17,42.09034857,-81.26982286,2627
CB,2020,transect,58100,2,5,42.24394678,-80.85628243,2605
CB,2020,transect,58100,2,57,42.01953797,-80.76755004,2604
CB,2020,transect,58100,2,49,42.0540725,-80.78124703,2538
CB,2020,transect,57850,2,6,42.13758382,-81.28966391,2521
CB,2020,transect,57850,2,9,42.12472833,-81.28405527,2496
CB,2020,transect,57850,2,45,41.97046305,-81.21877616,2479
CB,2020,transect,57600,2,31,41.84190013,-81.64133774,2466
CB,2020,transect,58100,2,10,42.22236923,-80.84761304,2400
CB,2020,transect,57600,2,32,41.837676,-81.63927081,2374
CB,2020,transect,58100,2,9,42.22672352,-80.84915681,2319
CB,2020,transect,58100,2,54,42.03249122,-80.77271023,2314
CB,2020,transect,57600,2,20,41.88859802,-81.66296408,2289
CB,2020,transect,57600,2,17,41.90136066,-81.66877239,2260
CB,2020,transect,57850,2,10,42.12040179,-81.2823518,2238
CB,2020,transect,58100,2,36,42.11016983,-80.8034316,2234
CB,2020,transect,57600,2,30,41.846124,-81.64327178,2228
CB,2020,transect,57600,2,18,41.89709113,-81.66680437,2226
CB,2020,transect,57850,2,68,41.87182366,-81.17731634,2197
CB,2020,transect,57600,2,33,41.83340626,-81.63733085,2173
CB,2020,transect,57850,2,7,42.13322535,-81.28793234,2119
CB,2020,transect,58100,2,13,42.20940433,-80.84266685,2085
CB,2020,transect,58100,2,52,42.04111689,-80.77623164,2045
CB,2020,transect,57600,2,29,41.85046077,-81.64496436,2040
CB,2020,transect,58100,2,8,42.23105071,-80.85080007,2031
CB,2020,transect,57850,2,4,42.14625124,-81.29277763,2029
CB,2020,transect,58100,2,7,42.23537588,-80.85251089,2026
CB,2020,transect,58100,2,12,42.21373221,-80.84433209,2012
CB,2020,transect,57600,2,16,41.90556843,-81.67084826,1988
CB,2020,transect,57850,2,70,41.86323728,-81.17381289,1954
CB,2020,transect,57600,2,27,41.8588818,-81.64904431,1946
CB,2020,transect,58100,2,14,42.20511358,-80.84095356,1936
CB,2020,transect,57600,2,1,41.96923634,-81.70034192,1905
CB,2020,transect,58100,2,15,42.20077716,-80.83923312,1888
CB,2020,transect,58100,2,11,42.21804274,-80.84604834,1880
CB,2020,transect,57600,2,28,41.85464419,-81.64729055,1848
CB,2020,transect,57850,2,11,42.11612606,-81.28053725,1833
CB,2020,transect,58100,2,48,42.0584026,-80.7829229,1830
CB,2020,transect,57850,2,1,42.15935395,-81.29702974,1776
CB,2020,transect,57600,2,26,41.8631317,-81.65105501,1774
CB,2020,transect,58100,2,35,42.11450182,-80.80511005,1756
CB,2020,transect,58100,2,16,42.19647073,-80.83751438,1690
CB,2020,transect,57600,2,21,41.8843451,-81.66091797,1653
CB,2020,transect,57600,2,12,41.92254595,-81.67868934,1632
CB,2020,transect,57600,2,22,41.88013047,-81.65885846,1619
CB,2020,transect,57600,2,41,41.79945096,-81.62162191,1598
CB,2020,transect,58100,2,67,41.97637674,-80.75056622,1525
CB,2020,transect,57600,2,14,41.91405459,-81.67470384,1521
CB,2020,transect,58100,2,34,42.11881305,-80.80681411,1519
CB,2020,transect,58100,2,56,42.0238611,-80.76930233,1497
CB,2020,transect,57850,2,65,41.88468603,-81.18274252,1496
CB,2020,transect,57600,2,35,41.82489451,-81.63362572,1488
CB,2020,transect,58100,2,37,42.10586404,-80.80172712,1452
CB,2020,transect,57600,2,2,41.96500045,-81.69838,1442
CB,2020,transect,57600,2,36,41.8206315,-81.63161488,1439
CB,2020,transect,58100,2,47,42.06273834,-80.78455911,1424
CB,2020,transect,57850,2,2,42.15500164,-81.29542772,1413
CB,2020,transect,57600,2,23,41.87591648,-81.65681449,1406
CB,2020,transect,57850,2,72,41.8546232,-81.17036787,1406
CB,2020,transect,57600,2,15,41.9097909,-81.67285791,1397
CB,2020,transect,57850,2,67,41.87613165,-81.17911081,1397
CB,2020,transect,58100,2,38,42.10155622,-80.7999968,1392
CB,2020,transect,57600,2,44,41.78672104,-81.61569394,1391
CB,2020,transect,58100,2,46,42.06703979,-80.78624438,1350
CB,2020,transect,57850,2,69,41.86750781,-81.17565037,1331
CB,2020,transect,57600,2,37,41.81649257,-81.62943641,1326
CB,2020,transect,58100,2,33,42.12314427,-80.80846218,1312
CB,2020,transect,57600,2,43,41.79093952,-81.61787887,1306
CB,2020,transect,57600,2,7,41.94377569,-81.68855717,1304
CB,2020,transect,57600,2,24,41.87162948,-81.65496096,1296
CB,2020,transect,58100,2,20,42.17923359,-80.83058758,1257
CB,2020,transect,58100,2,51,42.04542302,-80.77792089,1252
CB,2020,transect,58100,2,69,41.96772201,-80.7472712,1233
CB,2020,transect,57600,2,42,41.79517701,-81.6197721,1232
CB,2020,transect,57600,2,5,41.95225266,-81.69250136,1229
CB,2020,transect,57600,2,38,41.81223466,-81.62738314,1220
CB,2020,transect,57600,2,25,41.8673799,-81.65305702,1217
CB,2020,transect,57600,2,34,41.8291517,-81.6354731,1217
CB,2020,transect,57600,2,13,41.9183053,-81.67671808,1212
CB,2020,transect,58100,2,28,42.14471516,-80.81695178,1208
CB,2020,transect,57850,2,66,41.88039184,-81.18089514,1205
CB,2020,transect,57600,2,6,41.94799597,-81.69048937,1195
CB,2020,transect,57600,2,3,41.96068772,-81.69665176,1194
CB,2020,transect,58100,2,32,42.12743749,-80.81016579,1184
CB,2020,transect,58100,2,31,42.13174698,-80.81191139,1182
CB,2020,transect,58100,2,42,42.08434989,-80.79299245,1157
CB,2020,transect,58100,2,27,42.14903633,-80.81858187,1155
CB,2020,transect,57600,2,40,41.80371648,-81.62353408,1153
CB,2020,transect,58100,2,29,42.14038847,-80.81525726,1148
CB,2020,transect,58100,2,39,42.09725562,-80.79823036,1140
CB,2020,transect,57600,2,11,41.92675692,-81.6808141,1116
CB,2020,transect,58100,2,17,42.19216857,-80.8357375,1110
CB,2020,transect,57850,2,71,41.85893043,-81.17205073,1102
CB,2020,transect,58100,2,44,42.07570071,-80.78961513,1061
CB,2020,transect,57600,2,4,41.95647983,-81.69453028,1057
CB,2020,transect,58100,2,41,42.08864234,-80.79475124,1049
CB,2020,transect,57600,2,45,41.78245467,-81.61372259,1028
CB,2020,transect,57600,2,39,41.80800307,-81.6255002,1007
CB,2020,transect,58100,2,45,42.07139448,-80.78787313,1003
CB,2020,transect,58100,2,43,42.07999268,-80.79133959,995
CB,2020,transect,57600,2,46,41.77819226,-81.6118432,981
CB,2020,transect,58100,2,40,42.09292427,-80.79650275,943
CB,2020,transect,58100,2,18,42.18783733,-80.83413605,891
CB,2020,transect,58100,2,23,42.16628501,-80.82545737,889
CB,2020,transect,57600,2,62,41.71032865,-81.5803432,876
CB,2020,transect,57600,2,8,41.93959025,-81.68636914,813
CB,2020,transect,57600,2,9,41.93527499,-81.684595,775
CB,2020,transect,58100,2,19,42.18350537,-80.83237387,759
CB,2020,transect,58100,2,21,42.17494219,-80.82883868,755
CB,2020,transect,58100,2,58,42.01521822,-80.76584329,733
CB,2020,transect,57850,2,75,41.84184233,-81.16471139,729
CB,2020,transect,57600,2,69,41.68062851,-81.56656012,675
CB,2020,transect,57600,2,10,41.93103293,-81.68265459,663
CB,2020,transect,58100,2,24,42.16195955,-80.82373771,663
CB,2020,transect,58100,2,25,42.1576918,-80.82195385,650
CB,2020,transect,58100,2,68,41.97204709,-80.7489537,619
CB,2020,transect,58100,2,22,42.17053359,-80.82717572,607
CB,2020,transect,57600,2,51,41.75701734,-81.60197592,586
CB,2020,transect,58100,2,30,42.13605092,-80.81355799,521
CB,2020,transect,57600,2,68,41.68482269,-81.56866411,497
CB,2020,transect,57850,2,73,41.85039413,-81.16840518,495
CB,2020,transect,58100,2,26,42.15335783,-80.82028308,491
CB,2020,transect,57600,2,60,41.71877959,-81.58426079,471
CB,2020,transect,57600,2,49,41.76547782,-81.60593748,458
CB,2020,transect,57850,2,74,41.84613097,-81.16650578,423
CB,2020,transect,57600,2,61,41.71453271,-81.58228052,411
CB,2020,transect,57600,2,63,41.70598417,-81.57854505,370
CB,2020,transect,57600,2,48,41.76976462,-81.60770355,355
CB,2020,transect,57600,2,70,41.67635975,-81.56461895,317
CB,2020,transect,57600,2,67,41.68908161,-81.57046963,286
CB,2020,transect,57850,2,76,41.83757621,-81.16288154,243
CB,2020,transect,57600,2,72,41.66782673,-81.56076956,237
CB,2020,transect,57600,2,50,41.7612396,-81.60390648,199
CB,2020,transect,57600,2,76,41.65085873,-81.55289631,194
CB,2020,transect,57600,2,57,41.73148671,-81.59020289,190
CB,2020,transect,57600,2,65,41.69758399,-81.57446315,176
CB,2020,transect,57600,2,54,41.7442939,-81.5960183,170
CB,2020,transect,57600,2,66,41.69336176,-81.57249884,161
CB,2020,transect,57600,2,55,41.74006058,-81.59404906,160
CB,2020,transect,57600,2,59,41.72309508,-81.5861373,139
CB,2020,transect,57600,2,74,41.659381,-81.55678265,139
CB,2020,transect,57600,2,64,41.70181323,-81.57647578,126
CB,2020,transect,57850,2,77,41.83327821,-81.1611336,113
CB,2020,transect,57600,2,71,41.67210977,-81.5626439,112
CB,2020,transect,57600,2,52,41.75272879,-81.59996656,93
CB,2020,transect,57600,2,73,41.66357038,-81.5588458,70
CB,2020,transect,57600,2,75,41.65512037,-81.55487093,40
CB,2020,transect,57600,2,53,41.74851977,-81.59797378,34
CB,2020,transect,57600,2,56,41.73578865,-81.5921053,30
CB,2020,transect,57600,2,58,41.72730545,-81.58821699,17
CB,2020,transect,57600,2,77,41.6466295,-81.55086892,0
CB,2020,grid,58100,2,4,41.94395623,-80.8981323,5722
CB,2020,grid,57850,2,10,42.11339389,-81.04835745,5527
CB,2020,grid,57850,2,1,42.07987857,-81.40897553,5291
CB,2020,grid,57850,2,11,42.11328289,-81.37011714,5205
CB,2020,grid,57850,2,10,42.11020935,-81.37318273,5204
CB,2020,grid,57850,2,5,42.09282873,-81.39226592,4915
CB,2020,grid,57850,2,7,42.09959518,-81.38431576,4878
CB,2020,grid,57850,2,9,42.11005346,-81.05224329,4793
CB,2020,grid,57850,2,6,42.09617244,-81.3882099,4760
CB,2020,grid,57850,2,8,42.10671302,-81.05612913,4707
CB,2020,grid,57850,2,2,42.08302944,-81.40462738,4472
CB,2020,grid,57850,2,8,42.10309619,-81.38052755,4461
CB,2020,grid,57850,2,3,42.08633446,-81.40057684,4343
CB,2020,grid,57850,2,9,42.10662355,-81.37678811,4245
CB,2020,grid,57850,2,4,42.08958224,-81.39648637,4198
CB,2020,grid,58100,2,7,41.94070183,-80.88065079,4080
CB,2020,grid,57850,2,1,42.08333,-81.08333,4049
CB,2020,grid,57850,2,12,42.12007475,-81.04058577,3886
CB,2020,grid,58100,2,5,41.94301336,-80.89224908,3849
CB,2020,grid,57850,2,2,41.90879202,-81.25083925,3010
CB,2020,grid,57850,2,11,42.11673432,-81.04447161,2957
CB,2020,grid,57850,2,7,42.10337259,-81.06001497,2909
CB,2020,grid,57850,2,6,42.10003216,-81.06390081,2532
CB,2020,grid,58100,2,9,41.93832006,-80.8690019,2482
CB,2020,grid,57850,2,6,41.89118085,-81.25521748,2471
CB,2020,grid,57850,2,4,42.0933513,-81.07167248,2400
CB,2020,grid,58100,2,6,41.94195721,-80.88642553,2365
CB,2020,grid,57850,2,1,41.91328487,-81.25059362,2251
CB,2020,grid,58100,2,4,42.23501564,-80.89904068,2103
CB,2020,grid,58100,2,10,42.25647515,-80.87966768,2071
CB,2020,grid,57850,2,5,42.09669173,-81.06778664,2042
CB,2020,grid,58100,2,7,42.24639095,-80.88924116,2008
CB,2020,grid,57850,2,3,41.90429985,-81.25140675,1978
CB,2020,grid,58100,2,8,42.25004488,-80.88573197,1972
CB,2020,grid,58100,2,9,42.25372347,-80.88224689,1861
CB,2020,grid,58100,2,1,42.2244279,-80.91026653,1818
CB,2020,grid,57850,2,2,42.08667043,-81.07944416,1744
CB,2020,grid,58100,2,10,41.93708232,-80.86319844,1731
CB,2020,grid,58100,2,1,41.94681528,-80.9158514,1612
CB,2020,grid,57850,2,4,41.89987726,-81.25243686,1481
CB,2020,grid,58100,2,3,42.23132948,-80.90253552,1448
CB,2020,grid,58100,2,2,42.22781989,-80.90631439,1424
CB,2020,grid,57850,2,5,41.89558991,-81.2539679,1380
CB,2020,grid,58100,2,7,42.10490704,-80.78427154,1379
CB,2020,grid,58100,2,6,42.24262401,-80.89257933,1306
CB,2020,grid,58100,2,2,41.94572441,-80.9099803,1278
CB,2020,grid,57850,2,3,42.09001086,-81.07555832,1245
CB,2020,grid,57850,2,11,41.87056035,-81.25938764,1225
CB,2020,grid,58100,2,5,42.23881257,-80.89578111,1194
CB,2020,grid,58100,2,1,42.08408285,-80.76132811,1185
CB,2020,grid,58100,2,3,41.94480844,-80.90405716,1184
CB,2020,grid,57850,2,7,41.88679226,-81.25636651,1137
CB,2020,grid,58100,2,8,41.93950273,-80.87480787,1068
CB,2020,grid,57600,2,6,41.93373377,-81.61226321,1030
CB,2020,grid,58100,2,11,42.11848557,-80.79931714,1005
CB,2020,grid,58100,2,11,41.93592938,-80.85736967,985
CB,2020,grid,57850,2,9,41.8778927,-81.25807558,879
CB,2020,grid,57600,2,7,41.93636712,-81.61706366,843
CB,2020,grid,58100,2,10,42.11530259,-80.79583828,813
CB,2020,grid,57600,2,2,41.92198701,-81.59403331,803
CB,2020,grid,57850,2,10,41.8734495,-81.2588343,768
CB,2020,grid,57850,2,8,41.88233144,-81.2572936,742
CB,2020,grid,57600,2,10,41.94453294,-81.63152464,670
CB,2020,grid,58100,2,8,42.10839594,-80.7880538,657
CB,2020,grid,58100,2,3,42.09102929,-80.76894096,579
CB,2020,grid,57600,2,5,41.93083128,-81.60763489,542
CB,2020,grid,58100,2,2,42.0875309,-80.76511823,524
CB,2020,grid,58100,2,9,42.11185854,-80.79199121,503
CB,2020,grid,57600,2,4,41.92792879,-81.60303317,453
CB,2020,grid,57600,2,9,41.94179062,-81.62670844,412
CB,2020,grid,57600,2,11,41.94600615,-81.63412437,382
CB,2020,grid,57600,2,3,41.92496802,-81.59849735,378
CB,2020,grid,57600,2,7,41.7349955,-81.78556597,373
CB,2020,grid,57600,2,1,41.7482626,-81.75428979,339
CB,2020,grid,57600,2,1,41.91941266,-81.58904595,295
CB,2020,grid,58100,2,6,42.10146716,-80.78041954,292
CB,2020,grid,58100,2,4,42.09449043,-80.77273365,267
CB,2020,grid,57600,2,2,41.74580625,-81.75928145,251
CB,2020,grid,57600,2,4,41.74132728,-81.76965665,250
CB,2020,grid,58100,2,5,42.09797906,-80.77659395,234
CB,2020,grid,57600,2,8,41.93907484,-81.62190402,228
CB,2020,grid,58100,2,12,41.93511495,-80.8529549,206
CB,2020,grid,57600,2,11,41.7266652,-81.80438531,149
CB,2020,grid,57600,2,5,41.73926929,-81.77502425,148
CB,2020,grid,57600,2,10,41.72811748,-81.8010611,132
CB,2020,grid,57600,2,9,41.73030677,-81.79583139,95
CB,2020,grid,57600,2,6,41.7371768,-81.78032924,89
CB,2020,grid,57600,2,8,41.73269314,-81.79070383,86
CB,2020,grid,57600,2,3,41.74352191,-81.764384,63
CB,2020,transect,57350,1,1,41.5954561,-82.00369245,169.53
CB,2020,transect,57350,1,2,41.59109897,-82.00164801,221.93
CB,2020,transect,57350,1,3,41.58684806,-81.99967464,152.15
CB,2020,transect,57350,1,4,41.58261703,-81.9976734,3758.55
CB,2020,transect,57350,1,5,41.57838498,-81.99560305,443.46
CB,2020,transect,57350,1,6,41.57418175,-81.99354146,922.25
CB,2020,transect,57350,1,7,41.56993692,-81.99159088,819.54
CB,2020,transect,57350,1,8,41.565699,-81.98955569,1514.88
CB,2020,transect,57350,1,9,41.56145818,-81.98756467,2188.93
CB,2020,transect,57350,1,10,41.55721227,-81.98557359,2732.35
CB,2020,transect,57350,1,11,41.55297607,-81.98360383,2073.33
CB,2020,transect,57350,1,12,41.54870289,-81.98169306,1618.96
CB,2020,transect,57350,1,13,41.54448992,-81.97970163,3616.18
CB,2020,transect,57350,1,14,41.54020735,-81.97779036,1857.95
CB,2020,transect,57350,1,15,41.53603303,-81.97570321,1926.31
CB,2020,transect,57350,1,16,41.53175109,-81.97379648,2765.35
CB,2020,transect,57350,1,17,41.52746268,-81.97201,3306.9
CB,2020,transect,57600,1,1,41.62388917,-81.54101393,2346.02
CB,2020,transect,57600,1,2,41.62815956,-81.54290395,9273.39
CB,2020,transect,57600,1,3,41.63242061,-81.54481158,12871.31
CB,2020,transect,57600,1,4,41.63671156,-81.54655828,50317.6
CB,2020,transect,57600,1,5,41.64099327,-81.5484322,38169.62
CB,2020,transect,57600,1,6,41.645147,-81.55063741,7904.5
CB,2020,transect,57600,1,7,41.64934831,-81.55271118,2797.01
CB,2020,transect,57600,1,8,41.65355668,-81.55471539,1052.9
CB,2020,transect,57600,1,9,41.65770181,-81.55696277,2388.65
CB,2020,transect,57600,1,10,41.66185652,-81.55891491,1402.27
CB,2020,transect,57600,1,11,41.66597313,-81.56118007,1698.52
CB,2020,transect,57600,1,12,41.67010087,-81.56346418,2021.68
CB,2020,transect,57600,1,13,41.67431206,-81.56548764,2423.24
CB,2020,transect,57600,1,14,41.67856086,-81.56723256,3255.79
CB,2020,transect,57600,1,15,41.68271272,-81.56921633,2649.71
CB,2020,transect,57600,1,16,41.68630456,-81.56995346,2823.31
CB,2020,transect,57725,1,1,41.76932948,-81.36175664,4105.8
CB,2020,transect,57725,1,2,41.76514823,-81.35948441,985.77
CB,2020,transect,57725,1,3,41.76092943,-81.35757536,694.25
CB,2020,transect,57725,1,4,41.75862589,-81.35641919,1163.29
CB,2020,grid,910,1,1,41.52691421,-81.94605795,930.6
CB,2020,grid,910,1,2,41.53005805,-81.9416847,1209.61
CB,2020,grid,910,1,3,41.53280489,-81.93698666,487.91
CB,2020,grid,910,1,4,41.53551497,-81.9322411,1046.39
CB,2020,grid,910,1,5,41.53817513,-81.9274008,883.95
CB,2020,grid,910,1,6,41.54090574,-81.92269292,1064.4
CB,2020,grid,910,1,7,41.54362377,-81.91794507,1890.58
CB,2020,grid,910,1,8,41.54519385,-81.91501518,3058.65
CB,2020,grid,912,1,1,41.61734597,-81.61187561,1661.02
CB,2020,grid,912,1,2,41.6164947,-81.60599988,1121.03
CB,2020,grid,912,1,3,41.61554638,-81.60016431,1005.23
CB,2020,grid,912,1,4,41.61461773,-81.59431792,3439.56
CB,2020,grid,912,1,5,41.61378379,-81.58844276,1323.87
CB,2020,grid,912,1,6,41.6127856,-81.58260187,5557.59
CB,2020,grid,912,1,7,41.61186684,-81.57690661,5932.19
CB,2020,grid,814,1,1,41.79686576,-81.27810353,148.51
CB,2020,grid,814,1,2,41.79460163,-81.27290535,97.94
CB,2020,grid,814,1,3,41.79234473,-81.2677378,235.06
CB,2020,grid,814,1,4,41.79013393,-81.2625036,306.9
CB,2020,grid,814,1,5,41.78828253,-81.25789266,13647.83
CB,2020,grid,717,1,1,41.94234217,-80.76885268,335.64
CB,2020,grid,717,1,2,41.94014163,-80.76409396,1486.27
CB,2020,grid,717,1,3,41.93773713,-80.75901592,3830.1
CB,2020,grid,717,1,4,41.93519417,-80.75403408,23072.84
CB,2020,grid,717,1,5,41.93384646,-80.75062831,20375.19
CB,2020,transect,57350,2,1,41.5954561,-82.00369245,55.36
CB,2020,transect,57350,2,2,41.59109897,-82.00164801,75.6
CB,2020,transect,57350,2,3,41.58684806,-81.99967464,157.95
CB,2020,transect,57350,2,4,41.58261703,-81.9976734,35.89
CB,2020,transect,57350,2,5,41.57838498,-81.99560305,78.91
CB,2020,transect,57350,2,6,41.57418175,-81.99354146,1355.79
CB,2020,transect,57350,2,7,41.56993692,-81.99159088,84.2
CB,2020,transect,57350,2,8,41.565699,-81.98955569,337.58
CB,2020,transect,57350,2,9,41.56145818,-81.98756467,252.84
CB,2020,transect,57350,2,10,41.55721227,-81.98557359,379.43
CB,2020,transect,57350,2,11,41.55297607,-81.98360383,758.11
CB,2020,transect,57350,2,12,41.54870289,-81.98169306,879.56
CB,2020,transect,57350,2,13,41.54448992,-81.97970163,782.93
