Basin,Year,type,TRANSECT,LAYER,Interval,Lat_M,Lon_M,NperHa
CB,2012,transect,57600,4,21,41.7075,-81.577,0
CB,2012,transect,57600,4,22,41.7118,-81.5785,0
CB,2010,transect,57725,6,148,42.3647,-81.6594,0
CB,2010,transect,57725,5,155,42.394,-81.6743,0
CB,2010,transect,57725,5,156,42.3983,-81.6763,0
CB,2013,transect,57225,2,155,42.4142,-81.6838,0
CB,2012,transect,57600,1,88,41.9818,-81.7029,0
CB,2012,transect,57600,1,89,41.9861,-81.7043,0
CB,2012,transect,57600,1,90,41.9904,-81.7058,0
CB,2012,transect,57600,1,92,41.9986,-81.7107,0
CB,2011,transect,57475,2,44,41.5237,-81.7496,0
CB,2012,transect,57600,4,146,42.2263,-81.8146,0
CB,2012,transect,57600,4,147,42.2305,-81.8166,0
CB,2012,transect,57600,3,153,42.2547,-81.827,0
CB,2019,transect,57475,1,2,42.2186,-82.0948,0
CB,2012,transect,57455,2,2,42.2206,-82.0955,0
CB,2012,transect,57455,2,1,42.2241,-82.0975,0
CB,2013,transect,57350,2,88,42.1228,-82.2749,0
CB,2018,transect,57975,2,12,42.5611,-81.2873,1
CB,2017,transect,57975,2,12,42.5611,-81.2873,1
CB,2018,transect,57975,2,11,42.5653,-81.2894,1
CB,2017,transect,57975,2,11,42.5653,-81.2894,1
CB,2018,transect,57975,2,10,42.5695,-81.2916,1
CB,2017,transect,57975,2,10,42.5695,-81.2916,1
CB,2012,transect,57850,4,20,42.4801,-81.4342,1
CB,2012,transect,57850,4,19,42.4843,-81.436,1
CB,2013,transect,57850,2,7,42.5345,-81.4581,1
CB,2012,transect,57600,4,23,41.7154,-81.582,1
CB,2012,transect,57600,4,26,41.7283,-81.5868,1
CB,2012,transect,57600,4,27,41.7326,-81.5887,1
CB,2012,transect,57600,1,80,41.9482,-81.6864,1
CB,2012,transect,57600,4,145,42.2223,-81.8119,1
CB,2018,transect,57350,2,146,41.532,-81.9748,1
CB,2017,transect,57350,2,146,41.532,-81.9748,1
CB,2011,transect,57475,2,2,42.2208,-82.0943,1
CB,2018,transect,57975,2,13,42.5569,-81.2852,2
CB,2017,transect,57975,2,13,42.5569,-81.2852,2
CB,2012,transect,57850,4,60,42.3094,-81.3643,2
CB,2013,transect,57225,2,6,41.7866,-81.37,2
CB,2012,transect,57850,4,40,42.3948,-81.3987,2
CB,2011,transect,57850,2,3,42.5557,-81.4674,2
CB,2012,transect,57600,4,28,41.7364,-81.5913,2
CB,2012,transect,57600,4,32,41.753,-81.5977,2
CB,2011,transect,57600,2,12,42.0267,-81.7231,2
CB,2011,transect,57475,2,43,41.5322,-81.7535,2
CB,2011,transect,57475,2,3,42.2165,-82.0928,2
CB,2012,transect,57850,4,163,41.8715,-81.1775,3
CB,2012,transect,57850,4,59,42.3134,-81.3665,3
CB,2012,transect,57850,3,9,42.5266,-81.4548,3
CB,2011,transect,57850,2,5,42.5472,-81.4633,3
CB,2011,transect,57850,2,4,42.5514,-81.4654,3
CB,2011,transect,57600,2,13,41.6737,-81.5635,3
CB,2012,transect,57600,4,31,41.7486,-81.5977,3
CB,2012,transect,57600,4,35,41.7654,-81.603,3
CB,2018,transect,57725,2,3,42.41,-81.6815,3
CB,2017,transect,57725,2,3,42.41,-81.6815,3
CB,2013,transect,57225,2,154,42.41,-81.6817,3
CB,2011,transect,57600,2,15,42.0394,-81.7293,3
CB,2018,transect,57475,2,158,41.5675,-81.7657,3
CB,2017,transect,57475,2,158,41.5675,-81.7657,3
CB,2012,transect,57600,3,151,42.2477,-81.8238,3
CB,2012,transect,57455,2,4,42.2127,-82.0908,3
CB,2018,transect,57975,2,14,42.5527,-81.2831,4
CB,2017,transect,57975,2,14,42.5527,-81.2831,4
CB,2012,transect,57850,4,63,42.2966,-81.3593,4
CB,2013,transect,57850,2,8,42.5302,-81.4565,4
CB,2011,transect,57850,2,6,42.543,-81.4613,4
CB,2018,transect,57600,2,6,41.6496,-81.5513,4
CB,2017,transect,57600,2,6,41.6496,-81.5513,4
CB,2012,transect,57600,4,29,41.7403,-81.5937,4
CB,2011,transect,57600,2,11,42.0225,-81.7211,4
CB,2012,transect,57455,2,3,42.2166,-82.0934,4
CB,2015,transect,58100,3,50,42.17,-80.8379,5
CB,2015,transect,58100,3,51,42.1742,-80.8395,5
CB,2015,transect,58100,3,52,42.1785,-80.8413,5
CB,2015,transect,58100,3,53,42.1828,-80.8429,5
CB,2013,transect,57225,2,3,41.7737,-81.3649,5
CB,2013,transect,57225,2,5,41.7823,-81.368,5
CB,2010,transect,57850,12,55,42.3412,-81.3757,5
CB,2013,transect,57850,2,11,42.5173,-81.4512,5
CB,2011,transect,57850,2,7,42.5387,-81.4595,5
CB,2018,transect,57600,2,4,41.6411,-81.5475,5
CB,2017,transect,57600,2,4,41.6411,-81.5475,5
CB,2012,transect,57600,4,144,42.2182,-81.8096,5
CB,2012,transect,57600,3,149,42.2391,-81.8199,5
CB,2016,transect,57850,2,168,41.846,-81.1664,6
CB,2012,transect,57725,2,3,41.7707,-81.3648,6
CB,2012,transect,57850,4,31,42.4329,-81.4157,6
CB,2012,transect,57850,3,10,42.5221,-81.4536,6
CB,2012,transect,57600,3,150,42.2434,-81.8217,6
CB,2015,transect,58100,3,33,42.0965,-80.8097,7
CB,2018,transect,57725,2,157,41.7627,-81.3594,7
CB,2017,transect,57725,2,157,41.7627,-81.3594,7
CB,2012,transect,57850,4,27,42.4499,-81.4234,7
CB,2012,transect,57600,3,2,41.6273,-81.5456,7
CB,2011,transect,57600,2,14,41.6779,-81.5655,7
CB,2011,transect,57600,2,17,42.0479,-81.7332,7
CB,2013,transect,57350,2,82,42.0974,-82.2622,7
CB,2015,transect,58100,3,31,42.0878,-80.8064,8
CB,2012,transect,57850,4,62,42.3009,-81.3611,8
CB,2016,transect,57850,2,7,42.5364,-81.4569,8
CB,2012,transect,57850,3,4,42.5482,-81.4617,8
CB,2018,transect,57850,2,5,42.5449,-81.4628,8
CB,2017,transect,57850,2,5,42.5449,-81.4628,8
CB,2011,transect,57600,2,9,42.0139,-81.7171,8
CB,2018,transect,57475,2,8,42.197,-82.081,8
CB,2017,transect,57475,2,8,42.197,-82.081,8
CB,2015,transect,58100,3,25,42.0621,-80.7966,9
CB,2010,transect,57850,12,148,41.9429,-81.2071,9
CB,2013,transect,57225,2,7,41.7908,-81.3724,9
CB,2012,transect,57725,2,28,41.9153,-81.4302,9
CB,2012,transect,57850,4,21,42.4758,-81.4324,9
CB,2011,transect,57600,2,15,41.6821,-81.5675,9
CB,2012,transect,57600,2,46,41.8109,-81.6242,9
CB,2013,transect,57225,2,152,42.4015,-81.6776,9
CB,2011,transect,57600,2,10,42.0182,-81.7191,9
CB,2012,transect,57850,4,162,41.8758,-81.1792,10
CB,2010,transect,57850,12,56,42.3369,-81.3739,10
CB,2010,transect,57850,8,6,42.5465,-81.4625,10
CB,2013,transect,57225,2,153,42.4058,-81.6796,10
CB,2012,transect,57455,2,50,42.0373,-81.9898,10
CB,2018,transect,58100,2,2,41.9723,-80.7479,11
CB,2017,transect,58100,2,2,41.9723,-80.7479,11
CB,2010,transect,57850,11,162,41.8828,-81.1822,11
CB,2012,transect,57850,4,36,42.4117,-81.4064,11
CB,2010,transect,57850,7,17,42.5024,-81.4441,11
CB,2010,transect,57850,9,14,42.5134,-81.4487,11
CB,2012,transect,57600,1,47,41.8152,-81.6259,11
CB,2016,transect,57350,1,143,41.5432,-81.9796,11
CB,2013,transect,57225,2,8,41.7949,-81.3748,12
CB,2010,transect,57850,10,20,42.4895,-81.4392,12
CB,2010,transect,57850,8,17,42.5024,-81.4441,12
CB,2012,transect,57600,4,25,41.7241,-81.585,12
CB,2013,transect,57475,2,3,41.5402,-81.7479,12
CB,2018,transect,57475,2,156,41.575,-81.769,12
CB,2017,transect,57475,2,156,41.575,-81.769,12
CB,2012,transect,57725,2,4,41.7751,-81.366,13
CB,2018,transect,57725,2,1,42.4184,-81.6858,13
CB,2017,transect,57725,2,1,42.4184,-81.6858,13
CB,2018,transect,57475,2,157,41.5707,-81.7671,13
CB,2017,transect,57475,2,157,41.5707,-81.7671,13
CB,2013,transect,57225,2,4,41.778,-81.3664,14
CB,2011,transect,57600,2,16,41.6864,-81.5695,14
CB,2015,transect,58100,3,35,42.105,-80.8132,15
CB,2010,transect,57850,12,63,42.3067,-81.362,15
CB,2013,transect,57225,2,146,42.3763,-81.6647,15
CB,2011,transect,57600,2,5,41.9141,-81.6725,15
CB,2012,transect,57600,1,107,42.0613,-81.7393,15
CB,2012,transect,57455,2,33,42.0995,-82.0256,15
CB,2012,transect,57455,2,32,42.1035,-82.0273,15
CB,2012,transect,57850,4,57,42.322,-81.37,16
CB,2010,transect,57725,5,154,42.3898,-81.6724,16
CB,2018,transect,57475,2,47,42.0334,-81.9965,16
CB,2017,transect,57475,2,47,42.0334,-81.9965,16
CB,2013,transect,58100,2,149,42.6003,-81.0058,17
CB,2010,transect,57725,2,14,41.8151,-81.3857,17
CB,2013,transect,57850,2,14,42.5046,-81.4455,17
CB,2012,transect,57600,1,98,42.0241,-81.721,17
CB,2011,transect,57600,2,16,42.0436,-81.7313,17
CB,2012,transect,57600,1,111,42.078,-81.7466,17
CB,2018,transect,57975,2,37,42.4561,-81.2339,18
CB,2017,transect,57975,2,37,42.4561,-81.2339,18
CB,2018,transect,57975,2,15,42.5485,-81.281,18
CB,2017,transect,57975,2,15,42.5485,-81.281,18
CB,2018,transect,57600,2,7,41.6539,-81.5532,18
CB,2017,transect,57600,2,7,41.6539,-81.5532,18
CB,2018,transect,57475,2,3,42.218,-82.0916,18
CB,2017,transect,57475,2,3,42.218,-82.0916,18
CB,2018,transect,57475,2,2,42.2222,-82.0938,18
CB,2017,transect,57475,2,2,42.2222,-82.0938,18
CB,2012,transect,57850,1,142,41.9614,-81.2142,19
CB,2010,transect,57850,11,26,42.4639,-81.4294,19
CB,2011,transect,57850,2,10,42.5259,-81.4537,19
CB,2018,transect,57475,2,4,42.2139,-82.0894,19
CB,2017,transect,57475,2,4,42.2139,-82.0894,19
CB,2018,transect,57975,2,19,42.5317,-81.2722,20
CB,2017,transect,57975,2,19,42.5317,-81.2722,20
CB,2018,transect,57850,2,9,42.5278,-81.4555,20
CB,2017,transect,57850,2,9,42.5278,-81.4555,20
CB,2011,transect,57850,2,9,42.5302,-81.4557,20
CB,2018,transect,57475,2,150,41.6006,-81.7804,20
CB,2017,transect,57475,2,150,41.6006,-81.7804,20
CB,2015,transect,58100,3,28,42.0748,-80.8016,21
CB,2012,transect,57600,4,37,41.774,-81.6061,21
CB,2015,transect,58100,3,48,42.1612,-80.8347,22
CB,2016,transect,57975,2,3,41.8966,-80.9559,22
CB,2013,transect,58100,2,124,42.4909,-80.9708,22
CB,2016,transect,57850,2,167,41.8502,-81.1684,22
CB,2012,transect,57850,4,61,42.3054,-81.3614,22
CB,2010,transect,57850,9,15,42.5092,-81.4466,22
CB,2013,transect,57475,2,2,41.536,-81.7456,22
CB,2012,transect,57850,3,5,42.544,-81.4607,23
CB,2013,transect,57225,2,139,42.3468,-81.6498,23
CB,2013,transect,57350,2,86,42.1144,-82.2706,23
CB,2018,transect,57975,2,36,42.4603,-81.2359,24
CB,2017,transect,57975,2,36,42.4603,-81.2359,24
CB,2012,transect,57850,4,34,42.4202,-81.4103,24
CB,2012,transect,57600,4,24,41.7198,-81.5831,24
CB,2018,transect,57725,2,2,42.4142,-81.6837,25
CB,2017,transect,57725,2,2,42.4142,-81.6837,25
CB,2012,transect,57600,1,82,41.9565,-81.6911,25
CB,2014,transect,57350,2,5,42.0611,-82.2445,25
CB,2013,transect,57350,2,85,42.1101,-82.2684,25
CB,2015,transect,58100,3,44,42.1439,-80.828,26
CB,2012,transect,57725,2,5,41.7794,-81.3674,26
CB,2013,transect,57350,2,87,42.1185,-82.2727,26
CB,2012,transect,57850,1,140,41.97,-81.2178,27
CB,2010,transect,57850,12,66,42.2938,-81.3568,27
CB,2013,transect,57225,2,144,42.3679,-81.6606,27
CB,2013,transect,57475,2,4,41.5442,-81.7504,27
CB,2018,transect,57975,2,20,42.5275,-81.2701,28
CB,2017,transect,57975,2,20,42.5275,-81.2701,28
CB,2013,transect,57225,2,142,42.3594,-81.6563,28
CB,2011,transect,57600,2,21,42.0649,-81.741,28
CB,2018,transect,57475,2,154,41.5835,-81.7728,28
CB,2017,transect,57475,2,154,41.5835,-81.7728,28
CB,2013,transect,57995,2,9,42.5283,-81.269,29
CB,2010,transect,57850,12,59,42.324,-81.3687,29
CB,2010,transect,57850,8,7,42.5427,-81.4607,29
CB,2012,transect,57600,4,30,41.7446,-81.5955,29
CB,2012,transect,57600,1,108,42.0656,-81.7407,29
CB,2018,transect,57475,2,153,41.5878,-81.7747,29
CB,2017,transect,57475,2,153,41.5878,-81.7747,29
CB,2018,transect,57475,2,149,41.6049,-81.7823,29
CB,2017,transect,57475,2,149,41.6049,-81.7823,29
CB,2012,transect,57600,3,152,42.252,-81.8256,29
CB,2016,transect,57975,2,1,41.8797,-80.9477,30
CB,2018,transect,57475,2,9,42.1928,-82.0787,30
CB,2017,transect,57475,2,9,42.1928,-82.0787,30
CB,2015,transect,58100,3,29,42.0791,-80.8033,31
CB,2015,transect,58100,3,45,42.1482,-80.8297,31
CB,2011,transect,57850,2,11,42.5216,-81.452,31
CB,2012,transect,57600,1,93,42.003,-81.7118,31
CB,2011,transect,57600,2,20,42.0606,-81.7392,31
CB,2012,transect,57725,2,38,41.952,-81.4555,32
CB,2013,transect,57225,2,151,42.3973,-81.6755,32
CB,2011,transect,57475,2,5,42.2083,-82.0876,32
CB,2010,transect,57850,12,58,42.3283,-81.3705,33
CB,2010,transect,57850,10,19,42.4938,-81.441,33
CB,2014,transect,57350,2,6,42.0446,-82.2359,33
CB,2010,transect,57850,11,160,41.8914,-81.1857,34
CB,2013,transect,57995,2,2,42.558,-81.2833,34
CB,2018,transect,57975,2,64,42.3426,-81.1759,35
CB,2017,transect,57975,2,64,42.3426,-81.1759,35
CB,2010,transect,57850,12,60,42.3197,-81.367,35
CB,2013,transect,57995,2,11,42.5199,-81.2648,36
CB,2012,transect,57850,4,29,42.4414,-81.4193,36
CB,2016,transect,57600,2,5,41.6573,-81.5557,36
CB,2013,transect,57225,2,149,42.3889,-81.6711,36
CB,2010,transect,57850,12,147,41.9472,-81.209,37
CB,2018,transect,57975,2,16,42.5443,-81.2789,37
CB,2017,transect,57975,2,16,42.5443,-81.2789,37
CB,2018,transect,57725,2,152,41.7835,-81.3709,37
CB,2017,transect,57725,2,152,41.7835,-81.3709,37
CB,2018,transect,57475,2,62,41.9705,-81.9642,37
CB,2017,transect,57475,2,62,41.9705,-81.9642,37
CB,2018,transect,57475,2,7,42.2012,-82.0831,37
CB,2017,transect,57475,2,7,42.2012,-82.0831,37
CB,2015,transect,58100,3,27,42.0706,-80.7998,38
CB,2012,transect,57850,4,58,42.3177,-81.3685,38
CB,2010,transect,57850,11,25,42.4681,-81.4307,38
CB,2010,transect,57850,11,161,41.8871,-81.1839,39
CB,2013,transect,57995,2,5,42.5452,-81.2777,39
CB,2013,transect,57225,2,141,42.3552,-81.6541,39
CB,2016,transect,57725,2,3,41.779,-81.3663,40
CB,2011,transect,57600,2,4,41.9056,-81.6685,40
CB,2012,transect,57600,1,77,41.9355,-81.6812,40
CB,2012,transect,57850,4,42,42.3863,-81.395,41
CB,2018,transect,57725,2,124,41.9001,-81.4321,41
CB,2017,transect,57725,2,124,41.9001,-81.4321,41
CB,2011,transect,57600,2,7,42.0055,-81.713,41
CB,2018,transect,57475,2,152,41.5921,-81.7766,41
CB,2017,transect,57475,2,152,41.5921,-81.7766,41
CB,2018,transect,57725,2,156,41.7668,-81.3617,42
CB,2017,transect,57725,2,156,41.7668,-81.3617,42
CB,2012,transect,57850,4,26,42.4543,-81.425,42
CB,2010,transect,57850,10,21,42.4852,-81.4375,42
CB,2013,transect,58100,2,147,42.5915,-81.003,43
CB,2012,transect,57850,4,30,42.4372,-81.4174,43
CB,2012,transect,57850,3,2,42.5568,-81.4647,43
CB,2012,transect,57600,1,84,41.965,-81.6943,43
CB,2018,transect,57350,2,145,41.5362,-81.9767,43
CB,2017,transect,57350,2,145,41.5362,-81.9767,43
CB,2018,transect,57475,2,6,42.2054,-82.0852,43
CB,2017,transect,57475,2,6,42.2054,-82.0852,43
CB,2018,transect,57475,2,5,42.2097,-82.0873,43
CB,2017,transect,57475,2,5,42.2097,-82.0873,43
CB,2010,transect,57850,12,64,42.3024,-81.3604,44
CB,2010,transect,57850,11,24,42.4724,-81.4319,44
CB,2012,transect,57600,4,34,41.7614,-81.6012,44
CB,2013,transect,57475,2,7,41.5568,-81.7568,44
CB,2010,transect,57850,12,65,42.2981,-81.3587,45
CB,2012,transect,57850,4,28,42.4457,-81.4214,45
CB,2010,transect,57850,9,18,42.4981,-81.4426,45
CB,2011,transect,57850,2,12,42.5173,-81.4503,45
CB,2018,transect,57725,2,56,42.1874,-81.5676,45
CB,2017,transect,57725,2,56,42.1874,-81.5676,45
CB,2018,transect,57475,2,151,41.5963,-81.7785,45
CB,2017,transect,57475,2,151,41.5963,-81.7785,45
CB,2018,transect,57475,2,45,42.0418,-82.0009,45
CB,2017,transect,57475,2,45,42.0418,-82.0009,45
CB,2011,transect,57475,2,4,42.2124,-82.0903,45
CB,2018,transect,57975,2,35,42.4645,-81.2379,46
CB,2017,transect,57975,2,35,42.4645,-81.2379,46
CB,2018,transect,57725,2,125,41.8974,-81.4307,46
CB,2017,transect,57725,2,125,41.8974,-81.4307,46
CB,2015,transect,57600,2,3,41.634,-81.5465,46
CB,2018,transect,57725,2,7,42.3933,-81.6726,46
CB,2017,transect,57725,2,7,42.3933,-81.6726,46
CB,2011,transect,57600,2,14,42.0352,-81.7272,46
CB,2018,transect,57475,2,70,41.937,-81.947,46
CB,2017,transect,57475,2,70,41.937,-81.947,46
CB,2018,transect,57975,2,34,42.4687,-81.2399,47
CB,2017,transect,57975,2,34,42.4687,-81.2399,47
CB,2010,transect,57850,12,67,42.2894,-81.355,47
CB,2011,transect,57600,2,19,42.0564,-81.7372,47
CB,2014,transect,57350,2,12,41.9434,-82.1855,47
CB,2015,transect,58100,3,37,42.1137,-80.8165,48
CB,2015,transect,58100,3,43,42.1395,-80.8264,48
CB,2012,transect,57725,2,2,41.7664,-81.3631,48
CB,2018,transect,57725,2,29,42.3008,-81.6254,48
CB,2017,transect,57725,2,29,42.3008,-81.6254,48
CB,2016,transect,57350,1,3,42.137,-82.259,48
CB,2011,transect,57725,2,75,41.8689,-81.4099,49
CB,2014,transect,57350,2,4,42.078,-82.2531,49
CB,2015,transect,58100,3,47,42.1569,-80.8331,50
CB,2016,transect,57350,1,145,41.5347,-81.9757,50
CB,2018,transect,57475,2,18,42.1551,-82.0592,50
CB,2017,transect,57475,2,18,42.1551,-82.0592,50
CB,2018,transect,57475,2,44,42.046,-82.0029,51
CB,2017,transect,57475,2,44,42.046,-82.0029,51
CB,2015,transect,58100,3,39,42.1224,-80.8198,52
CB,2011,transect,57975,2,1,41.8788,-80.951,52
CB,2018,transect,57975,2,147,41.9933,-81.0026,52
CB,2017,transect,57975,2,147,41.9933,-81.0026,52
CB,2018,transect,57975,2,21,42.5233,-81.268,52
CB,2017,transect,57975,2,21,42.5233,-81.268,52
CB,2010,transect,57850,12,61,42.3154,-81.3653,52
CB,2010,transect,57850,7,16,42.5051,-81.447,52
CB,2012,transect,57600,1,100,42.0323,-81.7252,52
CB,2015,transect,58100,3,26,42.0664,-80.7983,53
CB,2013,transect,57850,2,17,42.4917,-81.4401,53
CB,2018,transect,57725,2,57,42.1832,-81.5655,53
CB,2017,transect,57725,2,57,42.1832,-81.5655,53
CB,2012,transect,57850,4,64,42.2926,-81.3572,54
CB,2012,transect,57850,4,25,42.4585,-81.4263,54
CB,2010,transect,57600,2,131,41.6926,-81.5738,54
CB,2013,transect,57225,2,143,42.3636,-81.6585,54
CB,2018,transect,57475,2,42,42.0544,-82.0073,54
CB,2017,transect,57475,2,42,42.0544,-82.0073,54
CB,2013,transect,57850,2,12,42.5131,-81.4492,55
CB,2010,transect,57850,8,9,42.5345,-81.4566,55
CB,2014,transect,57350,2,15,41.8931,-82.1601,55
CB,2014,transect,57350,2,9,41.9939,-82.2108,55
CB,2013,transect,57225,2,150,42.3931,-81.6733,56
CB,2018,transect,57475,2,148,41.6091,-81.7841,56
CB,2017,transect,57475,2,148,41.6091,-81.7841,56
CB,2013,transect,58100,2,135,42.5391,-80.9861,57
CB,2013,transect,57475,2,1,41.5319,-81.7433,57
CB,2010,transect,57850,12,62,42.311,-81.3637,58
CB,2018,transect,57725,2,154,41.7752,-81.3663,58
CB,2017,transect,57725,2,154,41.7752,-81.3663,58
CB,2018,transect,57725,2,126,41.892,-81.4288,58
CB,2017,transect,57725,2,126,41.892,-81.4288,58
CB,2018,transect,57975,2,18,42.5359,-81.2743,59
CB,2017,transect,57975,2,18,42.5359,-81.2743,59
CB,2012,transect,57600,1,110,42.074,-81.7441,59
CB,2018,transect,57475,2,115,41.7485,-81.8501,59
CB,2017,transect,57475,2,115,41.7485,-81.8501,59
CB,2014,transect,57350,2,8,42.0107,-82.2195,59
CB,2018,transect,57975,2,33,42.4729,-81.2422,60
CB,2017,transect,57975,2,33,42.4729,-81.2422,60
CB,2016,transect,57725,2,4,41.7874,-81.3706,60
CB,2018,transect,57725,2,140,41.8332,-81.3987,60
CB,2017,transect,57725,2,140,41.8332,-81.3987,60
CB,2011,transect,57850,2,16,42.4998,-81.4441,60
CB,2012,transect,57600,2,91,41.9944,-81.7086,60
CB,2012,transect,57455,2,154,41.6379,-81.7621,60
CB,2012,transect,57600,4,143,42.2139,-81.8077,60
CB,2010,transect,57850,9,21,42.4852,-81.4375,61
CB,2018,transect,57725,2,63,42.158,-81.5524,61
CB,2017,transect,57725,2,63,42.158,-81.5524,61
CB,2016,transect,57850,2,166,41.8545,-81.1702,62
CB,2018,transect,57725,2,141,41.8291,-81.3965,62
CB,2017,transect,57725,2,141,41.8291,-81.3965,62
CB,2018,transect,57350,2,144,41.5405,-81.9787,63
CB,2017,transect,57350,2,144,41.5405,-81.9787,63
CB,2012,transect,57455,2,155,41.6344,-81.7593,64
CB,2012,transect,57850,1,145,41.9485,-81.2092,65
CB,2018,transect,57975,2,22,42.5191,-81.2659,65
CB,2017,transect,57975,2,22,42.5191,-81.2659,65
CB,2011,transect,57600,2,22,42.0691,-81.743,65
CB,2016,transect,57975,2,2,41.8881,-80.9517,66
CB,2018,transect,57975,2,155,41.9595,-80.9862,66
CB,2017,transect,57975,2,155,41.9595,-80.9862,66
CB,2018,transect,57975,2,43,42.4309,-81.2209,66
CB,2017,transect,57975,2,43,42.4309,-81.2209,66
CB,2012,transect,57850,4,23,42.4671,-81.4294,66
CB,2010,transect,57850,10,22,42.4809,-81.4356,66
CB,2010,transect,57850,11,27,42.4598,-81.4271,67
CB,2011,transect,57850,2,13,42.5129,-81.4487,67
CB,2012,transect,57600,4,45,41.8065,-81.6233,67
CB,2013,transect,58100,2,1,41.9644,-80.7465,68
CB,2015,transect,58100,3,49,42.1656,-80.8362,68
CB,2010,transect,57850,10,167,41.8613,-81.1732,68
CB,2012,transect,57850,4,22,42.4716,-81.4306,68
CB,2010,transect,57850,9,20,42.4895,-81.4392,68
CB,2018,transect,57975,2,157,41.9519,-80.9825,69
CB,2017,transect,57975,2,157,41.9519,-80.9825,69
CB,2012,transect,57455,2,31,42.1074,-82.03,69
CB,2018,transect,57975,2,17,42.5401,-81.2766,70
CB,2017,transect,57975,2,17,42.5401,-81.2766,70
CB,2010,transect,57850,8,18,42.4981,-81.4426,70
CB,2010,transect,57600,2,130,41.6968,-81.5759,70
CB,2012,transect,57600,4,54,41.8389,-81.6479,70
CB,2013,transect,57225,2,148,42.3847,-81.669,70
CB,2013,transect,57350,1,10,41.7942,-82.1102,70
CB,2018,transect,57975,2,111,42.1448,-81.0771,71
CB,2017,transect,57975,2,111,42.1448,-81.0771,71
CB,2018,transect,57975,2,38,42.4518,-81.2318,71
CB,2017,transect,57975,2,38,42.4518,-81.2318,71
CB,2011,transect,57475,2,42,41.5408,-81.757,71
CB,2018,transect,57475,2,52,42.0125,-81.9857,71
