Basin,Year,type,TRANSECT,LAYER,Interval,Lat_M,Lon_M,NperHa
CB,2018,transect,57725,2,130,41.8754,-81.4196,180
CB,2017,transect,57725,2,130,41.8754,-81.4196,180
CB,2010,transect,57850,10,164,41.8742,-81.1784,181
CB,2010,transect,57850,12,140,41.9773,-81.2209,181
CB,2010,transect,57850,12,110,42.1059,-81.2743,181
CB,2010,transect,57850,5,95,42.1698,-81.3026,181
CB,2012,transect,57600,4,38,41.7784,-81.6076,181
CB,2012,transect,57600,2,80,41.9482,-81.6864,181
CB,2013,transect,57995,2,92,42.1783,-81.0953,182
CB,2018,transect,57350,2,53,41.9265,-82.1589,182
CB,2017,transect,57350,2,53,41.9265,-82.1589,182
CB,2013,transect,57995,2,143,41.9635,-80.9887,183
CB,2011,transect,57600,2,8,42.0097,-81.7151,183
CB,2018,transect,57975,2,131,42.0608,-81.0351,184
CB,2017,transect,57975,2,131,42.0608,-81.0351,184
CB,2010,transect,57850,12,118,42.0712,-81.2604,184
CB,2013,transect,57225,2,137,42.3384,-81.6456,184
CB,2010,transect,57600,2,77,41.9208,-81.6748,184
CB,2012,transect,57455,2,44,42.0579,-82.0098,184
CB,2018,transect,57975,2,126,42.0816,-81.0463,185
CB,2017,transect,57975,2,126,42.0816,-81.0463,185
CB,2018,transect,57850,2,7,42.5364,-81.459,185
CB,2017,transect,57850,2,7,42.5364,-81.459,185
CB,2018,transect,57725,2,70,42.1286,-81.5376,185
CB,2017,transect,57725,2,70,42.1286,-81.5376,185
CB,2013,transect,57225,2,136,42.3342,-81.6435,185
CB,2013,transect,57995,2,42,42.3891,-81.1995,186
CB,2012,transect,57600,4,49,41.8232,-81.6308,187
CB,2016,transect,57600,2,142,42.2396,-81.8237,187
CB,2015,transect,57600,2,149,42.2559,-81.8272,187
CB,2018,transect,57475,2,88,41.8614,-81.9084,187
CB,2017,transect,57475,2,88,41.8614,-81.9084,187
CB,2018,transect,57350,2,5,42.1298,-82.2547,187
CB,2017,transect,57350,2,5,42.1298,-82.2547,187
CB,2010,transect,57850,12,89,42.1954,-81.3143,188
CB,2013,transect,57850,2,19,42.4831,-81.4365,188
CB,2010,transect,57850,8,13,42.5178,-81.4503,188
CB,2013,transect,57225,2,140,42.351,-81.652,188
CB,2016,transect,57350,2,64,41.8783,-82.1368,188
CB,2013,transect,58100,2,139,42.5566,-80.9917,189
CB,2012,transect,57725,2,33,41.9344,-81.4425,189
CB,2010,transect,57850,6,17,42.5024,-81.4441,189
CB,2011,transect,57600,2,24,42.0777,-81.7467,189
CB,2018,transect,57475,2,37,42.0754,-82.0181,189
CB,2017,transect,57475,2,37,42.0754,-82.0181,189
CB,2018,transect,57975,2,41,42.4393,-81.225,190
CB,2017,transect,57975,2,41,42.4393,-81.225,190
CB,2018,transect,57975,2,25,42.5065,-81.2595,190
CB,2017,transect,57975,2,25,42.5065,-81.2595,190
CB,2018,transect,57725,1,1,42.4184,-81.6858,190
CB,2017,transect,57725,1,1,42.4184,-81.6858,190
CB,2012,transect,57455,2,156,41.631,-81.7565,190
CB,2013,transect,58100,2,129,42.5128,-80.9777,191
CB,2012,transect,57850,4,45,42.3737,-81.3893,191
CB,2012,transect,57725,2,26,41.9068,-81.4285,191
CB,2013,transect,57850,2,16,42.4959,-81.4419,191
CB,2018,transect,57725,2,30,42.2966,-81.6233,191
CB,2017,transect,57725,2,30,42.2966,-81.6233,191
CB,2012,transect,57850,1,139,41.9743,-81.2196,192
CB,2012,transect,57850,4,44,42.3782,-81.3903,192
CB,2012,transect,57725,2,120,42.2267,-81.5861,193
CB,2018,transect,57725,2,15,42.3596,-81.6555,193
CB,2017,transect,57725,2,15,42.3596,-81.6555,193
CB,2013,transect,57995,2,142,41.9676,-80.991,194
CB,2010,transect,57850,12,115,42.0845,-81.2647,194
CB,2010,transect,57850,11,52,42.354,-81.3814,194
CB,2011,transect,57975,2,5,41.9121,-80.965,195
CB,2013,transect,58100,2,145,42.5828,-81.0002,195
CB,2012,transect,57850,4,65,42.2886,-81.3545,195
CB,2013,transect,57225,2,66,42.0393,-81.4958,195
CB,2012,transect,57455,2,51,42.035,-81.9848,195
CB,2013,transect,57995,2,45,42.3765,-81.1933,196
CB,2018,transect,57475,2,123,41.7148,-81.8339,196
CB,2017,transect,57475,2,123,41.7148,-81.8339,196
CB,2018,transect,57475,2,12,42.1803,-82.072,196
CB,2017,transect,57475,2,12,42.1803,-82.072,196
CB,2016,transect,57350,1,85,41.7893,-82.0948,196
CB,2016,transect,57850,2,14,42.506,-81.4463,197
CB,2012,transect,57600,4,68,41.898,-81.6643,197
CB,2013,transect,57995,2,48,42.3638,-81.1868,198
CB,2010,transect,57850,7,8,42.5384,-81.4591,198
CB,2011,transect,57725,2,7,42.3878,-81.658,198
CB,2012,transect,57600,4,66,41.8896,-81.6608,198
CB,2018,transect,57600,2,136,42.2015,-81.807,198
CB,2017,transect,57600,2,136,42.2015,-81.807,198
CB,2013,transect,57995,2,43,42.3849,-81.1974,199
CB,2012,transect,57850,3,12,42.5137,-81.4496,199
CB,2011,transect,57600,2,5,41.997,-81.709,199
CB,2013,transect,58100,2,118,42.4647,-80.9623,200
CB,2013,transect,58100,2,133,42.5304,-80.9832,200
CB,2010,transect,57850,9,52,42.354,-81.3814,200
CB,2013,transect,57995,2,131,42.0141,-81.0135,201
CB,2010,transect,57850,11,32,42.4386,-81.4174,201
CB,2018,transect,57725,2,128,41.8838,-81.4239,201
CB,2017,transect,57725,2,128,41.8838,-81.4239,201
CB,2018,transect,57975,2,103,42.1786,-81.0936,202
CB,2017,transect,57975,2,103,42.1786,-81.0936,202
CB,2013,transect,57995,2,30,42.4398,-81.2247,202
CB,2013,transect,57225,2,76,42.0814,-81.5169,202
CB,2013,transect,57225,2,123,42.2794,-81.616,202
CB,2014,transect,57600,2,30,42.1291,-81.7587,202
CB,2011,transect,57475,2,40,41.5579,-81.7644,202
CB,2013,transect,57995,2,87,42.1992,-81.1054,203
CB,2012,transect,57600,1,76,41.9317,-81.6779,203
CB,2012,transect,57600,2,82,41.9565,-81.6911,203
CB,2016,transect,57475,2,13,41.7334,-81.8544,203
CB,2010,transect,57850,12,113,42.093,-81.2687,204
CB,2016,transect,57725,2,19,41.9127,-81.4358,204
CB,2018,transect,57975,2,115,42.128,-81.0688,205
CB,2017,transect,57975,2,115,42.128,-81.0688,205
CB,2010,transect,57850,12,111,42.1016,-81.2724,205
CB,2010,transect,57850,3,104,42.1315,-81.2857,205
CB,2010,transect,57850,11,33,42.4343,-81.4155,205
CB,2016,transect,57600,2,8,41.67,-81.5616,205
CB,2014,transect,57600,2,29,42.1123,-81.7509,205
CB,2018,transect,57475,2,36,42.0796,-82.0202,205
CB,2017,transect,57475,2,36,42.0796,-82.0202,205
CB,2018,transect,57975,2,114,42.1321,-81.0704,206
CB,2017,transect,57975,2,114,42.1321,-81.0704,206
CB,2012,transect,57850,4,43,42.3825,-81.3919,206
CB,2013,transect,57850,2,22,42.4702,-81.4311,206
CB,2010,transect,57850,6,9,42.5345,-81.4566,206
CB,2010,transect,57850,7,7,42.5427,-81.4607,206
CB,2012,transect,57455,2,106,41.8261,-81.8763,206
CB,2012,transect,57850,3,3,42.5525,-81.4632,207
CB,2013,transect,57225,2,69,42.0518,-81.5023,207
CB,2010,transect,57725,3,141,42.3354,-81.6445,207
CB,2018,transect,57475,2,109,41.7737,-81.8628,207
CB,2017,transect,57475,2,109,41.7737,-81.8628,207
CB,2012,transect,57850,1,120,42.0553,-81.2552,208
CB,2018,transect,57725,2,45,42.2336,-81.5911,208
CB,2017,transect,57725,2,45,42.2336,-81.5911,208
CB,2012,transect,57600,1,79,41.9439,-81.6851,208
CB,2011,transect,57600,2,6,42.0012,-81.711,208
CB,2016,transect,57475,2,16,41.7596,-81.866,208
CB,2016,transect,57350,2,52,41.9293,-82.1607,208
CB,2013,transect,58100,2,146,42.5872,-81.0016,209
CB,2012,transect,57725,2,21,41.8865,-81.42,209
CB,2013,transect,57225,2,127,42.2963,-81.6244,209
CB,2012,transect,57850,2,140,41.97,-81.2178,210
CB,2016,transect,57350,1,1,42.1456,-82.2627,210
CB,2018,transect,57975,2,140,42.0227,-81.0173,211
CB,2017,transect,57975,2,140,42.0227,-81.0173,211
CB,2016,transect,57600,2,9,41.6743,-81.5635,211
CB,2012,transect,57455,2,6,42.2045,-82.087,211
CB,2010,transect,57850,10,52,42.354,-81.3814,212
CB,2018,transect,57475,2,64,41.9621,-81.9599,213
CB,2017,transect,57475,2,64,41.9621,-81.9599,213
CB,2018,transect,57475,2,57,41.9914,-81.9751,213
CB,2017,transect,57475,2,57,41.9914,-81.9751,213
CB,2016,transect,57600,2,141,42.2354,-81.8216,214
CB,2011,transect,57600,2,20,41.7034,-81.5774,215
CB,2010,transect,57850,7,15,42.5092,-81.4466,216
CB,2013,transect,57225,2,48,41.9635,-81.4581,216
CB,2010,transect,57850,3,8,42.5384,-81.4591,216
CB,2012,transect,57600,2,84,41.965,-81.6943,216
CB,2013,transect,57995,2,93,42.1743,-81.0926,217
CB,2018,transect,57975,2,57,42.3721,-81.1909,217
CB,2017,transect,57975,2,57,42.3721,-81.1909,217
CB,2010,transect,57850,5,82,42.2251,-81.328,217
CB,2010,transect,57850,6,59,42.324,-81.3687,217
CB,2010,transect,57850,11,51,42.3582,-81.3835,217
CB,2018,transect,57725,2,109,41.9632,-81.462,217
CB,2017,transect,57725,2,109,41.9632,-81.462,217
CB,2013,transect,57225,2,124,42.2836,-81.6181,217
CB,2013,transect,57475,1,71,41.8255,-81.8916,217
CB,2012,transect,57455,2,24,42.1329,-82.0483,217
CB,2016,transect,57975,2,8,41.9388,-80.9765,218
CB,2018,transect,57725,2,42,42.2462,-81.5976,218
CB,2017,transect,57725,2,42,42.2462,-81.5976,218
CB,2012,transect,57455,2,48,42.042,-81.9997,218
CB,2016,transect,57350,2,53,41.925,-82.1587,218
CB,2014,transect,57600,2,17,41.9078,-81.659,219
CB,2010,transect,57725,3,153,42.3855,-81.6704,219
CB,2012,transect,57455,2,5,42.2086,-82.0886,219
CB,2010,transect,57850,5,9,42.5345,-81.4566,220
CB,2014,transect,57600,2,2,41.6524,-81.5434,220
CB,2016,transect,57350,1,130,41.5983,-82.0056,220
CB,2018,transect,57975,2,141,42.0185,-81.0153,221
CB,2017,transect,57975,2,141,42.0185,-81.0153,221
CB,2010,transect,57850,12,75,42.2552,-81.3406,221
CB,2018,transect,57725,2,28,42.305,-81.6276,221
CB,2017,transect,57725,2,28,42.305,-81.6276,221
CB,2013,transect,57995,2,101,42.1405,-81.0759,222
CB,2010,transect,57850,6,63,42.3067,-81.362,222
CB,2011,transect,57600,2,25,42.082,-81.7485,222
CB,2018,transect,57975,2,110,42.149,-81.0792,223
CB,2017,transect,57975,2,110,42.149,-81.0792,223
CB,2012,transect,57725,2,111,42.1919,-81.571,223
CB,2011,transect,57600,2,6,41.9227,-81.6763,223
CB,2010,transect,57850,5,79,42.238,-81.3336,224
CB,2018,transect,57725,2,134,41.8585,-81.4114,224
CB,2017,transect,57725,2,134,41.8585,-81.4114,224
CB,2012,transect,57725,2,95,42.1314,-81.5391,224
CB,2010,transect,57725,4,154,42.3898,-81.6724,224
CB,2012,transect,57725,2,31,41.9271,-81.4358,225
CB,2013,transect,57225,2,74,42.0729,-81.5127,225
CB,2018,transect,57475,2,76,41.9117,-81.9342,225
CB,2017,transect,57475,2,76,41.9117,-81.9342,225
CB,2018,transect,57725,2,110,41.9594,-81.461,226
CB,2017,transect,57725,2,110,41.9594,-81.461,226
CB,2012,transect,57725,2,44,41.9776,-81.4637,226
CB,2013,transect,57225,2,51,41.976,-81.4648,226
CB,2013,transect,57995,2,140,41.9761,-80.995,227
CB,2010,transect,57850,6,7,42.5427,-81.4607,227
CB,2013,transect,58100,2,32,42.0958,-80.8081,228
CB,2018,transect,57975,2,40,42.4435,-81.2272,228
CB,2017,transect,57975,2,40,42.4435,-81.2272,228
CB,2010,transect,57850,6,10,42.5306,-81.4547,228
CB,2018,transect,57725,2,113,41.9467,-81.4551,228
CB,2017,transect,57725,2,113,41.9467,-81.4551,228
CB,2016,transect,57475,2,1,41.6321,-81.8052,229
CB,2010,transect,57850,6,13,42.5178,-81.4503,230
CB,2012,transect,57600,2,86,41.9735,-81.698,230
CB,2018,transect,57475,2,13,42.1761,-82.0698,230
CB,2017,transect,57475,2,13,42.1761,-82.0698,230
CB,2018,transect,57350,2,4,42.1341,-82.2565,230
CB,2017,transect,57350,2,4,42.1341,-82.2565,230
CB,2013,transect,57995,2,97,42.1573,-81.0845,231
CB,2012,transect,57850,1,144,41.9527,-81.211,231
CB,2012,transect,57600,2,60,41.8647,-81.6488,231
CB,2012,transect,57455,2,28,42.1192,-82.0359,231
CB,2011,transect,57850,2,19,42.4866,-81.4394,232
CB,2018,transect,57975,2,107,42.1616,-81.0855,233
CB,2017,transect,57975,2,107,42.1616,-81.0855,233
CB,2018,transect,57975,2,104,42.1744,-81.0913,233
CB,2017,transect,57975,2,104,42.1744,-81.0913,233
CB,2013,transect,58100,2,131,42.5216,-80.9806,234
CB,2018,transect,57975,2,121,42.1028,-81.0563,234
CB,2017,transect,57975,2,121,42.1028,-81.0563,234
CB,2013,transect,57850,2,18,42.4874,-81.4383,234
CB,2019,transect,58750,1,1,42.5626,-81.4696,234
CB,2018,transect,57725,2,40,42.2546,-81.6019,234
CB,2017,transect,57725,2,40,42.2546,-81.6019,234
CB,2011,transect,57975,2,7,41.9281,-80.9727,235
CB,2018,transect,57975,2,122,42.0987,-81.0539,235
CB,2017,transect,57975,2,122,42.0987,-81.0539,235
CB,2018,transect,57975,2,118,42.116,-81.063,235
CB,2017,transect,57975,2,118,42.116,-81.063,235
CB,2018,transect,57725,2,129,41.8797,-81.4216,235
CB,2017,transect,57725,2,129,41.8797,-81.4216,235
CB,2011,transect,57600,2,2,41.8886,-81.6608,235
CB,2012,transect,57725,2,34,41.9371,-81.4459,236
CB,2012,transect,57600,2,52,41.8346,-81.6381,236
CB,2010,transect,57600,2,129,41.7013,-81.5769,237
CB,2018,transect,57475,2,50,42.0208,-81.9901,237
CB,2017,transect,57475,2,50,42.0208,-81.9901,237
CB,2018,transect,57725,2,60,42.1706,-81.559,238
CB,2017,transect,57725,2,60,42.1706,-81.559,238
CB,2012,transect,57600,1,86,41.9735,-81.698,238
CB,2013,transect,57995,2,146,41.9509,-80.9822,239
CB,2013,transect,57995,2,40,42.3976,-81.2036,239
CB,2013,transect,57995,2,33,42.4271,-81.2184,239
CB,2018,transect,57475,2,31,42.1006,-82.031,239
CB,2017,transect,57475,2,31,42.1006,-82.031,239
CB,2018,transect,57975,2,133,42.0522,-81.0309,240
CB,2017,transect,57975,2,133,42.0522,-81.0309,240
CB,2013,transect,57225,2,23,41.8587,-81.4064,240
CB,2012,transect,57455,2,47,42.0458,-82.0028,241
CB,2010,transect,57850,12,138,41.986,-81.2243,243
CB,2012,transect,57725,2,43,41.9736,-81.4616,243
CB,2010,transect,57850,6,5,42.5506,-81.4643,243
CB,2010,transect,57725,6,147,42.3604,-81.6576,243
CB,2018,transect,57475,2,15,42.1677,-82.0656,243
CB,2017,transect,57475,2,15,42.1677,-82.0656,243
CB,2018,transect,57975,2,129,42.0688,-81.0395,244
CB,2017,transect,57975,2,129,42.0688,-81.0395,244
CB,2010,transect,57850,5,91,42.1869,-81.3101,244
CB,2012,transect,57850,4,69,42.272,-81.347,244
CB,2010,transect,57850,7,11,42.5265,-81.4529,244
CB,2013,transect,57995,2,90,42.1865,-81.1001,245
CB,2010,transect,57600,1,148,41.6223,-81.5403,245
CB,2018,transect,57975,2,58,42.3678,-81.1888,246
CB,2017,transect,57975,2,58,42.3678,-81.1888,246
CB,2012,transect,57850,1,126,42.0295,-81.245,246
CB,2010,transect,57850,12,78,42.2423,-81.3352,247
CB,2016,transect,57475,2,34,41.9116,-81.9353,247
CB,2018,transect,57975,2,26,42.5023,-81.2572,248
CB,2017,transect,57975,2,26,42.5023,-81.2572,248
CB,2013,transect,57995,2,14,42.5072,-81.2586,248
CB,2010,transect,57850,12,79,42.238,-81.3336,249
CB,2011,transect,57600,2,49,41.8272,-81.6325,250
CB,2012,transect,57455,2,105,41.8303,-81.8774,250
CB,2012,transect,57850,1,146,41.9442,-81.2077,251
CB,2011,transect,57975,2,10,41.9533,-80.9818,252
CB,2013,transect,57225,2,88,42.1319,-81.5421,252
CB,2010,transect,57850,12,116,42.0806,-81.2631,253
CB,2012,transect,57725,2,114,42.2036,-81.5761,253
CB,2010,transect,57725,4,160,42.4153,-81.6841,253
CB,2014,transect,57350,2,33,41.5901,-82.0088,253
CB,2018,transect,57725,1,156,41.7668,-81.3617,254
CB,2017,transect,57725,1,156,41.7668,-81.3617,254
CB,2010,transect,57850,11,30,42.4471,-81.4211,254
CB,2012,transect,57850,3,14,42.5052,-81.4458,254
CB,2013,transect,57225,1,65,42.035,-81.4939,254
CB,2018,transect,57725,2,38,42.263,-81.6062,254
CB,2017,transect,57725,2,38,42.263,-81.6062,254
CB,2013,transect,57475,1,40,41.6949,-81.827,254
CB,2013,transect,57475,1,70,41.8212,-81.8899,254
CB,2012,transect,57725,2,49,41.9946,-81.4748,255
CB,2018,transect,57725,2,49,42.2168,-81.5826,255
CB,2017,transect,57725,2,49,42.2168,-81.5826,255
CB,2018,transect,57475,2,69,41.9411,-81.9492,255
CB,2017,transect,57475,2,69,41.9411,-81.9492,255
CB,2016,transect,57350,2,29,42.0268,-82.2068,255
CB,2013,transect,57225,2,31,41.8918,-81.4225,256
CB,2014,transect,57600,2,35,42.2144,-81.7971,256
CB,2013,transect,58100,2,125,42.4953,-80.9722,257
CB,2018,transect,57975,2,44,42.4266,-81.2189,257
CB,2017,transect,57975,2,44,42.4266,-81.2189,257
CB,2018,transect,57725,2,133,41.8627,-81.4136,257
CB,2017,transect,57725,2,133,41.8627,-81.4136,257
CB,2013,transect,57225,2,56,41.9969,-81.4747,257
CB,2010,transect,57850,5,151,41.9301,-81.2015,258
CB,2016,transect,57725,2,6,41.8042,-81.3792,258
CB,2013,transect,57225,2,73,42.0687,-81.5106,258
CB,2014,transect,57600,2,15,41.8739,-81.643,258
CB,2018,transect,57350,2,54,41.9222,-82.1569,258
CB,2017,transect,57350,2,54,41.9222,-82.1569,258
CB,2010,transect,57850,6,12,42.5222,-81.4516,259
CB,2018,transect,57725,2,66,42.1454,-81.546,259
CB,2017,transect,57725,2,66,42.1454,-81.546,259
CB,2018,transect,57475,2,38,42.0712,-82.0159,259
CB,2017,transect,57475,2,38,42.0712,-82.0159,259
CB,2018,transect,57975,2,156,41.9553,-80.9841,260
CB,2017,transect,57975,2,156,41.9553,-80.9841,260
CB,2016,transect,57975,2,12,41.9723,-80.9943,260
CB,2010,transect,57850,12,80,42.2337,-81.3316,260
CB,2010,transect,57850,5,122,42.0543,-81.2533,261
CB,2013,transect,57225,2,75,42.0772,-81.5148,261
CB,2010,transect,57850,3,98,42.1572,-81.2963,262
CB,2010,transect,57850,12,85,42.2124,-81.3221,262
CB,2013,transect,57225,2,63,42.0264,-81.4899,262
CB,2016,transect,57350,2,55,41.9166,-82.1548,262
CB,2016,transect,57975,2,4,41.905,-80.9601,263
CB,2010,transect,57725,3,160,42.4153,-81.6841,263
CB,2013,transect,57995,2,37,42.4102,-81.2101,264
CB,2010,transect,57850,12,105,42.1272,-81.2839,265
CB,2013,transect,57225,2,21,41.8496,-81.402,265
CB,2011,transect,57600,2,4,41.9928,-81.707,265
CB,2016,transect,57350,1,103,41.7129,-82.0592,265
CB,2013,transect,57350,2,71,42.0511,-82.2389,265
CB,2016,transect,57850,2,10,42.5232,-81.4534,266
CB,2010,transect,57850,6,69,42.2809,-81.3513,270
CB,2016,transect,57350,2,77,41.8232,-82.1107,270
CB,2018,transect,57725,2,39,42.2588,-81.6041,271
CB,2017,transect,57725,2,39,42.2588,-81.6041,271
CB,2012,transect,57600,2,99,42.0281,-81.724,271
CB,2018,transect,57975,1,63,42.3468,-81.1781,272
CB,2017,transect,57975,1,63,42.3468,-81.1781,272
CB,2018,transect,57725,2,5,42.4016,-81.677,272
CB,2017,transect,57725,2,5,42.4016,-81.677,272
CB,2016,transect,57350,1,98,41.7341,-82.0691,272
CB,2010,transect,57850,11,100,42.1487,-81.2925,273
CB,2013,transect,57995,2,24,42.4651,-81.2375,274
CB,2011,transect,57600,2,22,41.7119,-81.5813,274
CB,2018,transect,57475,2,112,41.7613,-81.8558,274
CB,2017,transect,57475,2,112,41.7613,-81.8558,274
CB,2018,transect,57975,2,139,42.027,-81.0191,275
CB,2017,transect,57975,2,139,42.027,-81.0191,275
CB,2013,transect,57995,2,3,42.5537,-81.2813,275
CB,2010,transect,57725,4,153,42.3855,-81.6704,275
CB,2011,transect,57850,2,18,42.4911,-81.4411,276
CB,2013,transect,57350,2,70,42.0469,-82.2368,276
CB,2010,transect,57850,11,98,42.1572,-81.2963,277
CB,2010,transect,57850,6,19,42.4938,-81.441,277
CB,2012,transect,57725,2,90,42.1113,-81.5306,277
CB,2010,transect,57725,3,140,42.3311,-81.6427,277
CB,2012,transect,57455,2,54,42.0231,-81.9773,277
CB,2011,transect,57475,2,4,41.8608,-81.9163,278
CB,2018,transect,57725,2,54,42.1958,-81.5719,279
CB,2017,transect,57725,2,54,42.1958,-81.5719,279
CB,2018,transect,57475,2,51,42.0166,-81.988,279
CB,2017,transect,57475,2,51,42.0166,-81.988,279
CB,2018,transect,57975,2,128,42.0733,-81.0419,280
CB,2017,transect,57975,2,128,42.0733,-81.0419,280
CB,2018,transect,57475,2,116,41.7443,-81.8481,280
CB,2017,transect,57475,2,116,41.7443,-81.8481,280
CB,2018,transect,57475,2,73,41.9244,-81.9405,280
CB,2017,transect,57475,2,73,41.9244,-81.9405,280
CB,2013,transect,57995,2,46,42.3723,-81.191,281
CB,2010,transect,57725,4,139,42.3269,-81.6404,281
CB,2010,transect,57850,11,103,42.1357,-81.2875,282
CB,2010,transect,57850,11,34,42.43,-81.4141,282
CB,2010,transect,57850,10,163,41.8786,-81.1803,283
CB,2010,transect,57850,12,121,42.0585,-81.2555,284
CB,2010,transect,57850,12,81,42.2294,-81.33,284
CB,2011,transect,57725,2,74,41.875,-81.4143,284
CB,2018,transect,57475,2,89,41.8572,-81.9062,284
CB,2017,transect,57475,2,89,41.8572,-81.9062,284
CB,2010,transect,57850,10,159,41.8957,-81.1875,285
CB,2013,transect,57995,2,41,42.3934,-81.2015,285
CB,2013,transect,57995,2,133,42.0057,-81.0092,286
CB,2018,transect,57975,1,78,42.2838,-81.1462,286
CB,2017,transect,57975,1,78,42.2838,-81.1462,286
CB,2010,transect,57850,3,91,42.1869,-81.3101,286
CB,2010,transect,57850,12,86,42.2082,-81.3201,286
CB,2018,transect,57725,2,139,41.8375,-81.4007,286
CB,2017,transect,57725,2,139,41.8375,-81.4007,286
CB,2013,transect,57995,2,147,41.9466,-80.9803,287
CB,2013,transect,57225,2,125,42.2878,-81.6202,287
CB,2012,transect,57455,2,46,42.0497,-82.0058,287
CB,2012,transect,57600,4,67,41.894,-81.6619,288
CB,2013,transect,57225,2,11,41.8075,-81.3811,289
CB,2013,transect,57225,1,40,41.9298,-81.441,290
CB,2016,transect,57350,1,144,41.539,-81.9777,290
CB,2013,transect,58100,2,144,42.5784,-80.9988,291
CB,2011,transect,57850,2,19,42.1212,-81.2832,291
CB,2018,transect,57975,2,112,42.1406,-81.0749,292
CB,2017,transect,57975,2,112,42.1406,-81.0749,292
CB,2010,transect,57850,10,165,41.8699,-81.1768,292
CB,2010,transect,57850,8,22,42.4809,-81.4356,292
CB,2012,transect,57725,2,32,41.9312,-81.438,292
CB,2012,transect,57455,2,30,42.1113,-82.0325,292
CB,2010,transect,57850,11,99,42.153,-81.2944,293
CB,2010,transect,57850,9,53,42.3497,-81.3795,293
CB,2013,transect,57225,2,49,41.9676,-81.4605,293
CB,2013,transect,57225,2,70,42.056,-81.5045,293
CB,2010,transect,57725,5,152,42.3815,-81.6675,293
CB,2018,transect,57475,2,117,41.7398,-81.8459,293
CB,2017,transect,57475,2,117,41.7398,-81.8459,293
CB,2013,transect,58100,2,138,42.5522,-80.9905,294
CB,2018,transect,57725,2,143,41.8208,-81.3916,294
CB,2017,transect,57725,2,143,41.8208,-81.3916,294
CB,2010,transect,57600,1,147,41.6256,-81.5425,294
CB,2011,transect,57600,2,20,42.2034,-81.8028,294
CB,2013,transect,57995,2,51,42.3512,-81.1806,295
CB,2018,transect,57975,2,47,42.4141,-81.2124,295
CB,2017,transect,57975,2,47,42.4141,-81.2124,295
CB,2013,transect,57225,2,10,41.8032,-81.3792,295
CB,2010,transect,57850,6,21,42.4852,-81.4375,295
CB,2013,transect,57350,1,32,41.8869,-82.1566,295
CB,2010,transect,57850,12,69,42.2809,-81.3513,296
CB,2012,transect,57725,2,93,42.1237,-81.5347,296
CB,2012,transect,57455,1,117,41.783,-81.851,296
CB,2013,transect,58100,2,37,42.117,-80.8183,297
CB,2013,transect,57995,2,88,42.1957,-81.1038,297
CB,2010,transect,57850,12,88,42.1996,-81.3162,297
CB,2012,transect,57725,2,11,41.8048,-81.3771,297
CB,2010,transect,57850,8,51,42.3582,-81.3835,297
CB,2013,transect,57225,2,32,41.8961,-81.4246,298
CB,2015,transect,57600,2,5,41.6425,-81.5506,298
CB,2018,transect,58100,2,3,41.9763,-80.7495,299
CB,2017,transect,58100,2,3,41.9763,-80.7495,299
CB,2011,transect,57975,2,12,41.9692,-80.9896,299
CB,2016,transect,57850,2,11,42.5188,-81.4518,299
CB,2018,transect,57475,2,29,42.1089,-82.0355,299
CB,2017,transect,57475,2,29,42.1089,-82.0355,299
CB,2016,transect,57850,2,165,41.8588,-81.1721,300
CB,2013,transect,57995,2,39,42.4018,-81.2058,300
CB,2011,transect,57725,2,54,42.0321,-81.4919,300
CB,2011,transect,57975,1,21,42.0383,-81.0273,301
CB,2010,transect,57850,5,64,42.3024,-81.3604,301
CB,2013,transect,57225,2,106,42.2077,-81.5801,301
CB,2011,transect,57725,2,8,42.3795,-81.6566,301
CB,2010,transect,57725,3,147,42.3604,-81.6576,301
CB,2018,transect,57600,2,133,42.1889,-81.8008,301
CB,2017,transect,57600,2,133,42.1889,-81.8008,301
CB,2013,transect,58100,2,121,42.4778,-80.9664,302
CB,2012,transect,57600,1,113,42.0863,-81.7507,302
CB,2010,transect,57850,11,31,42.4429,-81.419,303
CB,2010,transect,57850,6,61,42.3154,-81.3653,304
CB,2012,transect,57600,2,48,41.8195,-81.6275,304
CB,2016,transect,57350,2,49,41.942,-82.1666,304
CB,2013,transect,57995,1,151,41.9301,-80.9723,305
CB,2018,transect,57475,2,103,41.7985,-81.8762,305
CB,2017,transect,57475,2,103,41.7985,-81.8762,305
CB,2013,transect,58100,2,141,42.5653,-80.9947,306
CB,2010,transect,57850,11,53,42.3497,-81.3795,306
CB,2010,transect,57850,10,162,41.8828,-81.1822,307
CB,2012,transect,57600,2,57,41.8517,-81.6452,307
CB,2016,transect,57475,2,17,41.7676,-81.8688,307
CB,2013,transect,57350,1,43,41.9332,-82.1798,307
CB,2010,transect,57850,6,107,42.1186,-81.2802,308
CB,2010,transect,57850,10,23,42.4767,-81.4336,308
CB,2010,transect,57850,7,12,42.5222,-81.4516,308
CB,2013,transect,58100,2,137,42.5478,-80.9891,309
CB,2018,transect,57975,2,119,42.111,-81.0611,309
CB,2017,transect,57975,2,119,42.111,-81.0611,309
CB,2010,transect,57850,5,17,42.5024,-81.4441,309
CB,2012,transect,57725,2,88,42.1037,-81.5273,309
CB,2016,transect,57350,1,116,41.6578,-82.0332,309
CB,2018,transect,57475,2,26,42.1215,-82.0419,309
CB,2017,transect,57475,2,26,42.1215,-82.0419,309
