"","Year","mu","se","rse","Reps","EDSUs","perc_er","perc","Year_labs"
"382",5,1163.79831034865,202.334106499146,17.3677592914182,100,54,0.470572808963188,0.490909090909091,2011
"383",5,1170.24859314117,205.074230685848,17.4844709946651,100,53,1.02742497241919,0.481818181818182,2011
"384",5,1150.33570476889,202.705779411198,17.5875842848085,100,52,0.69165236534042,0.472727272727273,2011
"385",5,1154.98210029321,204.302292519998,17.6671741382654,100,51,0.290529579996854,0.463636363636364,2011
"386",5,1130.54349508058,205.692533217389,18.1781316933694,100,50,2.40031152634618,0.454545454545455,2011
"387",5,1141.34072770707,204.887514466643,17.9228802494462,100,49,1.46818768917508,0.445454545454545,2011
"388",5,1157.56696557426,215.543974526523,18.6295735453013,100,48,0.0673784608451459,0.436363636363636,2011
"389",5,1157.53264862323,216.955283710705,18.7484366083688,100,47,0.0703410392378843,0.427272727272727,2011
"390",5,1182.49637327832,223.812681204037,18.9219999831729,100,46,2.08477440751953,0.418181818181818,2011
"391",5,1143.78514298354,212.525000457001,18.5118960664867,100,45,1.25716160258818,0.409090909090909,2011
"392",5,1174.51357168553,228.588026218299,19.4041405134029,100,44,1.39562007423353,0.4,2011
"393",5,1163.73247366451,228.45113631338,19.5545431466902,100,43,0.464889135676652,0.390909090909091,2011
"394",5,1182.69567406235,235.47018952093,19.905745768436,100,42,2.10198002103048,0.381818181818182,2011
"395",5,1147.74778531673,228.857140991537,19.9416384354216,100,41,0.915067150729067,0.372727272727273,2011
"396",5,1187.4747738217,237.0435759494,19.9329838377789,100,40,2.51455914755432,0.363636363636364,2011
"397",5,1170.93909173357,238.819945328566,20.3951765606674,100,39,1.08703563561225,0.354545454545455,2011
"398",5,1152.74409015549,238.903719355004,20.7135409423635,100,38,0.483736734955981,0.345454545454545,2011
"399",5,1135.29246074402,236.1505614295,20.7372862421082,100,37,1.99033387281892,0.336363636363636,2011
"400",5,1210.00527084824,256.117438769326,21.1531952963361,100,36,4.45961433606746,0.327272727272727,2011
"401",5,1162.04183192609,246.667429376493,21.310080787497,100,35,0.318936230982701,0.318181818181818,2011
"402",5,1141.63918031895,248.069963872619,21.7044693674033,100,34,1.44242230989464,0.309090909090909,2011
"403",5,1166.72779695253,252.67306661062,21.5743279043243,100,33,0.723475046843365,0.3,2011
"404",5,1167.53353614229,266.455173051071,22.8824467524041,100,32,0.793034417405587,0.290909090909091,2011
"405",5,1143.52460200651,259.128950957569,22.6822924827481,100,31,1.27965407484006,0.281818181818182,2011
"406",5,1167.95204883192,266.327392470764,22.7278522470356,100,30,0.829164569237996,0.272727272727273,2011
"407",5,1123.81415397223,264.705337374087,23.4009603383215,100,29,2.98125476175952,0.263636363636364,2011
"408",5,1168.7626015054,282.297258852527,24.0353991195138,100,28,0.899139487290262,0.254545454545455,2011
"409",5,1162.33027421098,284.782289845616,24.4617851723888,100,27,0.343837419897361,0.245454545454545,2011
"410",5,1126.29478486712,276.116421682077,24.4242591534087,100,26,2.76710218504511,0.236363636363636,2011
"411",5,1164.70702608637,276.873829083187,23.6803715017709,100,25,0.549022132937285,0.227272727272727,2011
"412",5,1188.13876549584,306.487363756239,25.8438834015092,100,24,2.57188147157553,0.218181818181818,2011
"413",5,1177.34306203779,295.690088366445,25.1142119901193,100,23,1.63988964733832,0.209090909090909,2011
"414",5,1161.93746654,312.596382073802,26.7879667641253,100,22,0.309926379336123,0.2,2011
"415",5,1189.05198391553,313.28220957028,26.3238767565756,100,21,2.65071951156086,0.190909090909091,2011
"416",5,1133.00115049727,298.514515964625,26.3022268176069,100,20,2.18814241999293,0.181818181818182,2011
"417",5,1160.44618002492,326.841531109753,28.1272757614078,100,19,0.181183787892198,0.172727272727273,2011
"418",5,1143.12141060337,330.572132027918,28.6249082104918,100,18,1.3144615417906,0.163636363636364,2011
"419",5,1147.6534968786,352.762269439376,30.6218245610519,100,17,0.923207060629371,0.154545454545455,2011
"420",5,1172.04793027892,364.786637706478,30.9215148337275,100,16,1.18276153829898,0.145454545454545,2011
"421",5,1108.86387061875,354.669307502623,31.7013778123774,100,15,4.27191098528582,0.136363636363636,2011
"422",5,1167.27208772881,382.209233493103,32.4452128616151,100,14,0.770463606270367,0.127272727272727,2011
"423",5,1201.44801881605,399.197333817616,33.0016932959323,100,13,3.72086776314416,0.118181818181818,2011
"424",5,1204.76430154765,405.007412032162,33.103926625576,100,12,4.00716206575412,0.109090909090909,2011
"425",5,1198.51121579722,444.386581895865,36.4944894471728,100,11,3.46733390001188,0.1,2011
"426",5,1165.78104675779,450.308313751641,37.6337401547145,100,10,0.641742212616819,0.0909090909090909,2011
"427",5,1135.94643992702,430.675963660383,36.9743386844846,100,9,1.93387592599299,0.0818181818181818,2011
"428",5,1169.7133339822,466.933430241189,38.8089079455892,100,8,0.981216111464034,0.0727272727272727,2011
"429",5,1093.03000082837,456.440233401746,40.3323827413391,100,7,5.63884712316778,0.0636363636363636,2011
"430",5,1126.914257085,536.820450239669,45.4252496803331,100,6,2.71362322050609,0.0545454545454545,2011
"431",5,1154.29268984122,535.837703579079,43.9272914163193,100,5,0.350046304154451,0.0454545454545455,2011
"432",5,1208.11987548237,573.297286328721,45.9602102161024,100,4,4.29684837336154,0.0363636363636364,2011
"433",5,1239.851925746,673.455967193677,54.1360540461237,100,3,7.03627258290015,0.0272727272727273,2011
"434",5,1193.7699541887,776.9905492959,54.2322904322502,100,2,3.05802133665004,0.0181818181818182,2011
"435",5,1213.6382404527,NA,NA,100,1,4.7732481795886,0.00909090909090909,2011
"436",6,25474.3751355534,2323.45482930759,9.12075297998125,100,103,0,1,2013
"437",6,25468.1690440342,2336.34443984764,9.17313862957379,100,102,0.0243620951884235,0.990291262135922,2013
"438",6,25504.4980576731,2358.45220883274,9.24748052163658,100,101,0.118247933303112,0.980582524271845,2013
"439",6,25464.3825054152,2361.65298322485,9.27262529110859,100,100,0.0392262031355984,0.970873786407767,2013
"440",6,25491.934974259,2374.37605790321,9.31164891242013,100,99,0.0689313814849451,0.961165048543689,2013
"441",6,25396.0296928887,2359.72716713092,9.28550513740224,100,98,0.307546082083792,0.951456310679612,2013
"442",6,25543.2608812001,2399.69711250362,9.39135566488625,100,97,0.270411915032861,0.941747572815534,2013
"443",6,25533.8036939731,2417.67294457003,9.46504777888411,100,96,0.233287600200195,0.932038834951456,2013
"444",6,25532.9704251418,2428.18948085641,9.50554132089988,100,95,0.230016592268103,0.922330097087379,2013
"445",6,25514.5675890949,2415.32389887717,9.45762620791586,100,94,0.157776013455198,0.912621359223301,2013
"446",6,25510.3338688675,2447.48123481535,9.58622860378909,100,93,0.141156488128911,0.902912621359223,2013
"447",6,25419.375642324,2453.98061917404,9.64936394378487,100,92,0.215901245611374,0.893203883495146,2013
"448",6,25481.6649064998,2471.3859082035,9.68991955998335,100,91,0.0286160932607498,0.883495145631068,2013
"449",6,25566.04251678,2497.5857067771,9.76239242118638,100,90,0.359841529924971,0.87378640776699,2013
"450",6,25377.0129451518,2462.46952768617,9.6884013500768,100,89,0.382196579439219,0.864077669902913,2013
"451",6,25594.2580534449,2540.41579264096,9.91799463700151,100,88,0.470601996137579,0.854368932038835,2013
"452",6,25494.6443667988,2532.07906658817,9.91555617873619,100,87,0.079567138104848,0.844660194174757,2013
"453",6,25524.1265928036,2555.79895808862,10.0009499198038,100,86,0.195300010247443,0.83495145631068,2013
"454",6,25579.5758596331,2543.96577788199,9.93225387674315,100,85,0.412966848136107,0.825242718446602,2013
"455",6,25684.6096629252,2588.03922222934,10.0637170260152,100,84,0.82527844649044,0.815533980582524,2013
"456",6,25501.0290649825,2595.06972675217,10.1664163484337,100,83,0.104630356141426,0.805825242718447,2013
"457",6,25581.0835659583,2607.20995177247,10.1742827196105,100,82,0.41888536946277,0.796116504854369,2013
"458",6,25588.2565749765,2602.0394208804,10.1491961893427,100,81,0.447043112214383,0.786407766990291,2013
"459",6,25502.8070300166,2635.38201716567,10.3107621413857,100,80,0.111609781641111,0.776699029126214,2013
"460",6,25503.8214935778,2611.57778610773,10.2174083163918,100,79,0.115592071906624,0.766990291262136,2013
"461",6,25440.9239078103,2649.38218062002,10.3895978062517,100,78,0.13131324150305,0.757281553398058,2013
"462",6,25905.0915773956,2738.46296418277,10.5581833947442,100,77,1.6907831479684,0.747572815533981,2013
"463",6,25612.5914982734,2689.24275223946,10.4608040187283,100,76,0.542570178795562,0.737864077669903,2013
"464",6,25282.4410094645,2659.52479692015,10.4900867611065,100,75,0.753439976712094,0.728155339805825,2013
"465",6,25632.0817075518,2759.27029050699,10.7320143767698,100,74,0.619079255758681,0.718446601941748,2013
"466",6,25584.4466713388,2781.60686359565,10.8528621550472,100,73,0.432087284573854,0.70873786407767,2013
"467",6,25610.9044849321,2762.92867094627,10.7625420149406,100,72,0.53594778538115,0.699029126213592,2013
"468",6,25526.0940063746,2821.51084666526,11.0279115261426,100,71,0.203023118510455,0.689320388349515,2013
"469",6,25244.2084658147,2762.26539895488,10.9094555118277,100,70,0.903522337697892,0.679611650485437,2013
