"Lat_M","Lon_M","Date_M","Time_M","LAYER","TRANSECT","FishDensity","Targets_Binned","BottomDepth","N_YAOSized","YAO_FishDens","SurveyRandom","Stratum","ScaleDensity"
42.73748656,-79.8455733,20200723,03:22:21,"LO","T23b",3376.18724593412,106,24.434101,100,3185.08230748502,"T",2.3,232.680321593804
42.74127358,-79.70920173,20200722,08:34:54,"LO","T23a",7701.55914081345,228,26.498443,212,7161.09885023005,"T",2.3,1027.88363014281
42.74432303,-79.58028545,20200722,06:28:15,"LO","T3b",2406.69554999786,121,25.423051,111,2207.79509132035,"T",3,37.2228783608707
42.74456031,-79.84751667,20200723,03:17:44,"LO","T23b",38.1863710428055,1,22.247725,1,38.1863710428055,"T",2.3,-396.698865694639
42.74831899,-79.71131308,20200722,08:30:31,"LO","T23a",8242.82554424144,134,25.421115,117,7197.09394534514,"T",2.3,1035.08264916583
42.75125679,-79.58281893,20200722,06:32:53,"LO","T3b",2258.48958252933,140,24.985841,123,1984.24441893649,"T",3,-7.4872561159023
42.75533236,-79.71339142,20200722,08:26:05,"LO","T23a",8441.27890242613,118,24.507269,111,7940.52506923136,"T",2.3,1183.76887394307
42.75821782,-79.58520594,20200722,06:37:29,"LO","T3b",3776.21496468859,124,24.155009,107,3258.50807436838,"T",3,247.365474970476
42.76231287,-79.71553207,20200722,08:21:36,"LO","T23a",6425.28229411495,101,23.225031,94,5979.96569947332,"T",2.3,791.656999991465
42.76316256,-79.80529565,20200723,01:56:13,"LO","R23c",10160.953342579,487,20.016091,395,8241.4303291965,"R",NA,1243.9499259361
42.76517217,-79.58769304,20200722,06:42:05,"LO","T3b",3143.38444766848,127,23.537976,110,2722.61645073648,"T",3,140.187150244096
42.76612531,-79.79579876,20200723,02:01:01,"LO","R23c",7146.49399939669,471,19.959582,346,5249.86608023621,"R",NA,645.637076144043
42.76884143,-79.78685095,20200723,02:05:35,"LO","R23c",11059.1217884335,568,19.71635,402,7827.0545051941,"R",NA,1161.07476113562
42.76931097,-79.71776477,20200722,08:17:06,"LO","T23a",2945.15943148659,97,22.180755,85,2580.8098110965,"T",2.3,111.8258223161
42.7714157,-79.77775386,20200723,02:10:07,"LO","R23c",8537.80984191758,464,19.692438,277,5096.92527200683,"R",NA,615.048914498166
42.77208764,-79.5902681,20200722,06:46:42,"LO","T3b",2224.73526355374,93,23.005657,76,1818.06322612994,"T",3,-40.7234946772126
42.77392358,-79.76865566,20200723,02:14:39,"LO","R23c",4616.72588929703,287,19.646707,145,2332.49217403508,"R",NA,62.162294903817
42.77625,-79.72025,20200722,08:12:36,"LO","T23a",1785.86591363397,56,20.962216,41,1307.50897248201,"T",2.3,-142.834345406798
42.77640127,-79.7595449,20200723,02:19:08,"LO","R23c",2689.09590818257,219,19.588609,105,1289.29255871767,"R",NA,-146.477628159666
42.77811793,-79.75329367,20200723,02:22:12,"LO","R23c",2219.61259195431,74,19.550445,30,899.842942684178,"R",NA,-224.367551366364
42.77898653,-79.59285107,20200722,06:51:20,"LO","T3b",1469.7027096028,40,22.211525,32,1175.76216768224,"T",3,-169.183706366751
42.78306667,-79.46658333,20200722,02:09:56,"LO","T3a",258.157152800392,24,19.025987,12,129.078576400196,"T",3,-378.52042462316
42.78324597,-79.72250977,20200722,08:08:05,"LO","T23a",332.813003592978,3,19.773467,2,221.875335728652,"T",2.3,-359.961072757469
42.7859495,-79.5954165,20200722,06:55:58,"LO","T3b",1265.51996574274,35,21.615433,29,1048.57368590113,"T",3,-194.621402722974
42.78990806,-79.46961093,20200722,02:05:25,"LO","T3a",502.022802498378,36,19.578357,23,320.736790485075,"T",3,-340.188781806185
42.79287976,-79.59794911,20200722,07:00:34,"LO","T3b",167.54481445727,6,20.60647,6,167.54481445727,"T",3,-370.827177011746
42.79671667,-79.47271667,20200722,02:00:52,"LO","T3a",847.690625824276,77,19.858696,56,616.502273326746,"T",3,-281.03568523785
42.80347104,-79.4757959,20200722,01:56:17,"LO","T3a",800.902598469523,53,19.558637,27,408.006984125984,"T",3,-322.734743078003
42.81028644,-79.47878437,20200722,01:51:38,"LO","T3a",524.852047523665,42,18.316198,10,124.96477321992,"T",3,-379.343185259216
42.81714692,-79.48165453,20200722,01:46:58,"LO","T3a",2847.07145452106,70,16.343729,6,244.034696101805,"T",3,-355.529200682839
42.82413734,-79.48461245,20200722,01:42:11,"LO","T3a",4238.08189678664,97,13.148454,28,1223.36384649511,"T",3,-159.663370604177
