year,Agency,grid,Depth,Btemp,Stemp,secchi,botoxy,botoxy2,ALEWIFN,GSHADN,ESHIN,MiscSHIN,OtherSOFT,SPINCAT,Total,DISCHARGE,AREA,PERIMETER
2011,ON,66,10.6,18.7,23.8,2.6,4.7,NA,0,4,79,0,0,25,108,Pidgeon Bay,290988370.2,91099.594
2011,ON,92,10.2,15.7,23.6,0.8,6.7,NA,0,0,0,4,4,211,219,Pidgeon Bay,290988370.2,91099.594
2011,ON,57,9,19.3,24.2,3.5,3.1,NA,0,4,0,0,0,0,4,Pidgeon Bay,290988370.2,91099.594
2011,ON,91,8.5,21.1,24.7,1.6,5.3,NA,0,4,0,27,27,35,92,Pidgeon Bay,290988370.2,91099.594
2011,ON,82,7.8,23.7,23.7,0.3,7.6,NA,0,8,15,12,8,19,61,Pidgeon Bay,290988370.2,91099.594
2011,ON,99,4.2,22.7,23.7,2,7.1,NA,0,0,0,8,0,4,12,Pidgeon Bay,290988370.2,91099.594
2011,OH,958,8.8,24.4,24.9,1.2,6.6,NA,0,510,147,0,305,2709,3672,Maumee R.,915615454.3,336325.905
2011,OH,943,7.9,24.4,26.9,0.6,8.4,NA,0,36,8,0,167,1440,1651,Maumee R.,915615454.3,336325.905
2011,OH,943,7.6,24.3,26.5,0.6,8.2,NA,0,22,0,5,181,1610,1817,Maumee R.,915615454.3,336325.905
2011,OH,952,7,24.1,25.6,1.2,7.2,NA,0,0,217,0,54,2263,2534,Maumee R.,915615454.3,336325.905
2011,OH,888,7,24.3,25.4,1.2,8.1,NA,0,0,0,0,23,161,184,Maumee R.,915615454.3,336325.905
2011,OH,890,5.8,23.9,24.8,0.6,6.9,NA,0,10,13,0,149,1350,1523,Maumee R.,915615454.3,336325.905
2011,OH,873,5.8,24.1,25.6,0.9,7.9,NA,0,10,13,4,85,974,1087,Maumee R.,915615454.3,336325.905
2011,OH,874,4.8,23.8,25,0.6,7.6,NA,0,643,6,13,56,3317,4036,Maumee R.,915615454.3,336325.905
2011,OH,961,4.6,23.9,24.7,0.9,7,NA,0,5452,94,270,76,7637,13529,Maumee R.,915615454.3,336325.905
2011,OH,954,4.3,23.6,24.1,0.8,6,NA,0,287,13,22,13,2555,2891,Maumee R.,915615454.3,336325.905
2011,OH,996,9.8,24.2,25.6,2.4,7.3,NA,0,12,0,0,34,3090,3136,Sandusky R.,252583059.7,199050.171
2011,OH,996,7,24,25.8,1.4,7.3,NA,0,11,7,0,28,712,758,Sandusky R.,252583059.7,199050.171
2011,OH,989,6.4,23.9,25.6,1.2,7.7,NA,0,133,7,0,5,412,557,Sandusky R.,252583059.7,199050.171
2011,OH,990,4.7,24.1,24.9,1.2,8.9,NA,0,173,0,0,26,637,837,Sandusky R.,252583059.7,199050.171
2011,OH,984,3.5,24.3,26.4,1.2,9.4,NA,0,399,182,0,5,445,1032,Sandusky R.,252583059.7,199050.171
2011,OH,979,2.2,24,24,0.3,7.5,NA,0,11977,175,0,0,5888,18041,Sandusky R.,252583059.7,199050.171
2011,OH,984,1.5,25.3,26,0.6,10.2,NA,0,2604,81,49,9,1417,4160,Sandusky R.,252583059.7,199050.171
2011,OH,994,12.5,23.5,24,2.4,7.9,NA,0,0,0,0,5,409,414,Central Basin,650277990.9,179233.111
2011,OH,992,12.5,23.6,24.1,2.4,7.4,NA,0,11,7,0,5,15,38,Central Basin,650277990.9,179233.111
2011,ON,98,12,23.5,23.7,1.8,8,NA,0,0,642,0,85,538,1265,Central Basin,650277990.9,179233.111
2011,ON,101,12,14.7,21.9,1.2,6.4,NA,0,0,22,0,133,125,280,Central Basin,650277990.9,179233.111
2011,OH,987,11.9,24.1,24.3,1.8,7.4,NA,0,308,13,0,13,2017,2352,Central Basin,650277990.9,179233.111
2011,OH,986,11.9,23.8,24,3.4,6.5,NA,0,0,0,0,0,70,70,Central Basin,650277990.9,179233.111
2011,ON,97,11.4,21.4,23.1,2.3,6.2,NA,0,0,4,0,23,85,111,Central Basin,650277990.9,179233.111
2011,ON,104,11.4,23.4,23.7,2,7.9,NA,0,7,194,0,65,387,653,Central Basin,650277990.9,179233.111
2011,ON,77,11.2,19.9,24.7,1.8,4.7,NA,0,4,116,0,8,0,127,Central Basin,650277990.9,179233.111
2011,ON,63,10.8,24,24.3,1.8,7.2,NA,0,54,15,4,123,522,718,Central Basin,650277990.9,179233.111
2011,ON,64,10.6,22.9,24.6,1.6,5.9,NA,0,0,0,0,74,23,96,Central Basin,650277990.9,179233.111
2011,ON,102,10.6,24,24.2,1.2,7.4,NA,0,0,72,0,18,731,821,Central Basin,650277990.9,179233.111
2011,ON,87,9.8,21.5,21.8,3.3,7,NA,0,0,0,0,22,54,75,Central Basin,650277990.9,179233.111
2011,ON,31,10.5,24.4,24.7,1.1,6.4,NA,0,4,390,36,24,1008,1462,Detroit R.,1066406006,353171.391
2011,OH,931,9.5,24.7,26.3,1.2,7.3,NA,0,22,42,0,206,4793,5064,Detroit R.,1066406006,353171.391
2011,OH,918,8.8,24.2,24.3,1.8,5.8,NA,0,0,0,0,97,1213,1310,Detroit R.,1066406006,353171.391
2011,ON,21,8.7,23.6,23.7,1.8,6.3,NA,0,4,0,4,12,446,465,Detroit R.,1066406006,353171.391
2011,ON,20,8.6,22.9,23.9,2.4,4.4,NA,0,0,0,46,8,37,91,Detroit R.,1066406006,353171.391
2011,OH,905,8.5,24,24.4,1.8,8.3,NA,0,0,0,0,385,1690,2076,Detroit R.,1066406006,353171.391
2011,OH,911,8.5,23.9,24.1,2.1,8,NA,0,0,0,0,245,1136,1380,Detroit R.,1066406006,353171.391
2011,ON,11,8.5,23.7,24.1,1.6,10.9,NA,0,0,0,0,58,4,61,Detroit R.,1066406006,353171.391
2011,OH,8,8.2,23.9,24,1.5,7.8,NA,0,0,0,0,121,668,789,Detroit R.,1066406006,353171.391
2011,OH,896,7.6,24.2,24.5,2.4,8.2,NA,0,0,32,4,5517,3065,8618,Detroit R.,1066406006,353171.391
2011,ON,6,7.5,23.7,24.3,1.9,10.7,NA,0,0,20,0,984,131,1135,Detroit R.,1066406006,353171.391
2011,OH,898,7,24.2,24.9,1.5,8.1,NA,0,0,0,0,31,898,929,Detroit R.,1066406006,353171.391
2011,OH,879,6.7,24.3,25.3,1.2,8.2,NA,0,0,0,0,89,604,693,Detroit R.,1066406006,353171.391
2011,OH,886,6.7,24.3,25.1,1.2,8,NA,0,0,13,0,146,149,309,Detroit R.,1066406006,353171.391
2011,ON,9,6,23.7,24.7,1.2,10.7,NA,0,257,0,8,734,18139,19138,Detroit R.,1066406006,353171.391
2011,ON,60,11.3,24.1,24.2,1.8,7.5,NA,0,4,269,38,8,738,1056,Islands,545194199.1,185163.385
2011,ON,51,11.2,24.3,24.6,1.4,6.3,NA,0,8,0,0,12,542,562,Islands,545194199.1,185163.385
2011,ON,44,10.7,24.3,24.8,1.3,6.9,NA,0,7,3,0,35,545,590,Islands,545194199.1,185163.385
2011,ON,33,10.5,24.4,24.8,1.1,10,NA,0,0,27,0,61,1671,1759,Islands,545194199.1,185163.385
2011,ON,45,10.5,24.4,24.6,1.5,6.9,NA,0,0,81,15,111,384,592,Islands,545194199.1,185163.385
2011,ON,61,10,23.5,24.2,2,6.5,NA,0,4,4,27,88,3050,3173,Islands,545194199.1,185163.385
2011,OH,975,9.5,21.1,25.9,1.5,3.8,NA,0,0,0,0,526,30,556,Islands,545194199.1,185163.385
2011,OH,34,9.5,24.2,25.4,1.2,6.2,NA,0,0,21,0,143,2142,2306,Islands,545194199.1,185163.385
2011,ON,54,8.9,23.4,24.6,2,5.9,NA,0,280,4,0,58,2482,2823,Islands,545194199.1,185163.385
2011,OH,969,8.8,21.9,25.4,1.2,4.6,NA,0,0,7,0,188,83,278,Islands,545194199.1,185163.385
2011,ON,54,8.8,23.8,24.3,2.5,5.6,NA,0,8,17,0,765,931,1721,Islands,545194199.1,185163.385
2011,OH,970,8.2,22.7,24.5,1.5,5.2,NA,0,0,142,0,37,577,756,Islands,545194199.1,185163.385
2011,OH,972,6,23.7,23.7,1.2,7.1,NA,0,0,110,9,4,690,813,Islands,545194199.1,185163.385
2011,OH,972,3.4,23.8,23.9,1.2,7.4,NA,0,97,0,0,77,377,551,Islands,545194199.1,185163.385
2011,OH,967,3.1,23.8,23.9,1.5,7.4,NA,0,0,0,0,117,42,159,Islands,545194199.1,185163.385
2012,ON,42,10.7,24.2,24.2,1.7,8.3,8.6,0,272,0,57,44,1301,1674,Pidgeon Bay,290988370.2,91099.594
2012,ON,67,10.7,24.2,24.2,1.8,8.3,8.3,0,70,0,45,56,2552,2722,Pidgeon Bay,290988370.2,91099.594
2012,ON,66,10.4,24.2,24.2,1.8,8.4,8.3,0,131,77,19,92,2835,3154,Pidgeon Bay,290988370.2,91099.594
2012,ON,75,10.1,24.4,24.9,1.9,8.2,8,0,857,3,13,50,4192,5116,Pidgeon Bay,290988370.2,91099.594
2012,ON,92,10,23.6,24.4,1.9,8.3,8,4,936,258,47,36,1703,2983,Pidgeon Bay,290988370.2,91099.594
2012,ON,49,9,23.4,23.5,2,7.6,7.7,0,666,160,66,163,8053,9108,Pidgeon Bay,290988370.2,91099.594
2012,ON,91,8.1,24.3,24.3,1.2,8.8,7.6,0,296,31,8,12,5585,5931,Pidgeon Bay,290988370.2,91099.594
2012,ON,19,8,23.5,23.9,1.4,8,7.5,0,2209,11206,0,61,26299,39775,Pidgeon Bay,290988370.2,91099.594
2012,ON,65,7.7,23.9,24.1,1.5,7.9,8,0,545,48,0,11,401,1005,Pidgeon Bay,290988370.2,91099.594
2012,ON,99,4.7,24.1,24.4,1.3,9.3,10,0,362,4,0,4,140,509,Pidgeon Bay,290988370.2,91099.594
2012,OH,958,8.5,23.4,23.5,1.8,6.2,NA,0,245,0,0,94,8490,8830,Maumee R.,915615454.3,336325.905
2012,OH,943,8.2,23.3,23.6,1.2,5.8,NA,0,293,24,0,330,10826,11473,Maumee R.,915615454.3,336325.905
2012,OH,943,7.3,23.3,23.5,1.5,5.4,NA,0,903,174,0,13,2766,3855,Maumee R.,915615454.3,336325.905
2012,OH,952,6.7,23.2,24,1.8,5.6,NA,0,383,714,0,215,5509,6820,Maumee R.,915615454.3,336325.905
2012,OH,888,6.7,23,23.7,1.5,4.9,NA,0,198,0,0,11,1205,1415,Maumee R.,915615454.3,336325.905
2012,OH,873,5.7,22.6,23.2,1.2,4.8,NA,0,128,248,0,127,2586,3088,Maumee R.,915615454.3,336325.905
2012,OH,890,5.4,22.4,23.7,1.2,5.2,NA,0,0,25,4,34,3508,3571,Maumee R.,915615454.3,336325.905
2012,OH,874,4.5,22.6,23.5,1.5,4.7,NA,0,128,37,0,12,97,275,Maumee R.,915615454.3,336325.905
2012,OH,954,4,22.7,24,2.1,5.4,NA,0,78,211,166,17,10289,10761,Maumee R.,915615454.3,336325.905
2012,OH,961,3.7,22.6,23.7,1.5,5.4,NA,0,265,25,83,191,19906,20470,Maumee R.,915615454.3,336325.905
2012,OH,996,9.5,23.4,24.3,1.2,4.4,NA,0,755,788,0,65,6132,7741,Sandusky R.,252583059.7,199050.171
2012,OH,996,7,23.5,24.1,0.9,4.7,NA,0,765,273,0,94,13473,14605,Sandusky R.,252583059.7,199050.171
2012,OH,989,6.4,23.4,23.5,1.2,5.9,NA,0,2247,496,54,102,19165,22064,Sandusky R.,252583059.7,199050.171
2012,OH,990,4.1,23.7,23.7,1.2,5.1,NA,0,2976,7469,80,59,20175,30759,Sandusky R.,252583059.7,199050.171
2012,OH,984,3.2,23.5,23.5,1.2,6.8,NA,0,548,2074,28,7,7304,9961,Sandusky R.,252583059.7,199050.171
2012,OH,979,1.6,22.3,22.3,0.3,8.9,NA,0,2561,391,0,0,4599,7550,Sandusky R.,252583059.7,199050.171
2012,OH,984,1.4,23.6,23.6,0.6,8.1,NA,0,1619,745,4,0,1280,3648,Sandusky R.,252583059.7,199050.171
2012,ON,98,12.4,21.3,23.9,2.2,3.6,4.2,0,756,97,0,52,59,965,Central Basin,650277990.9,179233.111
2012,OH,992,12.2,23.6,24.5,2.7,4.8,NA,0,20,112,0,45,3944,4120,Central Basin,650277990.9,179233.111
2012,OH,994,11.9,23.5,24.3,2.1,4.8,NA,0,285,192,0,79,8884,9439,Central Basin,650277990.9,179233.111
2012,ON,90,11.8,23.5,23.6,2.3,7.9,8,0,67,100,7,63,5671,5908,Central Basin,650277990.9,179233.111
2012,ON,101,11.7,23.3,23.5,2,8.2,7.4,0,0,0,7,37,10,54,Central Basin,650277990.9,179233.111
2012,OH,987,11.6,23.6,25,2.4,4.5,NA,0,59,248,0,114,3570,3992,Central Basin,650277990.9,179233.111
2012,ON,97,11.3,22.9,24.4,2.4,6.1,6.6,0,108,75,4,4,1101,1291,Central Basin,650277990.9,179233.111
2012,ON,97,11.2,23.5,23.6,2.5,8,7.4,0,118,122,11,14,753,1018,Central Basin,650277990.9,179233.111
2012,ON,77,11,23.7,23.7,1.9,8.4,8.8,0,4,0,36,29,6880,6948,Central Basin,650277990.9,179233.111
2012,ON,95,10.5,23.2,23.6,3.1,7.3,7,0,4,126,4,7,59,200,Central Basin,650277990.9,179233.111
2012,ON,64,10.2,23.7,23.8,1.8,8.3,8.6,0,8,8,0,115,960,1091,Central Basin,650277990.9,179233.111
2012,ON,87,9.2,23.4,24.6,2.5,7.6,7.3,0,26,260,4,4,527,820,Central Basin,650277990.9,179233.111
2012,ON,31,10.7,23.5,24,2.7,8.3,7.4,4,864,89,263,274,7043,8538,Detroit R.,1066406006,353171.391
2012,OH,931,9.2,23.3,23.4,1.8,7.2,NA,0,181,0,0,226,9098,9505,Detroit R.,1066406006,353171.391
2012,ON,21,8.9,23.1,23.3,2.6,8.6,8.3,0,0,173,138,230,2774,3315,Detroit R.,1066406006,353171.391
2012,ON,11,8.7,22.7,22.9,2.4,8.5,8.4,0,4,22,11,126,1502,1665,Detroit R.,1066406006,353171.391
2012,OH,918,8.5,22.5,22.6,3.7,6.6,NA,0,10,0,0,139,4308,4456,Detroit R.,1066406006,353171.391
2012,ON,20,8.5,23.2,23.5,2.3,8.1,9,0,40,20,3956,474,1713,6203,Detroit R.,1066406006,353171.391
2012,OH,905,8.2,22.7,23.8,4.9,5.5,NA,0,0,0,0,20,1603,1622,Detroit R.,1066406006,353171.391
2012,OH,911,8.2,22.6,22.8,4.3,6,NA,0,0,0,0,21,86,107,Detroit R.,1066406006,353171.391
2012,OH,8,7.9,22.6,22.8,2.1,6.4,NA,0,10,0,0,301,4468,4779,Detroit R.,1066406006,353171.391
2012,ON,35,7.5,23.6,23.7,2.6,8.3,8.2,0,101,0,0,62,73,236,Detroit R.,1066406006,353171.391
2012,OH,896,7.3,22.7,23.1,3.1,5.5,NA,0,0,105,0,95,283,483,Detroit R.,1066406006,353171.391
2012,ON,6,7.3,22.6,23,2,8.4,8.3,0,4,4,1710,886,907,3510,Detroit R.,1066406006,353171.391
2012,OH,898,7,23,23.2,2.7,5.6,NA,0,0,0,0,79,636,715,Detroit R.,1066406006,353171.391
2012,OH,886,6.7,22.7,23.2,4.6,5.3,NA,0,0,56,0,212,160,428,Detroit R.,1066406006,353171.391
2012,OH,879,6.4,22.8,23.4,1.8,5.4,NA,0,0,0,0,8,916,924,Detroit R.,1066406006,353171.391
2012,ON,9,6,23.1,23.8,2.8,8.5,8.3,0,8,12,72,4,339,434,Detroit R.,1066406006,353171.391
2012,ON,60,11.1,23.8,24.1,2.3,8.8,9.1,0,89,0,0,194,3719,4001,Islands,545194199.1,185163.385
2012,ON,59,11.1,24.3,24.2,1.7,8.2,8.2,0,351,7,75,125,3980,4539,Islands,545194199.1,185163.385
2012,ON,51,11,23.8,24.4,2,7.9,8,0,583,257,489,1076,6572,8976,Islands,545194199.1,185163.385
2012,ON,63,10.6,24,24,1.6,8,7.9,0,24,153,7,7,1197,1388,Islands,545194199.1,185163.385
2012,ON,33,10.3,24,24,2.3,8.5,8.1,0,338,0,31,227,5025,5620,Islands,545194199.1,185163.385
2012,ON,45,10.2,23.9,24.2,1.8,8.1,8.1,0,272,305,0,0,5382,5959,Islands,545194199.1,185163.385
2012,ON,45,10.2,24.1,24.2,1.9,8,8.2,0,129,817,0,0,57,1004,Islands,545194199.1,185163.385
2012,ON,61,9.9,23.7,23.7,2.5,9.2,9,0,59,111,111,63,21646,21991,Islands,545194199.1,185163.385
2012,OH,975,9.5,23.6,23.7,1.5,5.9,NA,0,677,571,0,70,2320,3638,Islands,545194199.1,185163.385
2012,OH,34,9.2,23.4,23.5,2.1,7.3,NA,0,3561,0,0,249,12916,16726,Islands,545194199.1,185163.385
2012,ON,54,9,23.5,23.5,2.1,8.6,8.6,0,0,446,42,376,3292,4156,Islands,545194199.1,185163.385
2012,ON,54,8.7,23.5,23.6,2.3,8.8,8.8,0,154,0,538,204,32864,33760,Islands,545194199.1,185163.385
2012,OH,969,8.5,23.7,23.7,1.5,6.3,NA,0,699,323,0,71,2652,3745,Islands,545194199.1,185163.385
2012,OH,970,7.9,23.5,23.6,1.5,7.1,NA,0,363,105,4,134,4995,5602,Islands,545194199.1,185163.385
2012,OH,972,5.8,23.4,25,2.7,5.5,NA,0,20,12,12,287,1376,1707,Islands,545194199.1,185163.385
2012,OH,967,3.1,23.7,25,1.5,5.4,NA,0,285,0,66,4,2188,2543,Islands,545194199.1,185163.385
2013,ON,67,11.1,22.6,22.5,2,7.8,8.2,0,15,8,4,188,5343,5559,Pidgeon Bay,290988370.2,91099.594
2013,ON,66,10.7,22.5,22.5,2.3,8.5,8.1,0,0,0,0,28,131,159,Pidgeon Bay,290988370.2,91099.594
2013,ON,75,10.5,22.5,22.5,2.3,8.3,8.9,0,19,0,0,23,42,85,Pidgeon Bay,290988370.2,91099.594
2013,ON,92,10.4,21.9,24,2.5,7.5,7.7,7,11,0,0,111,556,685,Pidgeon Bay,290988370.2,91099.594
2013,ON,99,10.4,23.1,23.1,2.6,6,8.6,0,0,0,29,610,556,1194,Pidgeon Bay,290988370.2,91099.594
2013,ON,56,9,21.8,23.4,2.7,7.4,8,18,11,82,32,61,696,900,Pidgeon Bay,290988370.2,91099.594
2013,ON,91,9,22.8,23.2,2.5,8.2,9,0,0,0,0,52,199,251,Pidgeon Bay,290988370.2,91099.594
2013,ON,82,8.5,22.1,23.4,2.6,7.9,7.1,0,103,0,29,152,445,728,Pidgeon Bay,290988370.2,91099.594
2013,ON,65,8.3,22.6,22.7,1.8,8.2,8.6,4,0,0,119,234,1621,1978,Pidgeon Bay,290988370.2,91099.594
2013,OH,958,8.8,21.9,23.5,1.1,7.2,NA,0,0,18,0,128,4610,4757,Maumee R.,915615454.3,336325.905
2013,OH,943,8.5,22,23.9,1.5,7.6,NA,0,0,149,0,796,1948,2894,Maumee R.,915615454.3,336325.905
2013,OH,943,7.6,22.1,24.5,1.2,7.2,NA,0,0,6,0,114,279,399,Maumee R.,915615454.3,336325.905
2013,OH,888,7,21.8,26,0.9,4.7,NA,4,0,0,4,23,21641,21672,Maumee R.,915615454.3,336325.905
2013,OH,952,7,22.1,24.9,1.5,7.9,NA,0,0,12,0,186,6436,6634,Maumee R.,915615454.3,336325.905
2013,OH,873,5.8,22,24.1,0.6,8.4,NA,0,0,32,0,66,1667,1765,Maumee R.,915615454.3,336325.905
2013,OH,890,5.6,22,24.8,1.2,7.3,NA,0,128,300,12,22,974,1435,Maumee R.,915615454.3,336325.905
2013,OH,874,4.7,23.1,25.4,1.2,6.9,NA,0,501,23,4,12,7090,7629,Maumee R.,915615454.3,336325.905
2013,OH,954,4.3,21.9,24.7,1.8,6.7,NA,0,34624,2653,0,24,1843,39144,Maumee R.,915615454.3,336325.905
2013,OH,996,10.1,22.2,23.3,1.5,6,NA,0,18,22,0,754,2189,2983,Sandusky R.,252583059.7,199050.171
2013,OH,996,7.3,22.2,22.9,1.2,5.1,NA,0,47,191,0,111,3605,3954,Sandusky R.,252583059.7,199050.171
2013,OH,989,6.4,22.1,23.1,0.9,5.1,NA,64,538,341,4,239,3780,4966,Sandusky R.,252583059.7,199050.171
2013,OH,990,5.2,22.2,22.3,0.9,4.4,NA,27,4318,196,0,50,632,5223,Sandusky R.,252583059.7,199050.171
2013,OH,984,3.2,22.3,23.4,0.9,5,NA,0,3899,1291,27,7,12858,18081,Sandusky R.,252583059.7,199050.171
2013,OH,979,3,23.1,23,0.6,5.4,NA,4,2604,390,0,0,6549,9547,Sandusky R.,252583059.7,199050.171
2013,OH,984,1.2,22.5,22.7,0.6,3.8,NA,4,73132,0,13,0,2520,75670,Sandusky R.,252583059.7,199050.171
2013,ON,98,12.7,22.5,23,1.7,7.4,8,29,79,61,0,298,2793,3259,Central Basin,650277990.9,179233.111
2013,OH,994,12.5,21.4,23.1,1.8,4.4,NA,0,0,6,0,138,775,920,Central Basin,650277990.9,179233.111
2013,OH,992,12.5,21.8,23.1,2.7,4.9,NA,0,161,956,0,199,3791,5107,Central Basin,650277990.9,179233.111
2013,ON,98,12,22.2,23.5,2.6,6.5,6.2,8,8,92,4,188,2670,2969,Central Basin,650277990.9,179233.111
2013,ON,101,12,22.2,22.4,2.7,7.4,8.1,0,0,0,16,406,586,1008,Central Basin,650277990.9,179233.111
2013,OH,987,11.9,21.8,22.9,2.1,5.3,NA,0,0,310,0,582,1045,1937,Central Basin,650277990.9,179233.111
2013,ON,104,11.5,21.3,23.3,2.5,6.8,7.2,11,18,36,7,1280,3693,5045,Central Basin,650277990.9,179233.111
2013,ON,97,11.3,21.3,23,2.3,6.7,7.5,0,75,79,4,82,774,1015,Central Basin,650277990.9,179233.111
2013,ON,77,11.2,22.1,23.2,2.8,6.1,6.6,0,0,0,0,4,7,11,Central Basin,650277990.9,179233.111
2013,ON,63,10.9,22.1,22.5,2.6,7.7,8.3,4,61,1058,0,154,613,1889,Central Basin,650277990.9,179233.111
2013,ON,95,10.8,22.4,23.3,3.3,7.9,8.1,0,0,7,0,315,0,323,Central Basin,650277990.9,179233.111
2013,ON,64,10.5,22.3,23.4,1.9,7,6.9,0,0,0,0,183,76,259,Central Basin,650277990.9,179233.111
2013,ON,87,9.4,22,22.8,3.5,8.1,8.5,0,0,0,4,178,41,223,Central Basin,650277990.9,179233.111
2013,ON,31,10.6,21.8,23.5,2.7,7.2,6.8,0,0,0,0,8,19,27,Detroit R.,1066406006,353171.391
2013,OH,931,9.2,21.6,22.8,2.1,6.1,NA,0,0,0,0,53,1726,1779,Detroit R.,1066406006,353171.391
2013,ON,21,9.1,20.9,23.4,3,7.7,7.1,0,0,0,12,749,1721,2482,Detroit R.,1066406006,353171.391
2013,ON,11,9,21.7,21.8,2,8.8,8.6,0,0,31,65,542,4356,4994,Detroit R.,1066406006,353171.391
2013,OH,918,8.8,21.5,23.1,2.7,7.2,NA,0,0,0,0,275,781,1056,Detroit R.,1066406006,353171.391
2013,ON,20,8.7,21.6,23.4,2.8,7.2,8.9,0,0,4,4,90,43,140,Detroit R.,1066406006,353171.391
2013,OH,911,8.5,21.7,23.4,1.8,7.7,NA,4,0,0,0,326,6238,6567,Detroit R.,1066406006,353171.391
2013,OH,905,8.5,21.8,24,1.5,4.7,NA,0,0,0,0,98,1749,1847,Detroit R.,1066406006,353171.391
2013,OH,8,8.2,21.4,22.8,2.4,6.9,NA,0,0,0,0,1150,4207,5356,Detroit R.,1066406006,353171.391
2013,ON,35,7.7,22,23.5,2.7,7.7,7.8,0,4,0,0,4,23,31,Detroit R.,1066406006,353171.391
2013,OH,896,7.6,21.9,24.1,1.4,7.5,NA,0,9,0,0,182,3373,3564,Detroit R.,1066406006,353171.391
2013,ON,6,7.6,21,21.2,1.8,8.5,8.7,0,0,0,219,1014,599,1832,Detroit R.,1066406006,353171.391
2013,OH,898,7,21.8,25.5,1.2,4.5,NA,0,9,0,0,52,2033,2094,Detroit R.,1066406006,353171.391
2013,OH,886,6.7,21.7,25,0.9,3.4,NA,4,0,0,0,417,600,1021,Detroit R.,1066406006,353171.391
2013,OH,879,6.7,21.6,25.1,0.9,2.7,NA,0,0,0,0,15,148,163,Detroit R.,1066406006,353171.391
2013,ON,10,6.6,22,22.1,2.6,9,8.9,0,0,125,143,179,1448,1897,Detroit R.,1066406006,353171.391
2013,ON,59,11.4,22.7,22.8,2.5,7.5,6.2,4,0,0,41,122,3101,3268,Islands,545194199.1,185163.385
2013,ON,60,11.4,22.1,24,2.5,6,6.8,0,0,0,0,4,427,430,Islands,545194199.1,185163.385
2013,ON,51,11.3,22.2,23.9,2.6,6.9,7.5,0,8,0,0,4,895,907,Islands,545194199.1,185163.385
2013,ON,33,10.6,21.9,21.9,1.9,8.2,8.2,0,0,0,0,26,78,104,Islands,545194199.1,185163.385
2013,ON,44,10.6,22.1,22.1,3,8.2,8.6,0,0,0,4,42,315,361,Islands,545194199.1,185163.385
2013,ON,45,10.4,22,22.1,2.8,8,8.4,0,0,4,0,93,1035,1131,Islands,545194199.1,185163.385
2013,ON,61,10.3,22.3,23.2,2,7.8,7,0,0,0,0,7,47,54,Islands,545194199.1,185163.385
2013,OH,975,9.8,22.1,23.5,1.2,6.7,NA,0,10027,3433,0,282,12516,26257,Islands,545194199.1,185163.385
2013,OH,34,9.5,21.8,22.8,1.2,7.3,NA,0,947,0,0,69,2528,3545,Islands,545194199.1,185163.385
2013,ON,54,9.1,22.2,23.8,1.3,5.9,6.9,0,0,0,0,165,247,412,Islands,545194199.1,185163.385
2013,OH,969,8.8,22.2,23.6,1.2,6.4,NA,0,18,317,0,143,1400,1878,Islands,545194199.1,185163.385
2013,ON,54,8.7,22.2,23.9,1,6.3,6.7,0,46,12,0,327,4448,4833,Islands,545194199.1,185163.385
2013,OH,970,8.2,22.2,22.9,1.8,7.1,NA,0,1020,227,0,126,505,1878,Islands,545194199.1,185163.385
2013,OH,972,5.8,22.4,22.8,1.5,4.7,NA,0,0,0,0,27,453,480,Islands,545194199.1,185163.385
2013,OH,972,3.2,22.2,22.4,1.2,7.2,NA,4,32130,18,32,48,4896,37128,Islands,545194199.1,185163.385
2013,OH,967,2.5,22.3,22.5,0.9,8.3,NA,0,137,0,0,4,3031,3171,Islands,545194199.1,185163.385
2014,ON,67,10.9,22.9,22.9,1.6,8.3,8.2,0,0,8,0,25,1336,1369,Pidgeon Bay,290988370.2,91099.594
2014,ON,42,10.7,22.5,22.6,1.8,10.7,10.9,0,23,910,4,184,2666,3788,Pidgeon Bay,290988370.2,91099.594
2014,ON,66,10.5,22.8,22.9,1.9,8.3,8.2,0,0,126,0,26,2989,3142,Pidgeon Bay,290988370.2,91099.594
2014,ON,92,10.4,22.1,22.7,1.7,9.5,9.9,0,12,327,0,370,3123,3832,Pidgeon Bay,290988370.2,91099.594
2014,ON,75,10.3,22.9,22.9,1.8,8.8,8.6,0,44,52,0,4,1235,1335,Pidgeon Bay,290988370.2,91099.594
2014,ON,49,8.9,22.2,22.2,1.6,10.1,9.7,0,31,21,21,66,4094,4233,Pidgeon Bay,290988370.2,91099.594
2014,ON,91,8.6,22.7,23.2,2.1,8.8,8.9,0,4,0,0,4,20,28,Pidgeon Bay,290988370.2,91099.594
2014,ON,82,8.6,22.8,22.8,1.9,9.3,9.6,0,22,262,4,34,990,1312,Pidgeon Bay,290988370.2,91099.594
2014,ON,65,7.9,22.8,22.6,1.8,7.8,8.1,0,40,4,0,0,729,773,Pidgeon Bay,290988370.2,91099.594
2014,ON,99,4.8,23,23.2,1.9,9.1,9,0,18,4,0,4,1474,1499,Pidgeon Bay,290988370.2,91099.594
2014,OH,958,9.2,22.2,22.5,1.5,9.2,NA,0,0,0,0,107,16270,16377,Maumee R.,915615454.3,336325.905
2014,OH,943,8.5,22.2,22.3,1.5,8.9,NA,0,0,25,0,29,8186,8240,Maumee R.,915615454.3,336325.905
