year,Agency,grid,Depth,Btemp,Stemp,secchi,botoxy,botoxy2,ALEWIFN,GSHADN,ESHIN,MiscSHIN,OtherSOFT,SPINCAT,Total,DISCHARGE,AREA,PERIMETER
2014,OH,943,7.6,22.2,22.2,0.9,8.9,NA,0,0,0,0,37,372,410,Maumee R.,915615454.3,336325.905
2014,OH,952,7,22.2,22.2,1.2,9.1,NA,0,49,0,4,50,4440,4543,Maumee R.,915615454.3,336325.905
2014,OH,888,7,22.4,22.7,1.8,9,NA,0,216,0,0,71,4665,4951,Maumee R.,915615454.3,336325.905
2014,OH,873,6.1,22.4,22.7,1.2,9,NA,0,0,72,128,12,3576,3788,Maumee R.,915615454.3,336325.905
2014,OH,890,5.9,22.3,22.3,0.6,8.6,NA,0,0,12,8,519,759,1298,Maumee R.,915615454.3,336325.905
2014,OH,654,4.3,22.1,22.1,1.5,8.8,NA,0,274,0,24,12,3539,3849,Maumee R.,915615454.3,336325.905
2014,OH,996,9.8,22.5,23.9,1.5,8.1,NA,0,57,0,0,116,1567,1740,Sandusky R.,252583059.7,199050.171
2014,OH,996,7.3,22.6,23.5,1.5,8.3,NA,0,98,6,0,25,1390,1520,Sandusky R.,252583059.7,199050.171
2014,OH,989,6.7,22.5,23.1,1.5,8.6,NA,0,883,186,0,128,4690,5887,Sandusky R.,252583059.7,199050.171
2014,OH,979,4.1,22.2,22.3,0.6,8.8,NA,0,7805,6,0,0,4044,11856,Sandusky R.,252583059.7,199050.171
2014,OH,990,3.8,22.8,23.2,1.2,8.6,NA,0,8162,0,25,25,6206,14418,Sandusky R.,252583059.7,199050.171
2014,OH,984,3.6,22.6,23.2,1.5,8.3,NA,0,3363,120,8,8,5747,9245,Sandusky R.,252583059.7,199050.171
2014,OH,984,1.7,22.7,23.9,1.2,9.5,NA,0,3529,639,4,12,3692,7876,Sandusky R.,252583059.7,199050.171
2014,OH,992,12.5,22.2,22.8,2.1,7.9,NA,0,29,0,0,108,1684,1821,Central Basin,650277990.9,179233.111
2014,ON,98,12.4,22.9,22.9,2.5,9.6,9.5,0,0,0,0,42,1314,1356,Central Basin,650277990.9,179233.111
2014,OH,994,12.2,22.1,23.2,1.8,7.9,NA,0,0,6,0,194,1710,1910,Central Basin,650277990.9,179233.111
2014,OH,987,11.9,22.4,22.6,2.4,8.5,NA,0,0,0,0,71,2264,2335,Central Basin,650277990.9,179233.111
2014,OH,986,11.9,22.4,22.6,1.8,8.2,NA,0,21,20,0,13,600,655,Central Basin,650277990.9,179233.111
2014,ON,98,11.8,22.2,23,2.2,8.6,9.3,0,0,124,8,2813,956,3901,Central Basin,650277990.9,179233.111
2014,ON,101,11.8,21,23,3.1,8.4,8.1,0,0,0,32,303,127,462,Central Basin,650277990.9,179233.111
2014,ON,97,11.4,22.6,22.6,2.3,9.3,9.4,0,0,0,0,151,100,251,Central Basin,650277990.9,179233.111
2014,ON,104,11.2,21.9,23.1,2,9.6,9.4,0,8,0,0,1038,3008,4054,Central Basin,650277990.9,179233.111
2014,ON,77,11.1,22.4,22.5,2.7,9,9.2,0,0,4,0,4,44,52,Central Basin,650277990.9,179233.111
2014,ON,63,11,23.1,23.2,3.8,7.6,7.7,0,0,0,0,299,8928,9226,Central Basin,650277990.9,179233.111
2014,ON,102,10.7,22.3,23.1,3.4,8.9,9.2,0,0,0,0,108,1018,1125,Central Basin,650277990.9,179233.111
2014,ON,64,10.5,22.2,22.6,2,10.1,10.1,0,0,0,0,123,100,223,Central Basin,650277990.9,179233.111
2014,ON,87,9.4,22.9,23,2.2,9.6,9.7,0,0,0,3,7,645,656,Central Basin,650277990.9,179233.111
2014,ON,31,11.3,21.9,22,2.1,8.7,8.8,0,185,7,7,30,4147,4377,Detroit R.,1066406006,353171.391
2014,OH,931,9.2,22.4,23.4,3.1,8.6,NA,0,0,0,0,12,112,124,Detroit R.,1066406006,353171.391
2014,ON,21,9,21.7,21.8,1.5,7.1,7.4,0,0,0,7,471,5719,6198,Detroit R.,1066406006,353171.391
2014,OH,918,8.8,22,22.9,4,8.3,NA,0,0,0,0,136,4794,4930,Detroit R.,1066406006,353171.391
2014,ON,20,8.7,21.9,22,1.7,9.1,7.4,0,0,0,0,148,1231,1380,Detroit R.,1066406006,353171.391
2014,OH,905,8.5,22,22.8,2.7,8.1,NA,0,0,0,0,196,3754,3950,Detroit R.,1066406006,353171.391
2014,OH,911,8.5,21.8,22.9,3.1,8.7,NA,0,0,0,0,66,5866,5932,Detroit R.,1066406006,353171.391
2014,ON,11,8.5,22.4,22.5,1.1,10.3,10.6,0,72,88,8,1263,7916,9346,Detroit R.,1066406006,353171.391
2014,OH,8,8.2,21.6,23.2,1.8,8.4,NA,0,9,0,8,411,3387,3815,Detroit R.,1066406006,353171.391
2014,OH,896,7.6,21.9,23,2.7,8.4,NA,0,10,0,0,28,815,853,Detroit R.,1066406006,353171.391
2014,ON,6,7.4,22,22,1.3,10,10.3,0,0,4,22,1058,1463,2546,Detroit R.,1066406006,353171.391
2014,ON,35,7.3,22.2,22.2,1.7,9.7,9.6,0,0,311,0,4,0,315,Detroit R.,1066406006,353171.391
2014,OH,898,7,22.2,22.8,3.1,8.5,NA,0,0,0,0,293,448,741,Detroit R.,1066406006,353171.391
2014,OH,879,6.7,22.4,22.8,2.4,9,NA,0,0,0,0,17,17,33,Detroit R.,1066406006,353171.391
2014,OH,886,6.7,22.3,22.7,3.4,8.2,NA,0,57,0,0,95,200,351,Detroit R.,1066406006,353171.391
2014,ON,10,6.3,21.8,21.8,0.9,9.5,9.9,0,4,11,7,11,82,115,Detroit R.,1066406006,353171.391
2014,ON,60,11.3,22.1,22.1,3.4,9.5,9.7,0,8,8,12,0,4552,4579,Islands,545194199.1,185163.385
2014,ON,59,11.2,23,23,2,8.4,7.6,0,0,0,0,19,263,282,Islands,545194199.1,185163.385
2014,ON,51,11.2,22,22.3,2.5,8.7,8.9,0,4,4,724,29,46,807,Islands,545194199.1,185163.385
2014,ON,45,10.4,23,23.2,2.9,7.7,7.7,0,0,0,0,96,4352,4448,Islands,545194199.1,185163.385
2014,ON,45,10.4,22.9,23.3,2.9,7.6,7.5,0,0,0,0,96,7140,7236,Islands,545194199.1,185163.385
2014,ON,33,10.2,22.5,22.6,3.2,10.7,NA,0,15,0,0,7,32865,32888,Islands,545194199.1,185163.385
2014,OH,975,9.8,22.3,22.6,1.5,8.6,NA,0,304,0,0,113,1499,1916,Islands,545194199.1,185163.385
2014,OH,34,9.8,22.1,22.4,1.5,9,NA,0,0,6,4,9,4535,4555,Islands,545194199.1,185163.385
2014,OH,969,9.2,22.3,22.6,3.1,8.6,NA,0,210,0,0,15,1330,1555,Islands,545194199.1,185163.385
2014,ON,54,8.9,22.3,22.5,2.1,10,10.1,0,12,19,0,100,3765,3895,Islands,545194199.1,185163.385
2014,ON,54,8.6,22.3,22.5,1.3,9.6,9.5,0,30,59,19,70,10029,10207,Islands,545194199.1,185163.385
2014,OH,970,8.5,22.3,22.7,1.5,8.9,NA,0,224,0,0,189,1756,2170,Islands,545194199.1,185163.385
2014,OH,972,6.1,22.4,22.6,1.5,9.1,NA,0,20,0,8,87,2999,3114,Islands,545194199.1,185163.385
2014,OH,972,4.3,22.6,22.7,0.9,9.5,NA,0,61,0,22,26,894,1003,Islands,545194199.1,185163.385
2015,ON,67,11.1,23.6,23.7,0.7,8,8.2,0,104,0,33,89,2752,2978,Pidgeon Bay,290988370.2,91099.594
2015,ON,42,10.8,23.5,23.5,2.1,8.7,8.6,0,11,0,18,7,247,283,Pidgeon Bay,290988370.2,91099.594
2015,ON,66,10.7,23.6,23.6,2.3,8.2,8.2,0,8,0,0,58,1368,1433,Pidgeon Bay,290988370.2,91099.594
2015,ON,92,10.5,23.6,24.8,2.7,8.2,8.7,0,7,0,0,15,408,430,Pidgeon Bay,290988370.2,91099.594
2015,ON,75,10.5,22.6,24.7,2.1,5.5,9.5,0,211,16,0,247,458,932,Pidgeon Bay,290988370.2,91099.594
2015,ON,56,8.9,23.5,24.6,1.9,7.6,8.1,4,240,0,11,11,7698,7963,Pidgeon Bay,290988370.2,91099.594
2015,ON,82,8.9,24.4,24.6,1.9,8.6,8.7,0,1804,21,4,12,310,2151,Pidgeon Bay,290988370.2,91099.594
2015,ON,91,8.7,20.8,24.2,2.4,5.7,6.2,0,0,0,0,64,303,367,Pidgeon Bay,290988370.2,91099.594
2015,ON,65,8.3,23.6,23.6,2,8.4,8.4,0,4,0,7,75,1205,1291,Pidgeon Bay,290988370.2,91099.594
2015,ON,99,6.1,23.7,24.2,2.3,11.5,11.3,0,3761,0,0,49,97,3907,Pidgeon Bay,290988370.2,91099.594
2015,OH,958,9.2,24.4,24.4,0.9,8.7,NA,0,186,12,125,204,3107,3634,Maumee R.,915615454.3,336325.905
2015,OH,943,8.8,24.2,24.3,0.9,8.2,NA,0,151,0,440,336,6160,7087,Maumee R.,915615454.3,336325.905
2015,OH,943,7.6,24.3,24.3,0.9,8.5,NA,0,216,0,129,284,2170,2798,Maumee R.,915615454.3,336325.905
2015,OH,888,7.3,21.6,21.7,0.9,8,NA,0,1020,0,0,32,889,1942,Maumee R.,915615454.3,336325.905
2015,OH,952,7,24.7,24.8,0.9,7.9,NA,0,123,0,24,268,1108,1524,Maumee R.,915615454.3,336325.905
2015,OH,890,6.1,21,21.1,0.9,8.7,NA,0,0,0,4,8,1555,1568,Maumee R.,915615454.3,336325.905
2015,OH,873,6.1,21.5,21.6,0.9,8.1,NA,0,0,6,0,121,644,771,Maumee R.,915615454.3,336325.905
2015,OH,874,5.2,21.3,21.3,0.9,8.4,NA,0,0,0,8,54,1577,1640,Maumee R.,915615454.3,336325.905
2015,OH,654,4.6,24.7,24.7,0.9,8.6,NA,0,161,0,16,15,266,457,Maumee R.,915615454.3,336325.905
2015,OH,961,3.1,24.9,25,0.6,7.6,NA,0,3486,0,92,128,1229,4935,Maumee R.,915615454.3,336325.905
2015,OH,996,7.6,23.6,24.4,1.2,4.5,NA,0,49,6,0,870,1371,2296,Sandusky R.,252583059.7,199050.171
2015,OH,989,7,23.8,24.1,1.2,6.4,NA,0,0,0,0,412,317,729,Sandusky R.,252583059.7,199050.171
2015,OH,990,5.2,23.8,24.3,1.2,6.4,NA,0,441,0,4,228,949,1623,Sandusky R.,252583059.7,199050.171
2015,OH,984,4.3,23.8,23.9,1.2,6.8,NA,0,38,6,0,136,982,1161,Sandusky R.,252583059.7,199050.171
2015,OH,979,2.3,25.4,25.4,0.6,7.8,NA,0,9353,0,0,0,6448,15801,Sandusky R.,252583059.7,199050.171
2015,OH,984,1.8,23.7,23.8,0.6,6.5,NA,0,16982,19,12,4,14877,31894,Sandusky R.,252583059.7,199050.171
2015,OH,992,13.1,23.2,24.4,1.8,6.1,NA,0,39,0,8,410,2706,3164,Central Basin,650277990.9,179233.111
2015,ON,98,12.6,21.7,24.1,2.1,8.6,NA,0,8,0,4,50,5709,5771,Central Basin,650277990.9,179233.111
2015,OH,994,12.5,23.5,24.6,1.2,5.3,NA,0,954,0,0,456,4881,6291,Central Basin,650277990.9,179233.111
2015,OH,987,12.2,23.5,24.7,1.5,6.6,NA,0,104,24,0,546,4898,5572,Central Basin,650277990.9,179233.111
2015,ON,90,12.1,21.6,24.9,1.8,5.6,6.1,0,0,0,0,87,686,773,Central Basin,650277990.9,179233.111
2015,ON,101,12.1,20.8,24.8,2.3,4.3,5.2,0,0,0,0,293,538,831,Central Basin,650277990.9,179233.111
2015,OH,986,11.9,23.3,24.2,1.8,7,NA,0,9,0,20,474,2480,2983,Central Basin,650277990.9,179233.111
2015,ON,97,11.5,21.7,24.7,1.6,5.4,7.9,0,4,26,0,78,1309,1417,Central Basin,650277990.9,179233.111
2015,ON,97,11.4,21.9,23.4,1.2,9.5,9.9,0,0,0,0,516,2384,2901,Central Basin,650277990.9,179233.111
2015,ON,77,11.3,23.5,25.3,2.7,6.5,7.5,0,26,0,0,29,113,169,Central Basin,650277990.9,179233.111
2015,ON,63,11,23.8,24.2,2,7.8,8.2,0,0,0,0,65,2155,2220,Central Basin,650277990.9,179233.111
2015,ON,95,10.8,23.4,25.6,2.1,7.2,7.9,0,0,0,0,246,2224,2470,Central Basin,650277990.9,179233.111
2015,ON,64,10.7,23.5,25,1.2,6.8,NA,0,7,26,4,208,760,1005,Central Basin,650277990.9,179233.111
2015,ON,87,9.5,22.2,23.4,1,9.9,9.8,0,4,0,0,3127,3238,6369,Central Basin,650277990.9,179233.111
2015,ON,37,10.8,23.6,24.4,2.8,7.7,8.2,0,15,0,0,19,1020,1053,Detroit R.,1066406006,353171.391
2015,OH,931,9.5,22,22.8,1.8,8.2,NA,0,38,0,12,11,2407,2468,Detroit R.,1066406006,353171.391
2015,OH,918,9.2,22,22.5,1.2,8.3,NA,0,76,0,16,138,2807,3037,Detroit R.,1066406006,353171.391
2015,OH,905,9.2,21.8,22.2,1.5,8.5,NA,0,128,6,4,120,1329,1588,Detroit R.,1066406006,353171.391
2015,ON,21,9.2,23.2,24.6,2.2,8.1,8.5,0,32,4,18,32,4682,4769,Detroit R.,1066406006,353171.391
2015,ON,11,8.9,23,23.1,2.2,9.1,9,0,7,0,52,134,3156,3349,Detroit R.,1066406006,353171.391
2015,OH,911,8.8,21.7,21.9,2.1,8.4,NA,0,123,0,0,59,325,506,Detroit R.,1066406006,353171.391
2015,ON,20,8.8,23.4,24.9,2.4,9.1,7.8,0,20,8,131,56,2817,3032,Detroit R.,1066406006,353171.391
2015,OH,8,8.5,21.3,21.5,2.4,8.7,NA,0,9,0,0,40,110,160,Detroit R.,1066406006,353171.391
2015,OH,896,8.2,21.8,22.2,1.5,8.2,NA,0,0,0,0,73,835,908,Detroit R.,1066406006,353171.391
2015,ON,35,8.1,23.5,24.5,2.1,7.6,7.8,0,0,0,207,269,388,864,Detroit R.,1066406006,353171.391
2015,ON,6,7.4,23.1,23.4,2,8.1,8.9,0,26,0,33,846,734,1639,Detroit R.,1066406006,353171.391
2015,OH,898,7.3,21.9,22,0.9,7.7,NA,0,19,0,4,40,843,905,Detroit R.,1066406006,353171.391
2015,OH,886,7.3,21.7,21.9,0.9,6.9,NA,0,10,0,4,4,263,281,Detroit R.,1066406006,353171.391
2015,OH,879,7,21.7,21.8,1.2,7.4,NA,0,20,0,0,34,1581,1634,Detroit R.,1066406006,353171.391
2015,ON,10,6.4,23.5,23.7,2.1,9.2,9.2,0,0,0,4,12,28,44,Detroit R.,1066406006,353171.391
2015,ON,60,11.4,23.8,24.6,3.4,6.6,7.8,0,4,0,0,0,8961,8965,Islands,545194199.1,185163.385
2015,ON,59,11.4,23.7,24.1,2.1,8.1,8.2,0,0,0,18,11,233,262,Islands,545194199.1,185163.385
2015,ON,51,11.3,23.7,24.5,2.5,7.6,7.2,0,8,4,438,85,2482,3016,Islands,545194199.1,185163.385
2015,ON,45,10.6,23.9,24.3,3.2,7.7,7.7,0,12,0,0,58,9423,9492,Islands,545194199.1,185163.385
2015,ON,33,10.5,23.8,23.9,1.7,8.5,8.4,0,7,14,10,38,4483,4552,Islands,545194199.1,185163.385
2015,ON,45,10.4,23.8,23.8,2.8,8.5,8.4,0,11,0,74,0,1921,2007,Islands,545194199.1,185163.385
2015,ON,61,10.3,24,25.1,2.3,7.3,9.2,0,126,96,0,197,1001,1421,Islands,545194199.1,185163.385
2015,OH,975,10.1,22.3,24.6,1.5,6.3,NA,0,19,484,0,590,2971,4064,Islands,545194199.1,185163.385
2015,OH,34,9.8,22.1,23.2,1.2,8,NA,0,0,0,8,57,2201,2266,Islands,545194199.1,185163.385
2015,OH,969,9.2,23.4,24.5,1.2,5.9,NA,0,0,0,40,192,3506,3738,Islands,545194199.1,185163.385
2015,ON,54,9.2,23.9,24.5,1.5,7,7.1,0,18,50,0,276,674,1018,Islands,545194199.1,185163.385
2015,ON,54,9,23.9,24.6,1.6,6.9,8.4,0,19,0,15,89,3880,4002,Islands,545194199.1,185163.385
2015,OH,970,8.5,24.4,24.8,1.2,8.1,NA,0,9,66,24,435,1337,1871,Islands,545194199.1,185163.385
2015,OH,972,3.7,23.8,24.2,1.2,6.8,NA,0,97,0,30,47,3609,3783,Islands,545194199.1,185163.385
2016,ON,42,10.8,25.9,26.3,0.8,8,8,0,0,0,11,0,70,82,Pidgeon Bay,290988370.2,91099.594
2016,ON,67,10.8,26,26.1,1.6,8.4,8.3,0,72,0,29,65,2901,3065,Pidgeon Bay,290988370.2,91099.594
2016,ON,92,10.3,17.4,24.6,1.7,5.6,6.1,0,0,0,0,7,4,11,Pidgeon Bay,290988370.2,91099.594
2016,ON,66,10.3,26,26,1.8,8.3,8.3,0,165,0,161,79,2409,2815,Pidgeon Bay,290988370.2,91099.594
2016,ON,75,10.2,24.4,26.5,1.7,9.1,9.3,0,52,0,14,21,1756,1842,Pidgeon Bay,290988370.2,91099.594
2016,ON,57,9.1,25.4,25.4,1.5,8.7,8.6,0,0,15,197,70,771,1053,Pidgeon Bay,290988370.2,91099.594
2016,ON,91,8.9,26.4,27.2,2.6,7.9,8,0,305,0,4,22,97,427,Pidgeon Bay,290988370.2,91099.594
2016,ON,82,8.5,24.9,24.8,1.3,8.3,8.3,0,0,0,22,11,817,850,Pidgeon Bay,290988370.2,91099.594
2016,ON,65,8.1,25.8,22.8,1.3,8.2,8.2,0,4,0,19,92,2605,2720,Pidgeon Bay,290988370.2,91099.594
2016,ON,99,5.4,27.2,27.3,1.6,10.4,10.8,0,0,0,18,7,3098,3123,Pidgeon Bay,290988370.2,91099.594
2016,OH,943,8.5,25.3,25.3,1.5,8,NA,0,0,0,0,99,8345,8444,Maumee R.,915615454.3,336325.905
2016,OH,943,7.6,25.3,25.3,1.3,8,NA,0,9,0,16,40,3771,3836,Maumee R.,915615454.3,336325.905
2016,OH,952,7,25.3,25.3,1.2,8,NA,0,0,0,4,11,967,982,Maumee R.,915615454.3,336325.905
2016,OH,888,7,25.1,27.1,1.2,7.4,NA,0,0,0,8,151,1608,1767,Maumee R.,915615454.3,336325.905
2016,OH,873,6.1,24.9,26.2,0.9,7.4,NA,0,69,0,8,108,1741,1926,Maumee R.,915615454.3,336325.905
2016,OH,890,5.8,24.9,26.5,0.9,7.9,NA,0,0,0,4,17,3798,3820,Maumee R.,915615454.3,336325.905
2016,OH,874,4.9,24.7,26.3,1.5,7.8,NA,0,20,0,83,18,456,577,Maumee R.,915615454.3,336325.905
2016,OH,654,4.3,25.1,25.1,1.8,8.1,NA,0,9,0,436,4,6110,6559,Maumee R.,915615454.3,336325.905
2016,OH,961,3.1,25.1,25.1,1.2,8.1,NA,0,9,12,88,104,3032,3245,Maumee R.,915615454.3,336325.905
2016,OH,996,10.1,21.8,23.5,1.2,4.4,NA,0,0,0,0,0,1116,1116,Sandusky R.,252583059.7,199050.171
2016,OH,989,6.7,23,23.8,1.8,6.3,NA,0,108,0,0,0,390,497,Sandusky R.,252583059.7,199050.171
2016,OH,990,4.9,23.1,23.5,1.5,7.2,NA,0,0,0,0,0,439,439,Sandusky R.,252583059.7,199050.171
2016,OH,984,3.4,23.5,23.7,1.8,8.7,NA,0,38,0,0,0,39667,39704,Sandusky R.,252583059.7,199050.171
2016,OH,979,2,23.2,23.2,0.4,7.2,NA,0,595,6,0,0,3548,4149,Sandusky R.,252583059.7,199050.171
2016,OH,984,1.8,23.4,23.6,1.2,9.3,NA,0,27,6,19,8,9827,9887,Sandusky R.,252583059.7,199050.171
2016,OH,992,12.5,24.1,24.1,3.1,8.1,NA,0,0,0,0,12,770,783,Central Basin,650277990.9,179233.111
2016,ON,98,12.5,23.7,26.2,3.8,3.4,6.1,0,0,0,0,31,62,94,Central Basin,650277990.9,179233.111
2016,OH,987,11.9,21.6,23.7,3.7,4.3,NA,0,0,0,0,0,26,26,Central Basin,650277990.9,179233.111
2016,OH,986,11.9,24.1,24.1,2.4,8,NA,0,0,0,0,19,4420,4440,Central Basin,650277990.9,179233.111
2016,ON,90,11.9,24.9,25,2,8.4,8.4,0,0,0,4,18,477,498,Central Basin,650277990.9,179233.111
2016,ON,101,11.7,17,24.6,1.7,4.3,6.1,0,0,0,0,767,222,989,Central Basin,650277990.9,179233.111
2016,ON,97,11.2,24.7,26.2,3,4.7,9.5,0,0,0,0,47,169,215,Central Basin,650277990.9,179233.111
2016,ON,104,11.2,21.8,25.1,2.1,6.6,7.8,0,0,0,0,4,52,56,Central Basin,650277990.9,179233.111
2016,ON,77,11,17.6,25.7,1.5,6.3,6.6,0,0,0,0,40,32,72,Central Basin,650277990.9,179233.111
2016,ON,63,10.9,25.9,26,2.3,7.9,8.3,0,0,0,0,75,656,731,Central Basin,650277990.9,179233.111
2016,ON,95,10.8,19.4,25.1,1.5,3.8,3.6,0,0,0,0,373,54,427,Central Basin,650277990.9,179233.111
2016,ON,64,10.1,24.9,25.4,NA,9,9.3,0,0,0,0,46,123,169,Central Basin,650277990.9,179233.111
2016,ON,87,9.4,26.2,26.5,4.3,8.8,9,0,4,0,0,11,118,133,Central Basin,650277990.9,179233.111
2016,ON,31,11.2,25.3,26,2,8.7,8.6,0,19,4,15,52,1450,1539,Detroit R.,1066406006,353171.391
2016,OH,931,9.5,25.1,25.2,2.7,8.1,NA,0,0,0,0,4,5962,5966,Detroit R.,1066406006,353171.391
2016,ON,21,9,24.7,25.1,1.7,8.7,9.2,0,4,0,4,142,868,1018,Detroit R.,1066406006,353171.391
2016,OH,918,8.8,25.2,25.3,2.4,7.5,NA,0,9,0,19,46,1839,1913,Detroit R.,1066406006,353171.391
2016,ON,11,8.7,25.3,25.5,1.7,8.2,8.2,0,10,0,57,3674,1499,5240,Detroit R.,1066406006,353171.391
2016,OH,905,8.5,25.2,25.4,2.4,7.5,NA,0,0,0,32,151,711,894,Detroit R.,1066406006,353171.391
2016,OH,911,8.5,25.3,25.4,1.5,7.5,NA,0,0,0,12,41,1713,1766,Detroit R.,1066406006,353171.391
2016,ON,20,8.5,24.9,25,1.3,8.7,8.8,0,4,0,47,280,1276,1606,Detroit R.,1066406006,353171.391
2016,OH,8,8.2,24.8,25,1.8,7.8,NA,0,0,0,0,513,2884,3397,Detroit R.,1066406006,353171.391
2016,OH,896,7.6,25.9,26.1,1.8,7.5,NA,0,0,0,28,19,1306,1354,Detroit R.,1066406006,353171.391
2016,ON,35,7.5,25,25,1.6,8.9,8.9,0,0,0,16,26,75,117,Detroit R.,1066406006,353171.391
2016,ON,6,7.4,24.9,25.8,2.1,8.2,8.4,0,0,0,0,121,56,177,Detroit R.,1066406006,353171.391
2016,OH,898,7,25,26.4,1.2,7.9,NA,0,0,0,24,222,1003,1249,Detroit R.,1066406006,353171.391
2016,OH,886,7,25,26.5,1.2,7.8,NA,0,0,0,36,28,754,818,Detroit R.,1066406006,353171.391
2016,OH,879,6.7,25,27,0.9,7.1,NA,0,9,0,56,104,2803,2972,Detroit R.,1066406006,353171.391
2016,ON,9,6.2,25,25.7,1.9,8.5,8.4,0,0,0,4,33,41,78,Detroit R.,1066406006,353171.391
2016,ON,60,11.2,25.4,25.5,1.6,8,8.4,0,3,0,0,40,719,763,Islands,545194199.1,185163.385
2016,ON,59,11.2,26.1,26.1,1.7,8.2,8.1,0,0,4,21,29,1340,1394,Islands,545194199.1,185163.385
2016,ON,51,11.1,25.4,26.1,2,8.8,8.9,0,0,0,70,339,8755,9164,Islands,545194199.1,185163.385
2016,ON,45,10.5,26.1,26.4,1.6,8.1,8.1,0,4,0,16,52,3976,4047,Islands,545194199.1,185163.385
2016,ON,33,10.3,25.9,26.1,2.1,8.5,8.4,0,0,0,33,46,14837,14915,Islands,545194199.1,185163.385
2016,ON,45,10.2,25.9,26.1,1.7,8.3,8.3,0,4,0,19,100,5256,5378,Islands,545194199.1,185163.385
2016,ON,61,10,25.3,25.8,1.3,8.5,8.8,0,19,4,0,52,2641,2715,Islands,545194199.1,185163.385
2016,OH,975,9.8,25.1,25.2,2,7.2,NA,0,179,0,0,73,3059,3312,Islands,545194199.1,185163.385
2016,OH,969,9.2,25.1,25.1,2.1,7.1,NA,0,0,0,4,138,1270,1412,Islands,545194199.1,185163.385
2016,ON,54,9,25.2,25.3,2.1,8.3,7.7,0,4,0,7,323,2599,2933,Islands,545194199.1,185163.385
2016,ON,54,8.6,25.2,25.4,1.7,8.2,8.3,0,1245,0,0,54,4491,5789,Islands,545194199.1,185163.385
2016,OH,970,8.5,25.1,25.2,2.5,7.4,NA,0,0,0,4,35,1352,1392,Islands,545194199.1,185163.385
2016,OH,972,6.1,24.9,24.9,2.1,6.8,NA,0,0,0,0,17,76,93,Islands,545194199.1,185163.385
2016,OH,972,3.5,25,25.2,0.9,7.8,NA,0,19,0,28,16,3326,3388,Islands,545194199.1,185163.385
2016,OH,967,3.1,25,25.2,1.5,7.6,NA,0,128,0,179,4,8584,8894,Islands,545194199.1,185163.385
2017,ON,42,11.1,23.5,23.9,2.2,8.7,8,0,18,0,154,29,6145,6346,Pidgeon Bay,290988370.2,91099.594
2017,ON,67,11.1,19.4,23.7,2.5,2.8,3.3,0,0,0,0,199,88,287,Pidgeon Bay,290988370.2,91099.594
2017,ON,92,10.6,15.7,23.6,1.2,3.5,5.3,0,0,0,0,170,24,194,Pidgeon Bay,290988370.2,91099.594
2017,ON,66,10.6,21.3,23.7,2.9,4.8,4.1,0,0,0,0,50,25,75,Pidgeon Bay,290988370.2,91099.594
2017,ON,75,10.5,18.2,24.4,3,3.2,7.2,0,0,0,0,8,12,20,Pidgeon Bay,290988370.2,91099.594
2017,ON,49,9.3,23.5,24.1,3.1,8.1,8.2,0,4,0,123,327,1900,2354,Pidgeon Bay,290988370.2,91099.594
2017,ON,91,9.1,17.8,24.5,2,2.7,4.2,0,0,0,39,215,283,538,Pidgeon Bay,290988370.2,91099.594
2017,ON,82,8.9,19.6,23.8,1.2,4.1,4.3,0,7,0,11,100,2196,2314,Pidgeon Bay,290988370.2,91099.594
2017,ON,65,8.1,23.5,24.1,1.5,8,8.1,4,1625,100,68,219,13589,15604,Pidgeon Bay,290988370.2,91099.594
2017,ON,99,5.2,23.8,25,2,9.3,9.8,4,1521,0,15,0,1424,2963,Pidgeon Bay,290988370.2,91099.594
2017,OH,958,9.2,23.8,24,2.4,8.3,NA,0,198,0,4,39,10187,10429,Maumee R.,915615454.3,336325.905
2017,OH,943,8.8,23.8,24.1,2.1,8,NA,0,301,0,4,36,4874,5215,Maumee R.,915615454.3,336325.905
2017,OH,943,7.9,23.7,24,2.1,8.1,NA,0,36,0,0,38,9304,9378,Maumee R.,915615454.3,336325.905
2017,OH,888,7.6,23.6,23.8,2.1,8.5,NA,0,9,0,19,118,1649,1795,Maumee R.,915615454.3,336325.905
2017,OH,952,7.3,23.9,24,1.5,8.3,NA,0,383,0,4,23,2367,2777,Maumee R.,915615454.3,336325.905
2017,OH,890,6.1,23.7,24.4,1.5,8.8,NA,0,19,0,16,46,2977,3058,Maumee R.,915615454.3,336325.905
2017,OH,873,6.1,23.7,23.8,2.4,8.3,NA,0,255,0,0,835,41202,42293,Maumee R.,915615454.3,336325.905
2017,OH,874,5.2,23.7,24.5,3.1,8.9,NA,0,0,0,4,0,832,836,Maumee R.,915615454.3,336325.905
2017,OH,961,4.9,23.3,23.5,1.5,7.2,NA,0,73,0,42,41,26769,26926,Maumee R.,915615454.3,336325.905
2017,OH,654,4.6,23.3,24.2,1.5,6.7,NA,0,0,0,23,15,1704,1742,Maumee R.,915615454.3,336325.905
2017,OH,996,10.1,22,23.9,3.1,5.5,NA,0,0,0,0,0,236,236,Sandusky R.,252583059.7,199050.171
2017,OH,996,7.6,22.9,23.1,2.4,6.9,NA,0,2961,0,0,4,10804,13768,Sandusky R.,252583059.7,199050.171
2017,OH,989,6.7,21.9,21.9,1.5,4.3,NA,4,106,0,0,7,1368,1485,Sandusky R.,252583059.7,199050.171
