"Lat_M","Lon_M","Date_M","Time_M","LAYER","TRANSECT","FishDensity","Targets_Binned","BottomDepth","N_YAOSized","YAO_FishDens","Stratum"
42.62323274,-79.73215536,20180712,06:16:20,"LO","T22b",325.973983632314,25,41.289137,1,13.0389593452926,2.2
42.62746495,-79.73341054,20180712,06:19:00,"LO","T22b",374.857987448857,2,40.409139,0,0,2.2
42.62966495,-79.91597721,20180709,07:32:40,"LO","T23a",2033.74166436562,100,42.650127,39,793.159249102594,2.3
42.63017027,-79.66777342,20180712,04:08:25,"LO","T22a",286.484383478125,17,37.838278,1,16.8520225575368,2.2
42.63581667,-79.70205,20180712,03:41:54,"LO","T23b",61098.9271609023,3,37.602701,0,0,2.3
42.63659403,-79.91844246,20180709,07:37:16,"LO","T23a",1147.1195421204,91,41.459692,48,605.074044195375,2.3
42.63718128,-79.66998821,20180712,04:03:55,"LO","T22a",305.1829243184,19,35.70272,4,64.2490366986105,2.2
42.64010754,-79.70368585,20180712,03:39:05,"LO","T23b",70.6766212869848,11,36.960617,2,12.8502947794518,2.3
42.64348981,-79.92105772,20180709,07:41:52,"LO","T23a",1238.6567625723,100,40.126426,41,507.849272654643,2.3
42.64696522,-79.70639952,20180712,03:34:32,"LO","T23b",2376.28334331821,20,36.00517,6,712.885002995462,2.3
42.6504157,-79.92363301,20180709,07:46:27,"LO","T23a",1258.9043597101,56,39.468349,22,494.56956988611,2.3
42.65397667,-79.70861445,20180712,03:30:00,"LO","T23b",6266.45093791526,11,34.925402,3,1709.03207397689,2.3
42.65525,-79.40038333,20180710,03:53:25,"LO","T3b",1907.76312227701,319,25.644458,187,1118.34389926583,3
42.65733333,-79.9262,20180709,07:51:01,"LO","T23a",2104.98253391497,36,38.078796,15,877.076055797906,2.3
42.66098205,-79.71073333,20180712,03:25:31,"LO","T23b",2958.14282571187,8,34.180812,2,739.535706427967,2.3
42.66225785,-79.40259151,20180710,03:49:00,"LO","T3b",865.331733963267,356,25.339168,201,488.572130692743,3
42.66432342,-79.92853003,20180709,07:55:35,"LO","T23a",2521.55473484997,45,35.892774,13,728.449145623325,2.3
42.66800059,-79.71277798,20180712,03:21:02,"LO","T23b",411.109227797673,25,33.738786,7,115.110583783348,2.3
42.66923759,-79.40493475,20180710,03:44:35,"LO","T3b",1561.68087458459,310,25.083283,203,1022.64908884088,3
42.6713041,-79.93084026,20180709,08:00:08,"LO","T23a",1997.72751970493,43,33.2925,8,371.670236224173,2.3
42.67502573,-79.7149481,20180712,03:16:34,"LO","T23b",4297.00986220947,30,33.484428,11,1575.57028281014,2.3
42.67621349,-79.40716005,20180710,03:40:10,"LO","T3b",901.288178890698,249,25.078055,142,513.987636154534,3
42.67824922,-79.93317752,20180709,08:04:40,"LO","T23a",634.292933542134,37,31.898799,14,240.002731610537,2.3
42.68200624,-79.71711319,20180712,03:12:06,"LO","T23b",4524.6597158465,45,33.182703,13,1307.12391791121,2.3
42.68322068,-79.40924684,20180710,03:35:46,"LO","T3b",589.565227183555,188,25.187689,71,222.654952819321,3
42.68524498,-79.93541888,20180709,08:09:12,"LO","T23a",717.4441423733,44,31.361439,18,293.499876425441,2.3
