year,Agency,grid,Depth,Btemp,Stemp,secchi,botoxy,botoxy2,ALEWIFN,GSHADN,ESHIN,MiscSHIN,OtherSOFT,SPINCAT,Total,strata,DISCHARGE,AREA,PERIMETER
2019,OH,943,10.3,24,24.2,0.9,8.3,NA,0,0,12,0,150,2835,2996,4,Maumee R.,915615454.3,336325.905
2006,OH,952,6.7,24.2,25.1,1.5,7.3,NA,0,51,6,43,504,2399,3003,4,Maumee R.,915615454.3,336325.905
2017,OH,890,6.1,23.7,24.4,1.5,8.8,NA,0,19,0,16,46,2977,3058,4,Maumee R.,915615454.3,336325.905
2012,OH,873,5.7,22.6,23.2,1.2,4.8,NA,0,128,248,0,127,2586,3088,4,Maumee R.,915615454.3,336325.905
2016,OH,961,3.1,25.1,25.1,1.2,8.1,NA,0,9,12,88,104,3032,3245,4,Maumee R.,915615454.3,336325.905
2010,OH,958,8.8,25.7,25.7,0.9,7.4,NA,0,10,6,0,165,3335,3517,4,Maumee R.,915615454.3,336325.905
2019,OH,943,9.3,24.1,24.2,0.9,8.1,NA,0,0,0,4,72,3455,3531,4,Maumee R.,915615454.3,336325.905
2012,OH,890,5.4,22.4,23.7,1.2,5.2,NA,0,0,25,4,34,3508,3571,4,Maumee R.,915615454.3,336325.905
2015,OH,958,9.2,24.4,24.4,0.9,8.7,NA,0,186,12,125,204,3107,3634,4,Maumee R.,915615454.3,336325.905
2010,OH,943,7.9,25.7,26,1.2,7.6,NA,0,10,850,0,56,2729,3645,4,Maumee R.,915615454.3,336325.905
2011,OH,958,8.8,24.4,24.9,1.2,6.6,NA,0,510,147,0,305,2709,3672,4,Maumee R.,915615454.3,336325.905
2010,OH,873,5.5,24.5,24.9,0.9,5.6,NA,4,96,175,99,156,3195,3724,4,Maumee R.,915615454.3,336325.905
2014,OH,873,6.1,22.4,22.7,1.2,9,NA,0,0,72,128,12,3576,3788,4,Maumee R.,915615454.3,336325.905
2016,OH,890,5.8,24.9,26.5,0.9,7.9,NA,0,0,0,4,17,3798,3820,4,Maumee R.,915615454.3,336325.905
2016,OH,943,7.6,25.3,25.3,1.3,8,NA,0,9,0,16,40,3771,3836,4,Maumee R.,915615454.3,336325.905
2014,OH,654,4.3,22.1,22.1,1.5,8.8,NA,0,274,0,24,12,3539,3849,4,Maumee R.,915615454.3,336325.905
2012,OH,943,7.3,23.3,23.5,1.5,5.4,NA,0,903,174,0,13,2766,3855,4,Maumee R.,915615454.3,336325.905
2011,OH,874,4.8,23.8,25,0.6,7.6,NA,0,643,6,13,56,3317,4036,4,Maumee R.,915615454.3,336325.905
2010,OH,954,4,24.9,26.4,0.6,8.3,NA,0,0,0,47,70,4214,4331,4,Maumee R.,915615454.3,336325.905
2014,OH,952,7,22.2,22.2,1.2,9.1,NA,0,49,0,4,50,4440,4543,4,Maumee R.,915615454.3,336325.905
2006,OH,888,6.7,24.1,26.7,0.9,6.7,NA,0,47,382,712,83,3400,4625,4,Maumee R.,915615454.3,336325.905
2013,OH,958,8.8,21.9,23.5,1.1,7.2,NA,0,0,18,0,128,4610,4757,4,Maumee R.,915615454.3,336325.905
2010,OH,874,4.6,24.2,24.8,0.6,5,NA,0,69,0,677,64,3958,4768,4,Maumee R.,915615454.3,336325.905
2006,OH,943,7.3,24.5,25.2,1.8,8.4,NA,0,3591,68,224,374,639,4896,4,Maumee R.,915615454.3,336325.905
2015,OH,961,3.1,24.9,25,0.6,7.6,NA,0,3486,0,92,128,1229,4935,4,Maumee R.,915615454.3,336325.905
2014,OH,888,7,22.4,22.7,1.8,9,NA,0,216,0,0,71,4665,4951,4,Maumee R.,915615454.3,336325.905
2017,OH,943,8.8,23.8,24.1,2.1,8,NA,0,301,0,4,36,4874,5215,4,Maumee R.,915615454.3,336325.905
2018,OH,954,4.6,23.7,24.2,0.9,7.5,NA,0,36,0,50,4,5292,5383,4,Maumee R.,915615454.3,336325.905
2007,OH,890,5.5,23.9,24.3,0.9,8.3,NA,0,304,590,1387,452,2840,5573,4,Maumee R.,915615454.3,336325.905
2006,OH,873,5.8,23.7,27,0.9,5.3,NA,0,0,0,586,63,5133,5782,4,Maumee R.,915615454.3,336325.905
2009,OH,952,7,23.4,24.2,0.9,8.2,NA,0,0,0,0,76,5722,5798,4,Maumee R.,915615454.3,336325.905
2007,OH,952,7,23.4,25.2,0.9,7.9,NA,0,0,1829,0,199,4526,6554,4,Maumee R.,915615454.3,336325.905
2016,OH,654,4.3,25.1,25.1,1.8,8.1,NA,0,9,0,436,4,6110,6559,4,Maumee R.,915615454.3,336325.905
2013,OH,952,7,22.1,24.9,1.5,7.9,NA,0,0,12,0,186,6436,6634,4,Maumee R.,915615454.3,336325.905
2007,OH,954,4,23.4,24.1,0.6,7.8,NA,0,10,496,199,731,5267,6704,4,Maumee R.,915615454.3,336325.905
2012,OH,952,6.7,23.2,24,1.8,5.6,NA,0,383,714,0,215,5509,6820,4,Maumee R.,915615454.3,336325.905
2015,OH,943,8.8,24.2,24.3,0.9,8.2,NA,0,151,0,440,336,6160,7087,4,Maumee R.,915615454.3,336325.905
2013,OH,874,4.7,23.1,25.4,1.2,6.9,NA,0,501,23,4,12,7090,7629,4,Maumee R.,915615454.3,336325.905
2014,OH,943,8.5,22.2,22.3,1.5,8.9,NA,0,0,25,0,29,8186,8240,4,Maumee R.,915615454.3,336325.905
2016,OH,943,8.5,25.3,25.3,1.5,8,NA,0,0,0,0,99,8345,8444,4,Maumee R.,915615454.3,336325.905
2009,OH,890,5.8,24.7,25.5,1.8,6.3,NA,0,1483,382,4,123,6571,8563,4,Maumee R.,915615454.3,336325.905
2012,OH,958,8.5,23.4,23.5,1.8,6.2,NA,0,245,0,0,94,8490,8830,4,Maumee R.,915615454.3,336325.905
2017,OH,943,7.9,23.7,24,2.1,8.1,NA,0,36,0,0,38,9304,9378,4,Maumee R.,915615454.3,336325.905
2006,OH,943,8.2,24.5,25.2,1.5,8.2,NA,0,214,710,0,250,8674,9848,4,Maumee R.,915615454.3,336325.905
2017,OH,958,9.2,23.8,24,2.4,8.3,NA,0,198,0,4,39,10187,10429,4,Maumee R.,915615454.3,336325.905
2012,OH,954,4,22.7,24,2.1,5.4,NA,0,78,211,166,17,10289,10761,4,Maumee R.,915615454.3,336325.905
2012,OH,943,8.2,23.3,23.6,1.2,5.8,NA,0,293,24,0,330,10826,11473,4,Maumee R.,915615454.3,336325.905
2011,OH,961,4.6,23.9,24.7,0.9,7,NA,0,5452,94,270,76,7637,13529,4,Maumee R.,915615454.3,336325.905
2007,OH,958,8.8,23.6,24,1.5,7.7,NA,0,213,141,0,157,13731,14242,4,Maumee R.,915615454.3,336325.905
2006,OH,958,8.5,24.6,25.1,2.1,8,NA,0,20,413,0,371,14725,15530,4,Maumee R.,915615454.3,336325.905
2014,OH,958,9.2,22.2,22.5,1.5,9.2,NA,0,0,0,0,107,16270,16377,4,Maumee R.,915615454.3,336325.905
2007,OH,943,7.9,23.4,25.2,1.5,7.6,NA,0,20,26,0,329,17769,18143,4,Maumee R.,915615454.3,336325.905
2009,OH,958,9.2,23.4,23.6,1.6,8.5,NA,0,756,801,52,5377,12825,19810,4,Maumee R.,915615454.3,336325.905
2012,OH,961,3.7,22.6,23.7,1.5,5.4,NA,0,265,25,83,191,19906,20470,4,Maumee R.,915615454.3,336325.905
2013,OH,888,7,21.8,26,0.9,4.7,NA,4,0,0,4,23,21641,21672,4,Maumee R.,915615454.3,336325.905
2017,OH,961,4.9,23.3,23.5,1.5,7.2,NA,0,73,0,42,41,26769,26926,4,Maumee R.,915615454.3,336325.905
2007,OH,943,7.6,23.4,25.5,1.2,7.6,NA,0,10,516,173,527,28292,29519,4,Maumee R.,915615454.3,336325.905
2008,OH,958,8.8,23.3,23.3,1.5,8,NA,0,0,0,0,608,29448,30056,4,Maumee R.,915615454.3,336325.905
2009,OH,954,4.3,23.2,24.4,0.9,8.7,NA,0,5678,18,180,16,24973,30865,4,Maumee R.,915615454.3,336325.905
2013,OH,954,4.3,21.9,24.7,1.8,6.7,NA,0,34624,2653,0,24,1843,39144,4,Maumee R.,915615454.3,336325.905
2017,OH,873,6.1,23.7,23.8,2.4,8.3,NA,0,255,0,0,835,41202,42293,4,Maumee R.,915615454.3,336325.905
2013,ON,61,10.3,22.3,23.2,2,7.8,7,0,0,0,0,7,47,54,5,Islands,545194199.1,185163.385
2016,OH,972,6.1,24.9,24.9,2.1,6.8,NA,0,0,0,0,17,76,93,5,Islands,545194199.1,185163.385
2013,ON,33,10.6,21.9,21.9,1.9,8.2,8.2,0,0,0,0,26,78,104,5,Islands,545194199.1,185163.385
2008,ON,45,10.1,23.6,23.9,2.9,7.5,NA,0,0,0,0,19,96,115,5,Islands,545194199.1,185163.385
2010,OH,972,5.6,24.2,25.6,1.5,5.4,NA,0,0,0,0,0,119,119,5,Islands,545194199.1,185163.385
2019,OH,975,11.4,21.4,24,1.5,2.7,NA,0,0,0,0,4,128,132,5,Islands,545194199.1,185163.385
2011,OH,967,3.1,23.8,23.9,1.5,7.4,NA,0,0,0,0,117,42,159,5,Islands,545194199.1,185163.385
2009,ON,60,11.3,24.8,24.8,2.8,7.7,NA,0,4,123,8,23,46,204,5,Islands,545194199.1,185163.385
2015,ON,59,11.4,23.7,24.1,2.1,8.1,8.2,0,0,0,18,11,233,262,5,Islands,545194199.1,185163.385
2011,OH,969,8.8,21.9,25.4,1.2,4.6,NA,0,0,7,0,188,83,278,5,Islands,545194199.1,185163.385
2014,ON,59,11.2,23,23,2,8.4,7.6,0,0,0,0,19,263,282,5,Islands,545194199.1,185163.385
2013,ON,44,10.6,22.1,22.1,3,8.2,8.6,0,0,0,4,42,315,361,5,Islands,545194199.1,185163.385
2017,OH,975,10.1,23.2,24.2,1.5,5.9,NA,0,9,0,0,62,331,402,5,Islands,545194199.1,185163.385
2013,ON,54,9.1,22.2,23.8,1.3,5.9,6.9,0,0,0,0,165,247,412,5,Islands,545194199.1,185163.385
2013,ON,60,11.4,22.1,24,2.5,6,6.8,0,0,0,0,4,427,430,5,Islands,545194199.1,185163.385
2013,OH,972,5.8,22.4,22.8,1.5,4.7,NA,0,0,0,0,27,453,480,5,Islands,545194199.1,185163.385
2008,ON,59,11.1,22,23.1,3.5,7.5,NA,0,0,0,0,131,398,530,5,Islands,545194199.1,185163.385
2011,OH,972,3.4,23.8,23.9,1.2,7.4,NA,0,97,0,0,77,377,551,5,Islands,545194199.1,185163.385
2011,OH,975,9.5,21.1,25.9,1.5,3.8,NA,0,0,0,0,526,30,556,5,Islands,545194199.1,185163.385
2011,ON,51,11.2,24.3,24.6,1.4,6.3,NA,0,8,0,0,12,542,562,5,Islands,545194199.1,185163.385
2011,ON,44,10.7,24.3,24.8,1.3,6.9,NA,0,7,3,0,35,545,590,5,Islands,545194199.1,185163.385
2011,ON,45,10.5,24.4,24.6,1.5,6.9,NA,0,0,81,15,111,384,592,5,Islands,545194199.1,185163.385
2008,OH,972,5.8,23.3,23.4,1.7,9.4,NA,0,0,0,4,264,369,637,5,Islands,545194199.1,185163.385
2007,OH,972,5.8,23.6,23.9,1.5,NA,NA,0,0,206,11,287,171,675,5,Islands,545194199.1,185163.385
2008,ON,54,8.9,23.2,23.2,1.5,8.2,NA,0,0,0,0,167,530,697,5,Islands,545194199.1,185163.385
2011,OH,970,8.2,22.7,24.5,1.5,5.2,NA,0,0,142,0,37,577,756,5,Islands,545194199.1,185163.385
2016,ON,60,11.2,25.4,25.5,1.6,8,8.4,0,3,0,0,40,719,763,5,Islands,545194199.1,185163.385
2007,ON,54,8.9,23,23.1,1.7,7.9,NA,0,141,159,0,41,438,779,5,Islands,545194199.1,185163.385
2014,ON,51,11.2,22,22.3,2.5,8.7,8.9,0,4,4,724,29,46,807,5,Islands,545194199.1,185163.385
2011,OH,972,6,23.7,23.7,1.2,7.1,NA,0,0,110,9,4,690,813,5,Islands,545194199.1,185163.385
2010,ON,54,9,24.5,24.5,1.3,8,NA,0,0,0,4,295,550,849,5,Islands,545194199.1,185163.385
2013,ON,51,11.3,22.2,23.9,2.6,6.9,7.5,0,8,0,0,4,895,907,5,Islands,545194199.1,185163.385
2009,ON,59,11.2,23.5,24.1,2.2,6.4,NA,0,0,21,0,364,576,961,5,Islands,545194199.1,185163.385
2009,ON,54,8.9,24.6,24.6,2,6.6,NA,0,0,0,0,307,669,976,5,Islands,545194199.1,185163.385
2019,OH,969,10.8,22.2,23.8,2.4,2.8,NA,0,18,0,0,0,977,995,5,Islands,545194199.1,185163.385
2014,OH,972,4.3,22.6,22.7,0.9,9.5,NA,0,61,0,22,26,894,1003,5,Islands,545194199.1,185163.385
2012,ON,45,10.2,24.1,24.2,1.9,8,8.2,0,129,817,0,0,57,1004,5,Islands,545194199.1,185163.385
2015,ON,54,9.2,23.9,24.5,1.5,7,7.1,0,18,50,0,276,674,1018,5,Islands,545194199.1,185163.385
2011,ON,60,11.3,24.1,24.2,1.8,7.5,NA,0,4,269,38,8,738,1056,5,Islands,545194199.1,185163.385
2019,OH,970,10,23.1,24,1.2,4.6,NA,0,36,0,0,86,946,1069,5,Islands,545194199.1,185163.385
2010,ON,59,11,25.3,25.3,1.1,7.5,NA,0,72,0,0,4,1000,1076,5,Islands,545194199.1,185163.385
2018,OH,970,8.8,23.6,23.8,1.2,6.8,NA,0,0,0,4,14,1065,1083,5,Islands,545194199.1,185163.385
2013,ON,45,10.4,22,22.1,2.8,8,8.4,0,0,4,0,93,1035,1131,5,Islands,545194199.1,185163.385
2017,ON,54,9.5,23.5,23.7,2,8.4,8.2,0,0,0,0,223,953,1175,5,Islands,545194199.1,185163.385
2006,ON,59,11.5,24.6,25.1,2,5.8,NA,0,7,486,4,26,675,1198,5,Islands,545194199.1,185163.385
2008,OH,970,8.2,22.7,22.7,0.9,8.7,NA,0,38,0,0,263,965,1266,5,Islands,545194199.1,185163.385
2007,ON,44,10.1,25.3,25.3,1.5,8.3,NA,0,378,19,4,252,619,1272,5,Islands,545194199.1,185163.385
2018,OH,972,6.4,23.6,24.1,1.5,7.1,NA,0,0,0,0,0,1301,1301,5,Islands,545194199.1,185163.385
2019,ON,51,12.1,24.6,26,NA,6.9,6.9,0,0,0,0,146,1175,1321,5,Islands,545194199.1,185163.385
2017,OH,970,8.8,23.6,24.5,1.5,6.4,NA,0,19,0,0,74,1254,1347,5,Islands,545194199.1,185163.385
2012,ON,63,10.6,24,24,1.6,8,7.9,0,24,153,7,7,1197,1388,5,Islands,545194199.1,185163.385
2016,OH,970,8.5,25.1,25.2,2.5,7.4,NA,0,0,0,4,35,1352,1392,5,Islands,545194199.1,185163.385
2016,ON,59,11.2,26.1,26.1,1.7,8.2,8.1,0,0,4,21,29,1340,1394,5,Islands,545194199.1,185163.385
2016,OH,969,9.2,25.1,25.1,2.1,7.1,NA,0,0,0,4,138,1270,1412,5,Islands,545194199.1,185163.385
2018,OH,34,9.8,24,24,1.2,7.8,NA,0,0,6,12,159,1237,1414,5,Islands,545194199.1,185163.385
2015,ON,61,10.3,24,25.1,2.3,7.3,9.2,0,126,96,0,197,1001,1421,5,Islands,545194199.1,185163.385
2019,ON,33,11.3,24.5,24.7,1.9,8,8,0,0,4,0,72,1374,1450,5,Islands,545194199.1,185163.385
2018,ON,60,11.5,24.2,24.3,1.5,7.3,8.4,0,0,0,0,306,1233,1539,5,Islands,545194199.1,185163.385
2014,OH,969,9.2,22.3,22.6,3.1,8.6,NA,0,210,0,0,15,1330,1555,5,Islands,545194199.1,185163.385
2006,ON,54,9.4,24.3,24.8,2.2,7.8,NA,0,0,0,12,177,1375,1563,5,Islands,545194199.1,185163.385
2010,ON,45,10.2,25.2,25.7,1.7,7.5,NA,0,22,570,0,161,939,1692,5,Islands,545194199.1,185163.385
2006,OH,972,7.2,24.1,24.6,1.8,8.8,NA,0,0,7,0,108,1584,1699,5,Islands,545194199.1,185163.385
2012,OH,972,5.8,23.4,25,2.7,5.5,NA,0,20,12,12,287,1376,1707,5,Islands,545194199.1,185163.385
2011,ON,54,8.8,23.8,24.3,2.5,5.6,NA,0,8,17,0,765,931,1721,5,Islands,545194199.1,185163.385
2011,ON,33,10.5,24.4,24.8,1.1,10,NA,0,0,27,0,61,1671,1759,5,Islands,545194199.1,185163.385
2019,ON,45,11.3,24.8,24.8,1.8,7.5,7.5,0,0,0,0,20,1817,1837,5,Islands,545194199.1,185163.385
2015,OH,970,8.5,24.4,24.8,1.2,8.1,NA,0,9,66,24,435,1337,1871,5,Islands,545194199.1,185163.385
2013,OH,970,8.2,22.2,22.9,1.8,7.1,NA,0,1020,227,0,126,505,1878,5,Islands,545194199.1,185163.385
2013,OH,969,8.8,22.2,23.6,1.2,6.4,NA,0,18,317,0,143,1400,1878,5,Islands,545194199.1,185163.385
2006,OH,967,2.8,24.1,25.5,1.2,11.3,NA,0,0,0,30,4,1844,1878,5,Islands,545194199.1,185163.385
2017,OH,969,9.2,23.7,24.1,1.8,7.3,NA,0,0,0,4,10,1871,1885,5,Islands,545194199.1,185163.385
2014,OH,975,9.8,22.3,22.6,1.5,8.6,NA,0,304,0,0,113,1499,1916,5,Islands,545194199.1,185163.385
2019,ON,61,11.1,24.6,25.3,1.5,6.4,6.4,0,0,0,0,269,1655,1924,5,Islands,545194199.1,185163.385
2007,ON,45,10.3,25.3,25.4,1.5,8.6,NA,0,797,8,0,36,1103,1944,5,Islands,545194199.1,185163.385
2017,OH,972,6.1,23.8,23.9,1.5,5.6,NA,0,38,0,0,100,1818,1956,5,Islands,545194199.1,185163.385
2015,ON,45,10.4,23.8,23.8,2.8,8.5,8.4,0,11,0,74,0,1921,2007,5,Islands,545194199.1,185163.385
2006,ON,51,11.4,24.4,24.5,1.8,7.3,NA,0,0,4,4,633,1370,2012,5,Islands,545194199.1,185163.385
2018,ON,51,11.5,24.2,24.2,3,8.4,8.5,0,0,0,43,240,1760,2044,5,Islands,545194199.1,185163.385
2006,OH,969,8.8,24.5,24.9,2.1,8.7,NA,0,106,7,0,866,1134,2113,5,Islands,545194199.1,185163.385
2014,OH,970,8.5,22.3,22.7,1.5,8.9,NA,0,224,0,0,189,1756,2170,5,Islands,545194199.1,185163.385
2006,OH,972,4.3,23.9,25.4,1.5,9.4,NA,0,0,0,66,46,2074,2186,5,Islands,545194199.1,185163.385
2015,OH,34,9.8,22.1,23.2,1.2,8,NA,0,0,0,8,57,2201,2266,5,Islands,545194199.1,185163.385
2011,OH,34,9.5,24.2,25.4,1.2,6.2,NA,0,0,21,0,143,2142,2306,5,Islands,545194199.1,185163.385
2009,ON,45,10.5,23.5,24.7,2.5,6.5,NA,0,67,138,0,350,1785,2339,5,Islands,545194199.1,185163.385
2018,OH,969,10.4,23.7,24,1.2,7.3,NA,0,9,0,0,53,2303,2365,5,Islands,545194199.1,185163.385
2018,ON,54,9,24.9,25.4,1,8,8.3,0,0,0,0,360,2047,2407,5,Islands,545194199.1,185163.385
2019,OH,34,11.1,24,24.5,1.8,7.6,NA,0,0,0,0,76,2368,2444,5,Islands,545194199.1,185163.385
2017,ON,51,11.4,23.6,24.6,2.7,7.5,7.5,0,156,0,125,444,1780,2505,5,Islands,545194199.1,185163.385
2018,OH,975,10.1,23.7,23.9,1.2,7.6,NA,0,9,0,0,28,2469,2506,5,Islands,545194199.1,185163.385
2010,ON,60,11.3,24.7,24.6,1.3,7.4,NA,0,0,111,0,65,2347,2524,5,Islands,545194199.1,185163.385
2012,OH,967,3.1,23.7,25,1.5,5.4,NA,0,285,0,66,4,2188,2543,5,Islands,545194199.1,185163.385
2019,OH,972,5,24.1,24.7,1.5,7.7,NA,0,0,0,15,18,2524,2557,5,Islands,545194199.1,185163.385
2010,ON,44,10.1,25.4,25.8,1.2,7.4,NA,0,115,17,0,323,2182,2637,5,Islands,545194199.1,185163.385
2016,ON,61,10,25.3,25.8,1.3,8.5,8.8,0,19,4,0,52,2641,2715,5,Islands,545194199.1,185163.385
2011,ON,54,8.9,23.4,24.6,2,5.9,NA,0,280,4,0,58,2482,2823,5,Islands,545194199.1,185163.385
2008,ON,61,10,23.4,23.4,1.9,8.7,NA,0,8,0,0,23,2793,2823,5,Islands,545194199.1,185163.385
2019,OH,967,4.4,24.2,25.5,1.5,8.1,NA,0,0,0,149,22,2683,2854,5,Islands,545194199.1,185163.385
2016,ON,54,9,25.2,25.3,2.1,8.3,7.7,0,4,0,7,323,2599,2933,5,Islands,545194199.1,185163.385
2017,ON,60,11.4,23.8,23.8,1.5,8.2,8.1,0,0,56,52,36,2801,2944,5,Islands,545194199.1,185163.385
2008,OH,975,9.5,22.7,22.7,1.5,8,NA,0,0,236,4,458,2311,3009,5,Islands,545194199.1,185163.385
2015,ON,51,11.3,23.7,24.5,2.5,7.6,7.2,0,8,4,438,85,2482,3016,5,Islands,545194199.1,185163.385
2014,OH,972,6.1,22.4,22.6,1.5,9.1,NA,0,20,0,8,87,2999,3114,5,Islands,545194199.1,185163.385
2007,OH,969,8.8,23.5,24.4,1.5,6.7,NA,0,112,6,26,381,2623,3148,5,Islands,545194199.1,185163.385
2013,OH,967,2.5,22.3,22.5,0.9,8.3,NA,0,137,0,0,4,3031,3171,5,Islands,545194199.1,185163.385
2011,ON,61,10,23.5,24.2,2,6.5,NA,0,4,4,27,88,3050,3173,5,Islands,545194199.1,185163.385
2013,ON,59,11.4,22.7,22.8,2.5,7.5,6.2,4,0,0,41,122,3101,3268,5,Islands,545194199.1,185163.385
2016,OH,975,9.8,25.1,25.2,2,7.2,NA,0,179,0,0,73,3059,3312,5,Islands,545194199.1,185163.385
2007,OH,970,8.2,23.4,23.6,1.5,NA,NA,0,19,60,28,577,2666,3350,5,Islands,545194199.1,185163.385
2016,OH,972,3.5,25,25.2,0.9,7.8,NA,0,19,0,28,16,3326,3388,5,Islands,545194199.1,185163.385
2009,ON,44,10.4,23.4,24.6,2.1,6.4,NA,0,13,42,0,593,2761,3409,5,Islands,545194199.1,185163.385
2013,OH,34,9.5,21.8,22.8,1.2,7.3,NA,0,947,0,0,69,2528,3545,5,Islands,545194199.1,185163.385
2007,OH,975,9.8,23.4,24.5,1.5,NA,NA,0,170,7,0,445,3007,3628,5,Islands,545194199.1,185163.385
2012,OH,975,9.5,23.6,23.7,1.5,5.9,NA,0,677,571,0,70,2320,3638,5,Islands,545194199.1,185163.385
2018,ON,61,10.4,25,25,1.3,8.3,8.2,0,4,0,0,471,3182,3657,5,Islands,545194199.1,185163.385
2017,ON,45,10.5,23.7,23.9,2,7.7,8.2,0,238,0,100,96,3269,3703,5,Islands,545194199.1,185163.385
2015,OH,969,9.2,23.4,24.5,1.2,5.9,NA,0,0,0,40,192,3506,3738,5,Islands,545194199.1,185163.385
2012,OH,969,8.5,23.7,23.7,1.5,6.3,NA,0,699,323,0,71,2652,3745,5,Islands,545194199.1,185163.385
2017,OH,34,9.8,23.8,23.8,2.4,8.6,NA,0,36,0,0,23,3688,3748,5,Islands,545194199.1,185163.385
2015,OH,972,3.7,23.8,24.2,1.2,6.8,NA,0,97,0,30,47,3609,3783,5,Islands,545194199.1,185163.385
2008,OH,967,3.4,23.6,24.4,1,8.8,NA,0,236,0,288,167,3140,3831,5,Islands,545194199.1,185163.385
2019,ON,45,11.2,24.6,24,2.2,7.7,7.8,0,0,0,0,77,3811,3888,5,Islands,545194199.1,185163.385
2014,ON,54,8.9,22.3,22.5,2.1,10,10.1,0,12,19,0,100,3765,3895,5,Islands,545194199.1,185163.385
2010,ON,51,11.1,24.9,25,1.2,8,NA,0,12,77,0,158,3653,3899,5,Islands,545194199.1,185163.385
2017,ON,61,10.2,24,24,1.5,8.2,7.5,0,0,0,7,148,3765,3920,5,Islands,545194199.1,185163.385
2012,ON,60,11.1,23.8,24.1,2.3,8.8,9.1,0,89,0,0,194,3719,4001,5,Islands,545194199.1,185163.385
2015,ON,54,9,23.9,24.6,1.6,6.9,8.4,0,19,0,15,89,3880,4002,5,Islands,545194199.1,185163.385
2016,ON,45,10.5,26.1,26.4,1.6,8.1,8.1,0,4,0,16,52,3976,4047,5,Islands,545194199.1,185163.385
2015,OH,975,10.1,22.3,24.6,1.5,6.3,NA,0,19,484,0,590,2971,4064,5,Islands,545194199.1,185163.385
2012,ON,54,9,23.5,23.5,2.1,8.6,8.6,0,0,446,42,376,3292,4156,5,Islands,545194199.1,185163.385
2017,OH,972,4,23.9,23.9,1.2,9.5,NA,0,38,0,4,4,4267,4313,5,Islands,545194199.1,185163.385
2008,ON,44,10.1,23.5,24.4,3.1,7,NA,0,4,12,0,46,4318,4379,5,Islands,545194199.1,185163.385
2007,ON,54,8.4,23.1,23.2,1.9,7.9,NA,0,92,108,12,96,4114,4422,5,Islands,545194199.1,185163.385
2014,ON,45,10.4,23,23.2,2.9,7.7,7.7,0,0,0,0,96,4352,4448,5,Islands,545194199.1,185163.385
2012,ON,59,11.1,24.3,24.2,1.7,8.2,8.2,0,351,7,75,125,3980,4539,5,Islands,545194199.1,185163.385
2015,ON,33,10.5,23.8,23.9,1.7,8.5,8.4,0,7,14,10,38,4483,4552,5,Islands,545194199.1,185163.385
2014,OH,34,9.8,22.1,22.4,1.5,9,NA,0,0,6,4,9,4535,4555,5,Islands,545194199.1,185163.385
2018,ON,54,9.1,25,25.3,2,8,8.4,0,143,0,0,516,3901,4561,5,Islands,545194199.1,185163.385
2014,ON,60,11.3,22.1,22.1,3.4,9.5,9.7,0,8,8,12,0,4552,4579,5,Islands,545194199.1,185163.385
2007,OH,972,5.5,23.5,23.8,1.4,NA,NA,0,28,12,68,257,4291,4656,5,Islands,545194199.1,185163.385
2013,ON,54,8.7,22.2,23.9,1,6.3,6.7,0,46,12,0,327,4448,4833,5,Islands,545194199.1,185163.385
2009,OH,970,8.5,23.3,23.3,1.2,8.2,NA,0,12,213,0,2551,2147,4923,5,Islands,545194199.1,185163.385
2010,ON,33,10,25.3,25.4,1.2,7.5,NA,4,473,147,4,369,4166,5163,5,Islands,545194199.1,185163.385
2007,OH,967,3.5,23.3,23.9,0.9,NA,NA,0,214,71,69,94,4746,5194,5,Islands,545194199.1,185163.385
2006,OH,975,9.5,24.3,24.9,2.1,8.9,NA,0,9,6,4,988,4253,5261,5,Islands,545194199.1,185163.385
2017,ON,45,10.7,23.8,24.1,2.5,8,8.3,0,0,0,44,96,5211,5350,5,Islands,545194199.1,185163.385
2006,ON,60,11.1,24.3,25.1,2.1,7.8,NA,0,12,462,4,155,4745,5378,5,Islands,545194199.1,185163.385
2016,ON,45,10.2,25.9,26.1,1.7,8.3,8.3,0,4,0,19,100,5256,5378,5,Islands,545194199.1,185163.385
2012,OH,970,7.9,23.5,23.6,1.5,7.1,NA,0,363,105,4,134,4995,5602,5,Islands,545194199.1,185163.385
2012,ON,33,10.3,24,24,2.3,8.5,8.1,0,338,0,31,227,5025,5620,5,Islands,545194199.1,185163.385
2017,ON,33,10.5,23.6,23.8,2.3,8.4,8.7,0,4,0,74,273,5328,5680,5,Islands,545194199.1,185163.385
2016,ON,54,8.6,25.2,25.4,1.7,8.2,8.3,0,1245,0,0,54,4491,5789,5,Islands,545194199.1,185163.385
2012,ON,45,10.2,23.9,24.2,1.8,8.1,8.1,0,272,305,0,0,5382,5959,5,Islands,545194199.1,185163.385
2006,ON,45,10.2,24.7,24.8,2.1,5.2,NA,0,8,0,0,100,6111,6219,5,Islands,545194199.1,185163.385
2007,ON,60,11,23.2,23.2,1.7,7.4,NA,4,920,203,4,108,5008,6247,5,Islands,545194199.1,185163.385
2007,ON,61,10,23.1,23.2,2.1,7.2,NA,0,61,35,0,269,5947,6312,5,Islands,545194199.1,185163.385
2007,ON,51,11,23.1,23.3,1.5,8.1,NA,8,633,1584,4,157,4112,6499,5,Islands,545194199.1,185163.385
2018,ON,45,10.7,24.7,25.5,2.5,6.9,6.8,0,57,0,0,373,6339,6769,5,Islands,545194199.1,185163.385
